sus_scrofa ENSSSCG00000039056
sorex_araneus ENSSARG00000003740
dasypus_novemcinctus ENSDNOG00000024792
spermophilus_dauricus ENSSDAG00000011753
spermophilus_dauricus ENSSDAG00000006318
marmota_marmota_marmota ENSMMMG00000001073
spermophilus_dauricus ENSSDAG00000024026
urocitellus_parryii ENSUPAG00010005296
ictidomys_tridecemlineatus ENSSTOG00000026404
ictidomys_tridecemlineatus ENSSTOG00000028126
otolemur_garnettii ENSOGAG00000000987
panthera_pardus ENSPPRG00000018902
panthera_tigris_altaica ENSPTIG00000010935
felis_catus ENSFCAG00000001845
ursus_maritimus ENSUMAG00000017908
bison_bison_bison ENSBBBG00000013261
bos_taurus ENSBTAG00000019107
ovis_aries ENSOARG00000006122
capra_hircus ENSCHIG00000009715
oryctolagus_cuniculus ENSOCUG00000011000
ochotona_princeps ENSOPRG00000004152
prolemur_simus ENSPSMG00000014345
propithecus_coquereli ENSPCOG00000016802
microcebus_murinus ENSMICG00000005373
pan_paniscus ENSPPAG00000043818
pan_troglodytes ENSPTRG00000008763
gorilla_gorilla ENSGGOG00000012941
homo_sapiens ENSG00000007237
pongo_abelii ENSPPYG00000007977
nomascus_leucogenys ENSNLEG00000010113
rhinopithecus_roxellana ENSRROG00000037987
rhinopithecus_bieti ENSRBIG00000041094
piliocolobus_tephrosceles ENSPTEG00000003506
colobus_angolensis_palliatus ENSCANG00000010477
macaca_nemestrina ENSMNEG00000037609
macaca_mulatta ENSMMUG00000018092
macaca_fascicularis ENSMFAG00000003917
theropithecus_gelada ENSTGEG00000027152
papio_anubis ENSPANG00000023755
cercocebus_atys ENSCATG00000029427
mandrillus_leucophaeus ENSMLEG00000043457
chlorocebus_sabaeus ENSCSAG00000010125
saimiri_boliviensis_boliviensis ENSSBOG00000034822
callithrix_jacchus ENSCJAG00000012759
cebus_capucinus ENSCCAG00000021586
aotus_nancymaae ENSANAG00000030660
nannospalax_galili ENSNGAG00000017363
jaculus_jaculus ENSJJAG00000024084
fukomys_damarensis ENSFDAG00000013010
heterocephalus_glaber_female ENSHGLG00000012942
heterocephalus_glaber_male ENSHGLG00100013595
chinchilla_lanigera ENSCLAG00000010871
ictidomys_tridecemlineatus ENSSTOG00000022185
urocitellus_parryii ENSUPAG00010017073
spermophilus_dauricus ENSSDAG00000006192
marmota_marmota_marmota ENSMMMG00000020649
cavia_porcellus ENSCPOG00000002804
cavia_aperea ENSCAPG00000001741
tupaia_belangeri ENSTBEG00000006697
cricetulus_griseus_crigri-picr ENSCGRG00015012757
cricetulus_griseus_crigri ENSCGRG00000007856
cricetulus_griseus_chok1gshd ENSCGRG00001016112
mesocricetus_auratus ENSMAUG00000012030
peromyscus_maniculatus_bairdii ENSPEMG00000016042
microtus_ochrogaster ENSMOCG00000012190
mus_spicilegus ENSMSIG00000007930
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017363
mus_musculus ENSMUSG00000033066
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016527
mus_pahari MGP_PahariEiJ_G0017657
rattus_norvegicus ENSRNOG00000049361
octodon_degus ENSODEG00000001461
pteropus_vampyrus ENSPVAG00000008021
spermophilus_dauricus ENSSDAG00000010540
castor_canadensis ENSCCNG00000011908
carlito_syrichta ENSTSYG00000006345
ursus_americanus ENSUAMG00000026558
mustela_putorius_furo ENSMPUG00000007683
ursus_americanus ENSUAMG00000026562
neovison_vison ENSNVIG00000006100
canis_lupus_familiaris ENSCAFG00000017455
canis_lupus_dingo ENSCAFG00020006602
vulpes_vulpes ENSVVUG00000028920
equus_asinus_asinus ENSEASG00005021840
myotis_lucifugus ENSMLUG00000008721
erinaceus_europaeus ENSEEUG00000005682
tursiops_truncatus ENSTTRG00000016630
ailuropoda_melanoleuca ENSAMEG00000012156
bos_mutus ENSBMUG00000011849
equus_caballus ENSECAG00000019002
urocitellus_parryii ENSUPAG00010011544
dipodomys_ordii ENSDORG00000004839
urocitellus_parryii ENSUPAG00010014909
marmota_marmota_marmota ENSMMMG00000007483
spermophilus_dauricus ENSSDAG00000007493
marmota_marmota_marmota ENSMMMG00000002018
castor_canadensis ENSCCNG00000011914
castor_canadensis ENSCCNG00000011686
meriones_unguiculatus ENSMUGG00000026448
choloepus_hoffmanni ENSCHOG00000013454
loxodonta_africana ENSLAFG00000016499
procavia_capensis ENSPCAG00000003743
phascolarctos_cinereus ENSPCIG00000018027
notamacropus_eugenii ENSMEUG00000015199
sarcophilus_harrisii ENSSHAG00000004809
monodelphis_domestica ENSMODG00000001483
anolis_carolinensis ENSACAG00000016997
