caenorhabditis_elegans_strain_n2 WBGene00001411
drosophila_melanogaster FBgn0038488
petromyzon_marinus ENSPMAG00000008675
eptatretus_burgeri ENSEBUG00000000907
calidris_pygmaea ENSCPGG00000019175
calidris_pugnax ENSCPUG00000006651
apteryx_rowi ENSARWG00000013188
apteryx_owenii ENSAOWG00000006312
dromaius_novaehollandiae ENSDNVG00000003189
gallus_gallus ENSGALG00000028906
coturnix_japonica ENSCJPG00005020997
numida_meleagris ENSNMEG00000000458
anas_platyrhynchos_platyrhynchos ENSAPLG00000003592
lepidothrix_coronata ENSLCOG00000004748
manacus_vitellinus ENSMVIG00005009795
lonchura_striata_domestica ENSLSDG00000011038
taeniopygia_guttata ENSTGUG00000009612
junco_hyemalis ENSJHYG00000014205
ficedula_albicollis ENSFALG00000010149
parus_major ENSPMJG00000010022
nothoprocta_perdicaria ENSNPEG00000008749
anolis_carolinensis ENSACAG00000001361
chelonoidis_abingdonii ENSCABG00000007048
gopherus_agassizii ENSGAGG00000010582
chrysemys_picta_bellii ENSCPBG00000025536
pelodiscus_sinensis ENSPSIG00000012891
pan_paniscus ENSPPAG00000030523
pan_troglodytes ENSPTRG00000007214
gorilla_gorilla ENSGGOG00000028408
homo_sapiens ENSG00000169018
pongo_abelii ENSPPYG00000006592
nomascus_leucogenys ENSNLEG00000013213
colobus_angolensis_palliatus ENSCANG00000006463
piliocolobus_tephrosceles ENSPTEG00000031989
rhinopithecus_bieti ENSRBIG00000029847
rhinopithecus_roxellana ENSRROG00000030899
macaca_mulatta ENSMMUG00000008311
macaca_nemestrina ENSMNEG00000033491
macaca_fascicularis ENSMFAG00000040037
mandrillus_leucophaeus ENSMLEG00000031589
theropithecus_gelada ENSTGEG00000025673
cercocebus_atys ENSCATG00000044684
papio_anubis ENSPANG00000016581
cebus_capucinus ENSCCAG00000022866
saimiri_boliviensis_boliviensis ENSSBOG00000030419
callithrix_jacchus ENSCJAG00000002264
aotus_nancymaae ENSANAG00000036003
microcebus_murinus ENSMICG00000028605
propithecus_coquereli ENSPCOG00000028566
prolemur_simus ENSPSMG00000002150
otolemur_garnettii ENSOGAG00000014143
marmota_marmota_marmota ENSMMMG00000004018
marmota_marmota_marmota ENSMMMG00000005671
urocitellus_parryii ENSUPAG00010017736
ictidomys_tridecemlineatus ENSSTOG00000015544
spermophilus_dauricus ENSSDAG00000015764
neovison_vison ENSNVIG00000015730
mustela_putorius_furo ENSMPUG00000000266
ursus_americanus ENSUAMG00000015428
ursus_maritimus ENSUMAG00000011958
ailuropoda_melanoleuca ENSAMEG00000014073
canis_lupus_dingo ENSCAFG00020008006
canis_lupus_familiaris ENSCAFG00000017476
vulpes_vulpes ENSVVUG00000014718
panthera_tigris_altaica ENSPTIG00000019928
panthera_pardus ENSPPRG00000011995
felis_catus ENSFCAG00000045964
equus_caballus ENSECAG00000015587
equus_asinus_asinus ENSEASG00005006255
ovis_aries ENSOARG00000018433
capra_hircus ENSCHIG00000023393
bos_taurus ENSBTAG00000008378
bos_mutus ENSBMUG00000006589
bison_bison_bison ENSBBBG00000009440
tursiops_truncatus ENSTTRG00000016027
sus_scrofa ENSSSCG00000022419
myotis_lucifugus ENSMLUG00000008987
dasypus_novemcinctus ENSDNOG00000012810
vicugna_pacos ENSVPAG00000001983
loxodonta_africana ENSLAFG00000013998
dipodomys_ordii ENSDORG00000024760
castor_canadensis ENSCCNG00000004262
heterocephalus_glaber_female ENSHGLG00000017948
heterocephalus_glaber_male ENSHGLG00100013254
fukomys_damarensis ENSFDAG00000014559
chinchilla_lanigera ENSCLAG00000004834
cavia_porcellus ENSCPOG00000031057
octodon_degus ENSODEG00000016475
octodon_degus ENSODEG00000019829
microtus_ochrogaster ENSMOCG00000005442
peromyscus_maniculatus_bairdii ENSPEMG00000028410
cricetulus_griseus_crigri-picr ENSCGRG00015021207
cricetulus_griseus_chok1gshd ENSCGRG00001018487
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033464
mus_musculus ENSMUSG00000032244
mus_spicilegus ENSMSIG00000001951
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032326
mus_pahari MGP_PahariEiJ_G0015192
rattus_norvegicus ENSRNOG00000007077
meriones_unguiculatus ENSMUGG00000006067
nannospalax_galili ENSNGAG00000021620
nannospalax_galili ENSNGAG00000016095
oryctolagus_cuniculus ENSOCUG00000026586
ochotona_princeps ENSOPRG00000014433
tupaia_belangeri ENSTBEG00000016028
jaculus_jaculus ENSJJAG00000018686
carlito_syrichta ENSTSYG00000034005
procavia_capensis ENSPCAG00000004621
monodelphis_domestica ENSMODG00000009419
latimeria_chalumnae ENSLACG00000000695
ciona_savignyi ENSCSAVG00000000227
ciona_intestinalis ENSCING00000016010
drosophila_melanogaster FBgn0034542
ciona_intestinalis ENSCING00000006394
ciona_savignyi ENSCSAVG00000007301
drosophila_melanogaster FBgn0038286
