parus_major ENSPMJG00000014755
cyanistes_caeruleus ENSCCEG00000013804
ficedula_albicollis ENSFALG00000005950
lonchura_striata ENSLSDG00000007905
taeniopygia_guttata ENSTGUG00000010735
serinus_canaria ENSSCAG00000012092
junco_hyemalis ENSJHYG00000005646
zonotrichia_albicollis ENSZALG00000000540
lepidothrix_coronata ENSLCOG00000005524
manacus_vitellinus ENSMVIG00005003556
melopsittacus_undulatus ENSMUNG00000007959
calidris_pugnax ENSCPUG00000018991
calidris_pygmaea ENSCPGG00000007675
gallus_gallus ENSGALG00000015151
meleagris_gallopavo ENSMGAG00000010536
numida_meleagris ENSNMEG00000013376
anas_platyrhynchos ENSAPLG00000009022
anser_brachyrhynchus ENSABRG00000015807
coturnix_japonica ENSCJPG00005009874
apteryx_owenii ENSAOWG00000011866
apteryx_haastii ENSAHAG00000009079
apteryx_rowi ENSARWG00000017676
nothoprocta_perdicaria ENSNPEG00000007248
crocodylus_porosus ENSCPRG00005015110
gopherus_agassizii ENSGAGG00000020013
chelonoidis_abingdonii ENSCABG00000017468
chrysemys_picta ENSCPBG00000021024
pelodiscus_sinensis ENSPSIG00000004796
pogona_vitticeps ENSPVIG00000013963
anolis_carolinensis ENSACAG00000017857
notechis_scutatus ENSNSUG00000020003
sphenodon_punctatus ENSSPUG00000006585
vombatus_ursinus ENSVURG00010003564
vombatus_ursinus ENSVURG00010002987
phascolarctos_cinereus ENSPCIG00000016435
notamacropus_eugenii ENSMEUG00000002647
sarcophilus_harrisii ENSSHAG00000012145
monodelphis_domestica ENSMODG00000038728
equus_caballus ENSECAG00000017478
equus_asinus ENSEASG00005016659
erinaceus_europaeus ENSEEUG00000005504
pteropus_vampyrus ENSPVAG00000005999
ursus_maritimus ENSUMAG00000001499
ailuropoda_melanoleuca ENSAMEG00000009974
mustela_putorius ENSMPUG00000006952
neovison_vison ENSNVIG00000019526
canis_lupus ENSCAFG00020013195
canis_lupus ENSCAFG00000018037
vulpes_vulpes ENSVVUG00000027369
panthera_tigris ENSPTIG00000010574
panthera_pardus ENSPPRG00000007304
felis_catus ENSFCAG00000019056
vicugna_pacos ENSVPAG00000003441
sus_scrofa ENSSSCG00000025005
ovis_aries ENSOARG00000006302
capra_hircus ENSCHIG00000000421
bos_indicus ENSBIXG00005006868
bos_indicus ENSBIXG00000007410
bos_mutus ENSBMUG00000012114
bos_taurus ENSBTAG00000044063
bison_bison ENSBBBG00000019479
tupaia_belangeri ENSTBEG00000012449
peromyscus_maniculatus ENSPEMG00000011754
microtus_ochrogaster ENSMOCG00000012621
cricetulus_griseus ENSCGRG00015021896
cricetulus_griseus ENSCGRG00001023652
cricetulus_griseus ENSCGRG00000006694
mesocricetus_auratus ENSMAUG00000016396
mus_spretus MGP_SPRETEiJ_G0022942
mus_spicilegus ENSMSIG00000023539
mus_musculus ENSMUSG00000056124
mus_caroli MGP_CAROLIEiJ_G0022031
mus_pahari MGP_PahariEiJ_G0018765
rattus_norvegicus ENSRNOG00000015895
meriones_unguiculatus ENSMUGG00000017521
nannospalax_galili ENSNGAG00000009833
jaculus_jaculus ENSJJAG00000001465
spermophilus_dauricus ENSSDAG00000003236
urocitellus_parryii ENSUPAG00010013003
marmota_marmota ENSMMMG00000008421
ictidomys_tridecemlineatus ENSSTOG00000010911
castor_canadensis ENSCCNG00000002753
dipodomys_ordii ENSDORG00000029583
heterocephalus_glaber ENSHGLG00000013828
heterocephalus_glaber ENSHGLG00100005580
heterocephalus_glaber ENSHGLG00100018381
fukomys_damarensis ENSFDAG00000016200
chinchilla_lanigera ENSCLAG00000016196
octodon_degus ENSODEG00000018324
cavia_porcellus ENSCPOG00000039163
cavia_aperea ENSCAPG00000009274
oryctolagus_cuniculus ENSOCUG00000013287
ochotona_princeps ENSOPRG00000000192
pan_troglodytes ENSPTRG00000009950
pan_paniscus ENSPPAG00000036186
homo_sapiens ENSG00000118276
gorilla_gorilla ENSGGOG00000003477
pongo_abelii ENSPPYG00000009091
nomascus_leucogenys ENSNLEG00000006440
theropithecus_gelada ENSTGEG00000019276
papio_anubis ENSPANG00000009803
cercocebus_atys ENSCATG00000039016
mandrillus_leucophaeus ENSMLEG00000006005
macaca_mulatta ENSMMUG00000016674
macaca_fascicularis ENSMFAG00000033017
macaca_nemestrina ENSMNEG00000034558
chlorocebus_sabaeus ENSCSAG00000017864
rhinopithecus_bieti ENSRBIG00000033034
rhinopithecus_roxellana ENSRROG00000029305
piliocolobus_tephrosceles ENSPTEG00000027428
colobus_angolensis ENSCANG00000028847
cebus_capucinus ENSCCAG00000029865
callithrix_jacchus ENSCJAG00000020816
saimiri_boliviensis ENSSBOG00000034735
aotus_nancymaae ENSANAG00000023268
carlito_syrichta ENSTSYG00000000172
