equus_caballus ENSECAG00000039007
sus_scrofa ENSSSCG00000037674
canis_lupus_familiaris ENSCAFG00000028593
canis_lupus_dingo ENSCAFG00020009466
vulpes_vulpes ENSVVUG00000021978
mustela_putorius_furo ENSMPUG00000002898
vulpes_vulpes ENSVVUG00000008929
canis_lupus_dingo ENSCAFG00020005752
ursus_maritimus ENSUMAG00000025556
ovis_aries ENSOARG00000007060
ovis_aries ENSOARG00000018561
capra_hircus ENSCHIG00000021742
bos_taurus ENSBTAG00000048931
monodelphis_domestica ENSMODG00000010574
serinus_canaria ENSSCAG00000007696
scophthalmus_maximus ENSSMAG00000016273
hippocampus_comes ENSHCOG00000008461
haplochromis_burtoni ENSHBUG00000017123
