pygocentrus_nattereri ENSPNAG00000017929
astyanax_mexicanus ENSAMXG00000000450
ictalurus_punctatus ENSIPUG00000010003
ictalurus_punctatus ENSIPUG00000009945
danio_rerio ENSDARG00000025607
esox_lucius ENSELUG00000000486
esox_lucius ENSELUG00000013404
esox_lucius ENSELUG00000013358
labrus_bergylta ENSLBEG00000028245
labrus_bergylta ENSLBEG00000028231
gasterosteus_aculeatus ENSGACG00000003542
gasterosteus_aculeatus ENSGACG00000003540
gasterosteus_aculeatus ENSGACG00000003536
mola_mola ENSMMOG00000020934
mola_mola ENSMMOG00000020945
mola_mola ENSMMOG00000016336
tetraodon_nigroviridis ENSTNIG00000000742
tetraodon_nigroviridis ENSTNIG00000001092
takifugu_rubripes ENSTRUG00000002274
mastacembelus_armatus ENSMAMG00000005153
mastacembelus_armatus ENSMAMG00000005129
monopterus_albus ENSMALG00000009237
anabas_testudineus ENSATEG00000006427
anabas_testudineus ENSATEG00000006459
anabas_testudineus ENSATEG00000006694
seriola_dumerili ENSSDUG00000011933
seriola_dumerili ENSSDUG00000012038
seriola_dumerili ENSSDUG00000012115
seriola_lalandi_dorsalis ENSSLDG00000006456
cynoglossus_semilaevis ENSCSEG00000007766
cynoglossus_semilaevis ENSCSEG00000007784
astatotilapia_calliptera ENSACLG00000025804
maylandia_zebra ENSMZEG00005006345
pundamilia_nyererei ENSPNYG00000002644
haplochromis_burtoni ENSHBUG00000006572
maylandia_zebra ENSMZEG00005006661
astatotilapia_calliptera ENSACLG00000025584
maylandia_zebra ENSMZEG00005006831
haplochromis_burtoni ENSHBUG00000006423
astatotilapia_calliptera ENSACLG00000025633
maylandia_zebra ENSMZEG00005006584
haplochromis_burtoni ENSHBUG00000006241
maylandia_zebra ENSMZEG00005006442
maylandia_zebra ENSMZEG00005026284
pundamilia_nyererei ENSPNYG00000002340
haplochromis_burtoni ENSHBUG00000006442
pundamilia_nyererei ENSPNYG00000002188
pundamilia_nyererei ENSPNYG00000002315
neolamprologus_brichardi ENSNBRG00000022803
oreochromis_niloticus ENSONIG00000007877
oreochromis_niloticus ENSONIG00000007878
haplochromis_burtoni ENSHBUG00000006597
astatotilapia_calliptera ENSACLG00000025864
maylandia_zebra ENSMZEG00005006318
pundamilia_nyererei ENSPNYG00000002516
neolamprologus_brichardi ENSNBRG00000005279
neolamprologus_brichardi ENSNBRG00000005260
astatotilapia_calliptera ENSACLG00000025877
maylandia_zebra ENSMZEG00005006311
haplochromis_burtoni ENSHBUG00000006621
pundamilia_nyererei ENSPNYG00000002665
neolamprologus_brichardi ENSNBRG00000005291
astatotilapia_calliptera ENSACLG00000025627
maylandia_zebra ENSMZEG00005006612
astatotilapia_calliptera ENSACLG00000025609
maylandia_zebra ENSMZEG00005006682
astatotilapia_calliptera ENSACLG00000025546
maylandia_zebra ENSMZEG00005006974
neolamprologus_brichardi ENSNBRG00000022811
oreochromis_niloticus ENSONIG00000018301
oreochromis_niloticus ENSONIG00000007774
amphilophus_citrinellus ENSACIG00000024402
amphiprion_percula ENSAPEG00000015251
amphiprion_ocellaris ENSAOCG00000022977
acanthochromis_polyacanthus ENSAPOG00000020155
stegastes_partitus ENSSPAG00000021298
amphiprion_percula ENSAPEG00000003238
amphiprion_percula ENSAPEG00000003080
amphiprion_ocellaris ENSAOCG00000004369
amphiprion_ocellaris ENSAOCG00000002281
acanthochromis_polyacanthus ENSAPOG00000021026
stegastes_partitus ENSSPAG00000007362
xiphophorus_maculatus ENSXMAG00000025187
xiphophorus_maculatus ENSXMAG00000029292
xiphophorus_couchianus ENSXCOG00000004055
poecilia_mexicana ENSPMEG00000015866
poecilia_formosa ENSPFOG00000016868
poecilia_latipinna ENSPLAG00000011252
poecilia_latipinna ENSPLAG00000011506
poecilia_formosa ENSPFOG00000016846
poecilia_mexicana ENSPMEG00000016072
poecilia_latipinna ENSPLAG00000011358
poecilia_mexicana ENSPMEG00000016007
poecilia_formosa ENSPFOG00000016857
poecilia_mexicana ENSPMEG00000015892
poecilia_latipinna ENSPLAG00000011441
poecilia_reticulata ENSPREG00000011160
xiphophorus_maculatus ENSXMAG00000021438
xiphophorus_couchianus ENSXCOG00000003963
poecilia_mexicana ENSPMEG00000016107
poecilia_latipinna ENSPLAG00000011521
gambusia_affinis ENSGAFG00000012084
fundulus_heteroclitus ENSFHEG00000011410
cyprinodon_variegatus ENSCVAG00000007723
kryptolebias_marmoratus ENSKMAG00000006584
kryptolebias_marmoratus ENSKMAG00000006611
oryzias_latipes ENSORLG00020001573
oryzias_latipes ENSORLG00020001564
oryzias_latipes ENSORLG00020001578
oryzias_latipes ENSORLG00020001599
oryzias_latipes ENSORLG00020001607
oryzias_latipes ENSORLG00020001589
oryzias_latipes ENSORLG00000025524
oryzias_latipes ENSORLG00000023723
oryzias_latipes ENSORLG00000028380
oryzias_latipes ENSORLG00000029917
oryzias_latipes_asm223469v1 ENSORLG00015001239
oryzias_latipes_asm223469v1 ENSORLG00015001234
oryzias_melastigma ENSOMEG00000005292
oryzias_melastigma ENSOMEG00000005279
periophthalmus_magnuspinnatus ENSPMGG00000014568
esox_lucius ENSELUG00000006149
danio_rerio ENSDARG00000100678
gasterosteus_aculeatus ENSGACG00000014798
labrus_bergylta ENSLBEG00000026154
poecilia_mexicana ENSPMEG00000024246
fundulus_heteroclitus ENSFHEG00000012510
cyprinodon_variegatus ENSCVAG00000001978
kryptolebias_marmoratus ENSKMAG00000007047
cynoglossus_semilaevis ENSCSEG00000008072
mastacembelus_armatus ENSMAMG00000012255
monopterus_albus ENSMALG00000015944
anabas_testudineus ENSATEG00000015636
seriola_lalandi_dorsalis ENSSLDG00000001117
seriola_lalandi_dorsalis ENSSLDG00000017419
seriola_lalandi_dorsalis ENSSLDG00000011461
seriola_lalandi_dorsalis ENSSLDG00000001233
seriola_lalandi_dorsalis ENSSLDG00000017836
