pteropus_vampyrus ENSPVAG00000006996
erinaceus_europaeus ENSEEUG00000006689
canis_lupus_dingo ENSCAFG00020012634
canis_lupus_familiaris ENSCAFG00000002023
vulpes_vulpes ENSVVUG00000029288
ursus_maritimus ENSUMAG00000005178
neovison_vison ENSNVIG00000009018
panthera_pardus ENSPPRG00000009041
panthera_tigris_altaica ENSPTIG00000016377
felis_catus ENSFCAG00000027072
equus_asinus_asinus ENSEASG00005003780
equus_caballus ENSECAG00000018543
bos_taurus ENSBTAG00000009302
bos_mutus ENSBMUG00000007066
bison_bison_bison ENSBBBG00000019534
tursiops_truncatus ENSTTRG00000008427
loxodonta_africana ENSLAFG00000012868
choloepus_hoffmanni ENSCHOG00000000096
ailuropoda_melanoleuca ENSAMEG00000005201
ursus_americanus ENSUAMG00000018675
myotis_lucifugus ENSMLUG00000015296
otolemur_garnettii ENSOGAG00000024331
cebus_capucinus ENSCCAG00000035305
capra_hircus ENSCHIG00000018360
ovis_aries ENSOARG00000010568
sus_scrofa ENSSSCG00000001716
mustela_putorius_furo ENSMPUG00000012493
cavia_aperea ENSCAPG00000001599
octodon_degus ENSODEG00000015507
dipodomys_ordii ENSDORG00000002545
oryctolagus_cuniculus ENSOCUG00000025884
pongo_abelii ENSPPYG00000016668
chlorocebus_sabaeus ENSCSAG00000012557
dasypus_novemcinctus ENSDNOG00000043306
sorex_araneus ENSSARG00000000336
vicugna_pacos ENSVPAG00000003619
chinchilla_lanigera ENSCLAG00000010862
cavia_porcellus ENSCPOG00000033481
heterocephalus_glaber_male ENSHGLG00100008685
heterocephalus_glaber_female ENSHGLG00000014164
heterocephalus_glaber_male ENSHGLG00100009040
heterocephalus_glaber_female ENSHGLG00000001883
fukomys_damarensis ENSFDAG00000018551
castor_canadensis ENSCCNG00000002000
cricetulus_griseus_chok1gshd ENSCGRG00001008623
cricetulus_griseus_crigri ENSCGRG00000011530
cricetulus_griseus_crigri-picr ENSCGRG00015005690
mesocricetus_auratus ENSMAUG00000016625
peromyscus_maniculatus_bairdii ENSPEMG00000022088
microtus_ochrogaster ENSMOCG00000020179
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022547
mus_musculus ENSMUSG00000039601
mus_spicilegus ENSMSIG00000023943
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021635
mus_pahari MGP_PahariEiJ_G0020627
rattus_norvegicus ENSRNOG00000010350
meriones_unguiculatus ENSMUGG00000008234
nannospalax_galili ENSNGAG00000018566
jaculus_jaculus ENSJJAG00000017195
spermophilus_dauricus ENSSDAG00000005164
marmota_marmota_marmota ENSMMMG00000024592
urocitellus_parryii ENSUPAG00010004530
ictidomys_tridecemlineatus ENSSTOG00000004809
ochotona_princeps ENSOPRG00000010918
pan_paniscus ENSPPAG00000028781
pan_troglodytes ENSPTRG00000018233
homo_sapiens ENSG00000172348
gorilla_gorilla ENSGGOG00000004672
nomascus_leucogenys ENSNLEG00000004574
cercocebus_atys ENSCATG00000041034
papio_anubis ENSPANG00000000545
theropithecus_gelada ENSTGEG00000029690
mandrillus_leucophaeus ENSMLEG00000039961
macaca_fascicularis ENSMFAG00000036451
macaca_nemestrina ENSMNEG00000040400
rhinopithecus_bieti ENSRBIG00000029400
rhinopithecus_roxellana ENSRROG00000032297
piliocolobus_tephrosceles ENSPTEG00000011324
colobus_angolensis_palliatus ENSCANG00000035337
saimiri_boliviensis_boliviensis ENSSBOG00000024215
callithrix_jacchus ENSCJAG00000012084
cebus_capucinus ENSCCAG00000037303
aotus_nancymaae ENSANAG00000038243
carlito_syrichta ENSTSYG00000007961
propithecus_coquereli ENSPCOG00000017008
microcebus_murinus ENSMICG00000030471
prolemur_simus ENSPSMG00000019260
tupaia_belangeri ENSTBEG00000007796
dasypus_novemcinctus ENSDNOG00000012767
myotis_lucifugus ENSMLUG00000027442
mustela_putorius_furo ENSMPUG00000012483
procavia_capensis ENSPCAG00000014543
echinops_telfairi ENSETEG00000013428
notamacropus_eugenii ENSMEUG00000016147
ornithorhynchus_anatinus ENSOANG00000008271
lepidothrix_coronata ENSLCOG00000010337
manacus_vitellinus ENSMVIG00005001296
taeniopygia_guttata ENSTGUG00000013243
lonchura_striata_domestica ENSLSDG00000002269
serinus_canaria ENSSCAG00000014154
zonotrichia_albicollis ENSZALG00000016366
cyanistes_caeruleus ENSCCEG00000000649
parus_major ENSPMJG00000012984
melopsittacus_undulatus ENSMUNG00000010595
calidris_pygmaea ENSCPGG00000005927
calidris_pugnax ENSCPUG00000010265
gallus_gallus ENSGALG00000016709
coturnix_japonica ENSCJPG00005002747
numida_meleagris ENSNMEG00000008608
anas_platyrhynchos_platyrhynchos ENSAPLG00000026664
anser_brachyrhynchus ENSABRG00000003102
junco_hyemalis ENSJHYG00000004989
ficedula_albicollis ENSFALG00000001506
meleagris_gallopavo ENSMGAG00000014275
apteryx_owenii ENSAOWG00000015687
apteryx_rowi ENSARWG00000013244
apteryx_haastii ENSAHAG00000007515
dromaius_novaehollandiae ENSDNVG00000011663
nothoprocta_perdicaria ENSNPEG00000012645
crocodylus_porosus ENSCPRG00005000861
gopherus_agassizii ENSGAGG00000006531
pelodiscus_sinensis ENSPSIG00000015499
notechis_scutatus ENSNSUG00000016811
pogona_vitticeps ENSPVIG00000005298
sphenodon_punctatus ENSSPUG00000002837
phascolarctos_cinereus ENSPCIG00000029197
sarcophilus_harrisii ENSSHAG00000015324
monodelphis_domestica ENSMODG00000018896
chelonoidis_abingdonii ENSCABG00000015530
xenopus_tropicalis ENSXETG00000016260
latimeria_chalumnae ENSLACG00000000910
paramormyrops_kingsleyae ENSPKIG00000015313
scleropages_formosus ENSSFOG00015000629
pygocentrus_nattereri ENSPNAG00000007897
danio_rerio ENSDARG00000021869
esox_lucius ENSELUG00000003786
lepisosteus_oculatus ENSLOCG00000015882
