clupea_harengus ENSCHAG00000001291
denticeps_clupeoides ENSDCDG00000015741
scophthalmus_maximus ENSSMAG00000003676
cynoglossus_semilaevis ENSCSEG00000018475
seriola_lalandi ENSSLDG00000009739
seriola_dumerili ENSSDUG00000004930
lates_calcarifer ENSLCAG00010007844
monopterus_albus ENSMALG00000021951
labrus_bergylta ENSLBEG00000017570
labrus_bergylta ENSLBEG00000003680
cottoperca_gobio ENSCGOG00000005328
takifugu_rubripes ENSTRUG00000018663
tetraodon_nigroviridis ENSTNIG00000009024
mola_mola ENSMMOG00000000069
larimichthys_crocea ENSLCRG00005013864
fundulus_heteroclitus ENSFHEG00000003842
cyprinodon_variegatus ENSCVAG00000016957
poecilia_formosa ENSPFOG00000019837
poecilia_mexicana ENSPMEG00000016881
poecilia_latipinna ENSPLAG00000016761
poecilia_reticulata ENSPREG00000014977
xiphophorus_maculatus ENSXMAG00000005501
xiphophorus_couchianus ENSXCOG00000002851
gambusia_affinis ENSGAFG00000010730
kryptolebias_marmoratus ENSKMAG00000017015
oryzias_latipes ENSORLG00020019398
oryzias_latipes ENSORLG00015007442
oryzias_latipes ENSORLG00000007186
oryzias_melastigma ENSOMEG00000004022
gouania_willdenowi ENSGWIG00000002633
astatotilapia_calliptera ENSACLG00000012152
maylandia_zebra ENSMZEG00005018884
haplochromis_burtoni ENSHBUG00000022987
pundamilia_nyererei ENSPNYG00000009715
neolamprologus_brichardi ENSNBRG00000006579
oreochromis_niloticus ENSONIG00000000222
amphilophus_citrinellus ENSACIG00000019511
amphiprion_ocellaris ENSAOCG00000013408
amphiprion_percula ENSAPEG00000014861
acanthochromis_polyacanthus ENSAPOG00000015899
stegastes_partitus ENSSPAG00000009135
anabas_testudineus ENSATEG00000018141
betta_splendens ENSBSLG00000015185
parambassis_ranga ENSPRNG00000006495
periophthalmus_magnuspinnatus ENSPMGG00000008849
mastacembelus_armatus ENSMAMG00000013084
hippocampus_comes ENSHCOG00000003736
gasterosteus_aculeatus ENSGACG00000016732
gadus_morhua ENSGMOG00000011380
hucho_hucho ENSHHUG00000002106
hucho_hucho ENSHHUG00000000103
esox_lucius ENSELUG00000012914
astyanax_mexicanus ENSAMXG00000036206
astyanax_mexicanus ENSAMXG00005007929
pygocentrus_nattereri ENSPNAG00000007017
ictalurus_punctatus ENSIPUG00000016180
electrophorus_electricus ENSEEEG00000020117
danio_rerio ENSDARG00000104875
mastacembelus_armatus ENSMAMG00000017669
monopterus_albus ENSMALG00000022100
anabas_testudineus ENSATEG00000023991
scophthalmus_maximus ENSSMAG00000008103
cynoglossus_semilaevis ENSCSEG00000004759
lates_calcarifer ENSLCAG00010002982
seriola_dumerili ENSSDUG00000022900
seriola_lalandi ENSSLDG00000010553
amphiprion_percula ENSAPEG00000004483
amphiprion_ocellaris ENSAOCG00000011681
acanthochromis_polyacanthus ENSAPOG00000002829
stegastes_partitus ENSSPAG00000019313
parambassis_ranga ENSPRNG00000005688
astatotilapia_calliptera ENSACLG00000009941
haplochromis_burtoni ENSHBUG00000022818
maylandia_zebra ENSMZEG00005026955
pundamilia_nyererei ENSPNYG00000005310
neolamprologus_brichardi ENSNBRG00000016295
oreochromis_niloticus ENSONIG00000021178
amphilophus_citrinellus ENSACIG00000016463
poecilia_mexicana ENSPMEG00000003340
poecilia_formosa ENSPFOG00000020502
poecilia_latipinna ENSPLAG00000016019
poecilia_reticulata ENSPREG00000001451
xiphophorus_maculatus ENSXMAG00000019955
xiphophorus_couchianus ENSXCOG00000017647
gambusia_affinis ENSGAFG00000008467
fundulus_heteroclitus ENSFHEG00000000660
cyprinodon_variegatus ENSCVAG00000006848
kryptolebias_marmoratus ENSKMAG00000000833
oryzias_latipes ENSORLG00015007696
oryzias_latipes ENSORLG00000029161
oryzias_latipes ENSORLG00020012721
oryzias_melastigma ENSOMEG00000017002
gouania_willdenowi ENSGWIG00000016864
gasterosteus_aculeatus ENSGACG00000008188
takifugu_rubripes ENSTRUG00000024135
labrus_bergylta ENSLBEG00000020114
mola_mola ENSMMOG00000004846
cottoperca_gobio ENSCGOG00000012387
larimichthys_crocea ENSLCRG00005009891
betta_splendens ENSBSLG00000000970
hippocampus_comes ENSHCOG00000011218
gadus_morhua ENSGMOG00000017117
hucho_hucho ENSHHUG00000048388
hucho_hucho ENSHHUG00000000860
esox_lucius ENSELUG00000001359
pygocentrus_nattereri ENSPNAG00000029848
astyanax_mexicanus ENSAMXG00005023769
electrophorus_electricus ENSEEEG00000024281
ictalurus_punctatus ENSIPUG00000020057
danio_rerio ENSDARG00000079884
denticeps_clupeoides ENSDCDG00000035453
periophthalmus_magnuspinnatus ENSPMGG00000022760
scleropages_formosus ENSSFOG00015009306
paramormyrops_kingsleyae ENSPKIG00000017584
