pygocentrus_nattereri ENSPNAG00000024652
astyanax_mexicanus ENSAMXG00000017384
ictalurus_punctatus ENSIPUG00000011841
danio_rerio ENSDARG00000078066
esox_lucius ENSELUG00000005052
paramormyrops_kingsleyae ENSPKIG00000023382
scleropages_formosus ENSSFOG00015002614
takifugu_rubripes ENSTRUG00000024128
tetraodon_nigroviridis ENSTNIG00000002530
gasterosteus_aculeatus ENSGACG00000000816
astatotilapia_calliptera ENSACLG00000013127
maylandia_zebra ENSMZEG00005024052
haplochromis_burtoni ENSHBUG00000019545
oreochromis_niloticus ENSONIG00000014594
acanthochromis_polyacanthus ENSAPOG00000023533
poecilia_mexicana ENSPMEG00000007736
poecilia_formosa ENSPFOG00000002231
poecilia_latipinna ENSPLAG00000014707
xiphophorus_maculatus ENSXMAG00000024597
xiphophorus_couchianus ENSXCOG00000016881
cyprinodon_variegatus ENSCVAG00000015706
fundulus_heteroclitus ENSFHEG00000012750
oryzias_latipes ENSORLG00020021604
oryzias_latipes_asm223469v1 ENSORLG00015013561
oryzias_latipes ENSORLG00000016950
oryzias_melastigma ENSOMEG00000012072
amphilophus_citrinellus ENSACIG00000003790
neolamprologus_brichardi ENSNBRG00000009958
gambusia_affinis ENSGAFG00000000853
xiphophorus_couchianus ENSXCOG00000009366
seriola_dumerili ENSSDUG00000020521
seriola_lalandi_dorsalis ENSSLDG00000004991
scophthalmus_maximus ENSSMAG00000014381
monopterus_albus ENSMALG00000018039
mastacembelus_armatus ENSMAMG00000012258
anabas_testudineus ENSATEG00000020141
anabas_testudineus ENSATEG00000021216
mola_mola ENSMMOG00000010080
labrus_bergylta ENSLBEG00000007730
amphiprion_ocellaris ENSAOCG00000010075
stegastes_partitus ENSSPAG00000007223
pundamilia_nyererei ENSPNYG00000003278
cynoglossus_semilaevis ENSCSEG00000017931
periophthalmus_magnuspinnatus ENSPMGG00000017639
hippocampus_comes ENSHCOG00000004390
poecilia_reticulata ENSPREG00000011961
gadus_morhua ENSGMOG00000008524
lepisosteus_oculatus ENSLOCG00000014572
gopherus_agassizii ENSGAGG00000005568
chelonoidis_abingdonii ENSCABG00000019552
anolis_carolinensis ENSACAG00000004726
pogona_vitticeps ENSPVIG00000002010
notechis_scutatus ENSNSUG00000019514
salvator_merianae ENSSMRG00000005601
panthera_tigris_altaica ENSPTIG00000017585
erinaceus_europaeus ENSEEUG00000003905
equus_caballus ENSECAG00000008421
equus_asinus_asinus ENSEASG00005004764
sorex_araneus ENSSARG00000007914
bos_taurus ENSBTAG00000015817
bos_mutus ENSBMUG00000025958
capra_hircus ENSCHIG00000010062
ovis_aries ENSOARG00000012819
tursiops_truncatus ENSTTRG00000010010
sus_scrofa ENSSSCG00000012279
ursus_americanus ENSUAMG00000021422
ailuropoda_melanoleuca ENSAMEG00000012855
neovison_vison ENSNVIG00000017582
mustela_putorius_furo ENSMPUG00000013401
canis_lupus_familiaris ENSCAFG00000015178
canis_lupus_dingo ENSCAFG00020021365
vulpes_vulpes ENSVVUG00000017571
felis_catus ENSFCAG00000008192
panthera_pardus ENSPPRG00000004341
pteropus_vampyrus ENSPVAG00000005327
myotis_lucifugus ENSMLUG00000001776
heterocephalus_glaber_female ENSHGLG00000000926
heterocephalus_glaber_male ENSHGLG00100000459
heterocephalus_glaber_female ENSHGLG00000017492
heterocephalus_glaber_male ENSHGLG00100007400
heterocephalus_glaber_female ENSHGLG00000012138
heterocephalus_glaber_male ENSHGLG00100001120
fukomys_damarensis ENSFDAG00000017827
chinchilla_lanigera ENSCLAG00000001866
cavia_porcellus ENSCPOG00000009149
urocitellus_parryii ENSUPAG00010017156
spermophilus_dauricus ENSSDAG00000000096
marmota_marmota_marmota ENSMMMG00000012473
ictidomys_tridecemlineatus ENSSTOG00000009932
castor_canadensis ENSCCNG00000029072
dipodomys_ordii ENSDORG00000001022
microtus_ochrogaster ENSMOCG00000001716
microtus_ochrogaster ENSMOCG00000009927
peromyscus_maniculatus_bairdii ENSPEMG00000006580
cricetulus_griseus_crigri-picr ENSCGRG00015003804
cricetulus_griseus_chok1gshd ENSCGRG00001014271
cricetulus_griseus_crigri ENSCGRG00000005089
mesocricetus_auratus ENSMAUG00000012106
mus_spicilegus ENSMSIG00000018259
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034121
mus_musculus ENSMUSG00000009406
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032971
mus_pahari MGP_PahariEiJ_G0031514
rattus_norvegicus ENSRNOG00000010171
meriones_unguiculatus ENSMUGG00000005384
jaculus_jaculus ENSJJAG00000010296
oryctolagus_cuniculus ENSOCUG00000010521
oryctolagus_cuniculus ENSOCUG00000023780
ochotona_princeps ENSOPRG00000011603
chlorocebus_sabaeus ENSCSAG00000009341
cercocebus_atys ENSCATG00000032606
theropithecus_gelada ENSTGEG00000019220
papio_anubis ENSPANG00000004119
mandrillus_leucophaeus ENSMLEG00000028330
macaca_mulatta ENSMMUG00000019420
macaca_nemestrina ENSMNEG00000032482
macaca_fascicularis ENSMFAG00000039945
cercocebus_atys ENSCATG00000032230
theropithecus_gelada ENSTGEG00000005179
macaca_fascicularis ENSMFAG00000029369
macaca_mulatta ENSMMUG00000042011
cercocebus_atys ENSCATG00000031428
rhinopithecus_roxellana ENSRROG00000041049
rhinopithecus_bieti ENSRBIG00000026692
piliocolobus_tephrosceles ENSPTEG00000009954
colobus_angolensis_palliatus ENSCANG00000023170
piliocolobus_tephrosceles ENSPTEG00000022242
colobus_angolensis_palliatus ENSCANG00000011545
rhinopithecus_bieti ENSRBIG00000031685
rhinopithecus_roxellana ENSRROG00000034586
theropithecus_gelada ENSTGEG00000007211
papio_anubis ENSPANG00000032770
macaca_mulatta ENSMMUG00000014840
macaca_fascicularis ENSMFAG00000015684
cercocebus_atys ENSCATG00000016614
pan_troglodytes ENSPTRG00000021850
pan_paniscus ENSPPAG00000043075
homo_sapiens ENSG00000126767
gorilla_gorilla ENSGGOG00000008714
pongo_abelii ENSPPYG00000020299
nomascus_leucogenys ENSNLEG00000003420
cebus_capucinus ENSCCAG00000022657
saimiri_boliviensis_boliviensis ENSSBOG00000027047
callithrix_jacchus ENSCJAG00000034978
aotus_nancymaae ENSANAG00000024942
carlito_syrichta ENSTSYG00000007667
propithecus_coquereli ENSPCOG00000002923
microcebus_murinus ENSMICG00000016244
prolemur_simus ENSPSMG00000016340
otolemur_garnettii ENSOGAG00000011608
tupaia_belangeri ENSTBEG00000000778
loxodonta_africana ENSLAFG00000015524
procavia_capensis ENSPCAG00000006012
echinops_telfairi ENSETEG00000007733
dasypus_novemcinctus ENSDNOG00000040701
notamacropus_eugenii ENSMEUG00000002933
phascolarctos_cinereus ENSPCIG00000034126
monodelphis_domestica ENSMODG00000010777
ornithorhynchus_anatinus ENSOANG00000014214
xenopus_tropicalis ENSXETG00000024193
latimeria_chalumnae ENSLACG00000006648
latimeria_chalumnae ENSLACG00000017984
