mastacembelus_armatus ENSMAMG00000004587
anabas_testudineus ENSATEG00000019286
seriola_lalandi ENSSLDG00000016340
scophthalmus_maximus ENSSMAG00000007012
amphiprion_ocellaris ENSAOCG00000002445
amphiprion_percula ENSAPEG00000014250
acanthochromis_polyacanthus ENSAPOG00000005376
stegastes_partitus ENSSPAG00000001233
parambassis_ranga ENSPRNG00000021282
haplochromis_burtoni ENSHBUG00000007204
maylandia_zebra ENSMZEG00005004856
pundamilia_nyererei ENSPNYG00000001762
gambusia_affinis ENSGAFG00000018116
xiphophorus_maculatus ENSXMAG00000025351
poecilia_latipinna ENSPLAG00000005536
poecilia_mexicana ENSPMEG00000019516
poecilia_formosa ENSPFOG00000022737
kryptolebias_marmoratus ENSKMAG00000002451
oryzias_latipes ENSORLG00020003035
oryzias_latipes ENSORLG00000022567
oryzias_latipes ENSORLG00015006258
oryzias_melastigma ENSOMEG00000008720
hippocampus_comes ENSHCOG00000019648
larimichthys_crocea ENSLCRG00005004862
labrus_bergylta ENSLBEG00000006985
cottoperca_gobio ENSCGOG00000015335
gasterosteus_aculeatus ENSGACG00000015692
takifugu_rubripes ENSTRUG00000022385
hucho_hucho ENSHHUG00000052455
