poecilia_formosa ENSPFOG00000024329
poecilia_latipinna ENSPLAG00000013214
poecilia_mexicana ENSPMEG00000008307
poecilia_reticulata ENSPREG00000022734
xiphophorus_maculatus ENSXMAG00000024614
xiphophorus_maculatus ENSXMAG00000025362
xiphophorus_couchianus ENSXCOG00000015578
gambusia_affinis ENSGAFG00000016788
cyprinodon_variegatus ENSCVAG00000014076
fundulus_heteroclitus ENSFHEG00000012992
kryptolebias_marmoratus ENSKMAG00000021915
hippocampus_comes ENSHCOG00000008090
hippocampus_comes ENSHCOG00000004077
