chelonoidis_abingdonii ENSCABG00000010849
gopherus_agassizii ENSGAGG00000005207
chrysemys_picta_bellii ENSCPBG00000004560
notechis_scutatus ENSNSUG00000000511
notechis_scutatus ENSNSUG00000000515
anolis_carolinensis ENSACAG00000015681
pogona_vitticeps ENSPVIG00000009424
salvator_merianae ENSSMRG00000002644
xenopus_tropicalis ENSXETG00000003163
latimeria_chalumnae ENSLACG00000008598
castor_canadensis ENSCCNG00000022344
dipodomys_ordii ENSDORG00000010598
mus_musculus ENSMUSG00000057342
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030837
mus_spicilegus ENSMSIG00000018323
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029739
mus_pahari MGP_PahariEiJ_G0012964
rattus_norvegicus ENSRNOG00000021032
meriones_unguiculatus ENSMUGG00000004360
cricetulus_griseus_chok1gshd ENSCGRG00001021837
cricetulus_griseus_crigri-picr ENSCGRG00015016323
cricetulus_griseus_crigri ENSCGRG00000001016
mesocricetus_auratus ENSMAUG00000008391
microtus_ochrogaster ENSMOCG00000015744
peromyscus_maniculatus_bairdii ENSPEMG00000019272
nannospalax_galili ENSNGAG00000001551
jaculus_jaculus ENSJJAG00000013451
urocitellus_parryii ENSUPAG00010012702
spermophilus_dauricus ENSSDAG00000005095
ictidomys_tridecemlineatus ENSSTOG00000012266
marmota_marmota_marmota ENSMMMG00000011854
chinchilla_lanigera ENSCLAG00000011383
octodon_degus ENSODEG00000017472
cavia_porcellus ENSCPOG00000035448
cavia_aperea ENSCAPG00000005583
heterocephalus_glaber_male ENSHGLG00100012973
heterocephalus_glaber_female ENSHGLG00000016115
fukomys_damarensis ENSFDAG00000020955
tupaia_belangeri ENSTBEG00000002402
pan_paniscus ENSPPAG00000034225
pan_troglodytes ENSPTRG00000011246
gorilla_gorilla ENSGGOG00000001443
homo_sapiens ENSG00000063176
pongo_abelii ENSPPYG00000010207
nomascus_leucogenys ENSNLEG00000004543
macaca_mulatta ENSMMUG00000022159
macaca_fascicularis ENSMFAG00000036114
macaca_nemestrina ENSMNEG00000040086
theropithecus_gelada ENSTGEG00000025040
mandrillus_leucophaeus ENSMLEG00000040417
papio_anubis ENSPANG00000016639
cercocebus_atys ENSCATG00000040452
chlorocebus_sabaeus ENSCSAG00000002832
rhinopithecus_bieti ENSRBIG00000036481
colobus_angolensis_palliatus ENSCANG00000032534
rhinopithecus_roxellana ENSRROG00000035803
piliocolobus_tephrosceles ENSPTEG00000039394
