lepidothrix_coronata ENSLCOG00000007443
manacus_vitellinus ENSMVIG00005003764
lonchura_striata_domestica ENSLSDG00000002701
taeniopygia_guttata ENSTGUG00000018244
junco_hyemalis ENSJHYG00000008589
zonotrichia_albicollis ENSZALG00000014896
serinus_canaria ENSSCAG00000015460
ficedula_albicollis ENSFALG00000013149
parus_major ENSPMJG00000009135
cyanistes_caeruleus ENSCCEG00000006785
melopsittacus_undulatus ENSMUNG00000011308
calidris_pygmaea ENSCPGG00000006381
calidris_pugnax ENSCPUG00000005379
anser_brachyrhynchus ENSABRG00000021954
anas_platyrhynchos_platyrhynchos ENSAPLG00000006498
meleagris_gallopavo ENSMGAG00000009344
gallus_gallus ENSGALG00000041365
coturnix_japonica ENSCJPG00005007289
numida_meleagris ENSNMEG00000000976
apteryx_haastii ENSAHAG00000012350
apteryx_rowi ENSARWG00000009422
apteryx_owenii ENSAOWG00000001195
dromaius_novaehollandiae ENSDNVG00000003472
nothoprocta_perdicaria ENSNPEG00000010904
crocodylus_porosus ENSCPRG00005004707
chelonoidis_abingdonii ENSCABG00000016763
gopherus_agassizii ENSGAGG00000002297
chrysemys_picta_bellii ENSCPBG00000014995
pelodiscus_sinensis ENSPSIG00000009066
pogona_vitticeps ENSPVIG00000024518
pogona_vitticeps ENSPVIG00000024519
anolis_carolinensis ENSACAG00000012748
notechis_scutatus ENSNSUG00000014314
salvator_merianae ENSSMRG00000005816
sphenodon_punctatus ENSSPUG00000018274
phascolarctos_cinereus ENSPCIG00000022838
notamacropus_eugenii ENSMEUG00000005793
sarcophilus_harrisii ENSSHAG00000018013
monodelphis_domestica ENSMODG00000016387
ursus_americanus ENSUAMG00000010113
ursus_maritimus ENSUMAG00000024274
ailuropoda_melanoleuca ENSAMEG00000013250
mustela_putorius_furo ENSMPUG00000017543
neovison_vison ENSNVIG00000006205
ailuropoda_melanoleuca ENSAMEG00000002260
canis_lupus_familiaris ENSCAFG00000011738
canis_lupus_dingo ENSCAFG00020021870
canis_lupus_familiaris ENSCAFG00000017000
vulpes_vulpes ENSVVUG00000028687
vulpes_vulpes ENSVVUG00000012528
panthera_tigris_altaica ENSPTIG00000009370
panthera_pardus ENSPPRG00000008677
felis_catus ENSFCAG00000002822
bos_taurus ENSBTAG00000003101
bos_mutus ENSBMUG00000008019
bison_bison_bison ENSBBBG00000015568
capra_hircus ENSCHIG00000026270
ovis_aries ENSOARG00000014570
tursiops_truncatus ENSTTRG00000007753
sus_scrofa ENSSSCG00000007479
equus_caballus ENSECAG00000018533
equus_asinus_asinus ENSEASG00005023290
myotis_lucifugus ENSMLUG00000007060
myotis_lucifugus ENSMLUG00000008405
pteropus_vampyrus ENSPVAG00000002075
myotis_lucifugus ENSMLUG00000028073
erinaceus_europaeus ENSEEUG00000003649
pan_paniscus ENSPPAG00000038064
pan_troglodytes ENSPTRG00000013631
homo_sapiens ENSG00000101115
gorilla_gorilla ENSGGOG00000001832
pongo_abelii ENSPPYG00000011138
nomascus_leucogenys ENSNLEG00000007013
colobus_angolensis_palliatus ENSCANG00000036463
piliocolobus_tephrosceles ENSPTEG00000011822
rhinopithecus_roxellana ENSRROG00000036585
rhinopithecus_bieti ENSRBIG00000039876
theropithecus_gelada ENSTGEG00000014577
papio_anubis ENSPANG00000021792
mandrillus_leucophaeus ENSMLEG00000030467
cercocebus_atys ENSCATG00000030757
macaca_mulatta ENSMMUG00000003870
macaca_fascicularis ENSMFAG00000027169
macaca_nemestrina ENSMNEG00000035995
chlorocebus_sabaeus ENSCSAG00000015269
saimiri_boliviensis_boliviensis ENSSBOG00000030011
cebus_capucinus ENSCCAG00000029512
callithrix_jacchus ENSCJAG00000000591
callithrix_jacchus ENSCJAG00000021107
cebus_capucinus ENSCCAG00000006089
aotus_nancymaae ENSANAG00000023352
carlito_syrichta ENSTSYG00000007359
prolemur_simus ENSPSMG00000001840
prolemur_simus ENSPSMG00000013048
propithecus_coquereli ENSPCOG00000016321
microcebus_murinus ENSMICG00000000027
otolemur_garnettii ENSOGAG00000013799
castor_canadensis ENSCCNG00000030711
dipodomys_ordii ENSDORG00000012841
mus_spicilegus ENSMSIG00000028384
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025643
mus_musculus ENSMUSG00000027547
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024723
mus_pahari MGP_PahariEiJ_G0026164
rattus_norvegicus ENSRNOG00000050035
meriones_unguiculatus ENSMUGG00000026379
cricetulus_griseus_chok1gshd ENSCGRG00001019569
cricetulus_griseus_crigri-picr ENSCGRG00015017777
cricetulus_griseus_crigri ENSCGRG00000000462
mesocricetus_auratus ENSMAUG00000015814
microtus_ochrogaster ENSMOCG00000018245
peromyscus_maniculatus_bairdii ENSPEMG00000022706
nannospalax_galili ENSNGAG00000017833
jaculus_jaculus ENSJJAG00000020688
heterocephalus_glaber_female ENSHGLG00000009043
heterocephalus_glaber_male ENSHGLG00100002722
fukomys_damarensis ENSFDAG00000017812
chinchilla_lanigera ENSCLAG00000010479
octodon_degus ENSODEG00000006762
cavia_porcellus ENSCPOG00000036300
cavia_porcellus ENSCPOG00000038489
cavia_aperea ENSCAPG00000012135
spermophilus_dauricus ENSSDAG00000006715
spermophilus_dauricus ENSSDAG00000014155
ictidomys_tridecemlineatus ENSSTOG00000025002
urocitellus_parryii ENSUPAG00010000889
marmota_marmota_marmota ENSMMMG00000008074
oryctolagus_cuniculus ENSOCUG00000011797
ochotona_princeps ENSOPRG00000011640
tupaia_belangeri ENSTBEG00000012762
loxodonta_africana ENSLAFG00000004309
procavia_capensis ENSPCAG00000004726
echinops_telfairi ENSETEG00000012475
dasypus_novemcinctus ENSDNOG00000040633
choloepus_hoffmanni ENSCHOG00000008353
ornithorhynchus_anatinus ENSOANG00000008667
xenopus_tropicalis ENSXETG00000012326
latimeria_chalumnae ENSLACG00000013898
cynoglossus_semilaevis ENSCSEG00000014604
hippocampus_comes ENSHCOG00000008519
monopterus_albus ENSMALG00000018709
mastacembelus_armatus ENSMAMG00000005223
anabas_testudineus ENSATEG00000024480
xiphophorus_couchianus ENSXCOG00000015467
xiphophorus_maculatus ENSXMAG00000012692
gambusia_affinis ENSGAFG00000019925
poecilia_formosa ENSPFOG00000001442
poecilia_latipinna ENSPLAG00000008760
poecilia_mexicana ENSPMEG00000008497
poecilia_reticulata ENSPREG00000021140
cyprinodon_variegatus ENSCVAG00000010815
fundulus_heteroclitus ENSFHEG00000014187
kryptolebias_marmoratus ENSKMAG00000002501
oryzias_latipes ENSORLG00020007339
oryzias_latipes ENSORLG00000016130
oryzias_latipes_asm223469v1 ENSORLG00015002265
oryzias_melastigma ENSOMEG00000017344
haplochromis_burtoni ENSHBUG00000007327
pundamilia_nyererei ENSPNYG00000021738
maylandia_zebra ENSMZEG00005023418
astatotilapia_calliptera ENSACLG00000017851
neolamprologus_brichardi ENSNBRG00000001829
oreochromis_niloticus ENSONIG00000016557
amphilophus_citrinellus ENSACIG00000017298
amphiprion_ocellaris ENSAOCG00000023678
amphiprion_percula ENSAPEG00000000751
acanthochromis_polyacanthus ENSAPOG00000002465
stegastes_partitus ENSSPAG00000001978
labrus_bergylta ENSLBEG00000019951
gasterosteus_aculeatus ENSGACG00000011124
takifugu_rubripes ENSTRUG00000007410
tetraodon_nigroviridis ENSTNIG00000012460
mola_mola ENSMMOG00000014929
seriola_dumerili ENSSDUG00000004657
seriola_lalandi_dorsalis ENSSLDG00000004973
scophthalmus_maximus ENSSMAG00000019218
periophthalmus_magnuspinnatus ENSPMGG00000022551
gadus_morhua ENSGMOG00000003822
esox_lucius ENSELUG00000005696
pygocentrus_nattereri ENSPNAG00000020929
astyanax_mexicanus ENSAMXG00000001254
ictalurus_punctatus ENSIPUG00000019170
danio_rerio ENSDARG00000044485
paramormyrops_kingsleyae ENSPKIG00000007074
scleropages_formosus ENSSFOG00015021075
lepisosteus_oculatus ENSLOCG00000002427
mastacembelus_armatus ENSMAMG00000015887
monopterus_albus ENSMALG00000000979
anabas_testudineus ENSATEG00000001254
scophthalmus_maximus ENSSMAG00000006241
cynoglossus_semilaevis ENSCSEG00000004426
seriola_lalandi_dorsalis ENSSLDG00000003393
seriola_dumerili ENSSDUG00000006164
poecilia_formosa ENSPFOG00000023705
poecilia_latipinna ENSPLAG00000002577
poecilia_mexicana ENSPMEG00000016395
poecilia_reticulata ENSPREG00000005292
xiphophorus_couchianus ENSXCOG00000000762
xiphophorus_maculatus ENSXMAG00000001461
gambusia_affinis ENSGAFG00000003746
cyprinodon_variegatus ENSCVAG00000007475
fundulus_heteroclitus ENSFHEG00000017264
kryptolebias_marmoratus ENSKMAG00000019657
oryzias_latipes ENSORLG00000030429
oryzias_latipes ENSORLG00020008145
oryzias_latipes_asm223469v1 ENSORLG00015004982
oryzias_melastigma ENSOMEG00000013949
astatotilapia_calliptera ENSACLG00000009709
maylandia_zebra ENSMZEG00005021214
haplochromis_burtoni ENSHBUG00000019672
pundamilia_nyererei ENSPNYG00000021576
neolamprologus_brichardi ENSNBRG00000023948
amphilophus_citrinellus ENSACIG00000019922
amphiprion_ocellaris ENSAOCG00000010737
amphiprion_percula ENSAPEG00000006751
acanthochromis_polyacanthus ENSAPOG00000013387
stegastes_partitus ENSSPAG00000013435
tetraodon_nigroviridis ENSTNIG00000013008
takifugu_rubripes ENSTRUG00000025082
mola_mola ENSMMOG00000012726
labrus_bergylta ENSLBEG00000020887
periophthalmus_magnuspinnatus ENSPMGG00000018714
hippocampus_comes ENSHCOG00000002842
esox_lucius ENSELUG00000024534
pygocentrus_nattereri ENSPNAG00000006123
astyanax_mexicanus ENSAMXG00000010979
ictalurus_punctatus ENSIPUG00000002559
danio_rerio ENSDARG00000103316
takifugu_rubripes ENSTRUG00000024556
tetraodon_nigroviridis ENSTNIG00000007934
labrus_bergylta ENSLBEG00000002594
mastacembelus_armatus ENSMAMG00000016229
anabas_testudineus ENSATEG00000007303
xiphophorus_maculatus ENSXMAG00000000902
gambusia_affinis ENSGAFG00000015194
poecilia_formosa ENSPFOG00000016504
poecilia_latipinna ENSPLAG00000018320
poecilia_mexicana ENSPMEG00000006335
poecilia_reticulata ENSPREG00000021908
fundulus_heteroclitus ENSFHEG00000017550
cyprinodon_variegatus ENSCVAG00000006032
kryptolebias_marmoratus ENSKMAG00000020172
oryzias_latipes ENSORLG00000026871
oryzias_latipes_asm223469v1 ENSORLG00015002422
oryzias_latipes ENSORLG00020007873
oryzias_melastigma ENSOMEG00000012904
maylandia_zebra ENSMZEG00005012103
haplochromis_burtoni ENSHBUG00000002882
astatotilapia_calliptera ENSACLG00000019867
neolamprologus_brichardi ENSNBRG00000017645
amphiprion_ocellaris ENSAOCG00000016559
amphiprion_percula ENSAPEG00000020215
acanthochromis_polyacanthus ENSAPOG00000015347
stegastes_partitus ENSSPAG00000023009
scophthalmus_maximus ENSSMAG00000014157
cynoglossus_semilaevis ENSCSEG00000021148
seriola_dumerili ENSSDUG00000012274
seriola_lalandi_dorsalis ENSSLDG00000001653
esox_lucius ENSELUG00000004389
astyanax_mexicanus ENSAMXG00000020956
pygocentrus_nattereri ENSPNAG00000021463
danio_rerio ENSDARG00000075116
paramormyrops_kingsleyae ENSPKIG00000009207
eptatretus_burgeri ENSEBUG00000015425
