anser_brachyrhynchus ENSABRG00000018045
anas_platyrhynchos_platyrhynchos ENSAPLG00000003823
gallus_gallus ENSGALG00000012160
coturnix_japonica ENSCJPG00005015314
meleagris_gallopavo ENSMGAG00000001660
numida_meleagris ENSNMEG00000004063
calidris_pugnax ENSCPUG00000017769
calidris_pygmaea ENSCPGG00000013441
melopsittacus_undulatus ENSMUNG00000004459
zonotrichia_albicollis ENSZALG00000011802
junco_hyemalis ENSJHYG00000004024
serinus_canaria ENSSCAG00000007780
taeniopygia_guttata ENSTGUG00000004750
lonchura_striata_domestica ENSLSDG00000013516
ficedula_albicollis ENSFALG00000012258
parus_major ENSPMJG00000002765
cyanistes_caeruleus ENSCCEG00000016250
manacus_vitellinus ENSMVIG00005000945
lepidothrix_coronata ENSLCOG00000013798
apteryx_haastii ENSAHAG00000015978
apteryx_rowi ENSARWG00000006558
apteryx_owenii ENSAOWG00000005713
dromaius_novaehollandiae ENSDNVG00000010205
nothoprocta_perdicaria ENSNPEG00000008705
crocodylus_porosus ENSCPRG00005007382
gopherus_agassizii ENSGAGG00000001602
chelonoidis_abingdonii ENSCABG00000009412
chrysemys_picta_bellii ENSCPBG00000011783
pelodiscus_sinensis ENSPSIG00000004529
pogona_vitticeps ENSPVIG00000025509
anolis_carolinensis ENSACAG00000015688
notechis_scutatus ENSNSUG00000011745
salvator_merianae ENSSMRG00000001851
sphenodon_punctatus ENSSPUG00000007972
phascolarctos_cinereus ENSPCIG00000013254
notamacropus_eugenii ENSMEUG00000001604
sarcophilus_harrisii ENSSHAG00000015625
monodelphis_domestica ENSMODG00000009475
ursus_maritimus ENSUMAG00000019675
ursus_americanus ENSUAMG00000014333
ailuropoda_melanoleuca ENSAMEG00000014549
neovison_vison ENSNVIG00000016338
mustela_putorius_furo ENSMPUG00000011209
canis_lupus_dingo ENSCAFG00020019586
canis_lupus_familiaris ENSCAFG00000010218
vulpes_vulpes ENSVVUG00000000430
panthera_pardus ENSPPRG00000004106
panthera_tigris_altaica ENSPTIG00000018808
felis_catus ENSFCAG00000010217
equus_asinus_asinus ENSEASG00005013406
equus_caballus ENSECAG00000016155
vicugna_pacos ENSVPAG00000005199
sus_scrofa ENSSSCG00000013332
bos_taurus ENSBTAG00000002117
bos_mutus ENSBMUG00000024356
bison_bison_bison ENSBBBG00000002525
capra_hircus ENSCHIG00000002772
ovis_aries ENSOARG00000015211
tursiops_truncatus ENSTTRG00000010339
pteropus_vampyrus ENSPVAG00000015460
myotis_lucifugus ENSMLUG00000003355
sorex_araneus ENSSARG00000006490
erinaceus_europaeus ENSEEUG00000007251
pan_paniscus ENSPPAG00000035021
pan_troglodytes ENSPTRG00000003460
homo_sapiens ENSG00000121621
gorilla_gorilla ENSGGOG00000000521
pongo_abelii ENSPPYG00000003400
nomascus_leucogenys ENSNLEG00000017861
macaca_mulatta ENSMMUG00000013613
macaca_nemestrina ENSMNEG00000036550
macaca_fascicularis ENSMFAG00000002311
papio_anubis ENSPANG00000007185
theropithecus_gelada ENSTGEG00000006800
cercocebus_atys ENSCATG00000031251
mandrillus_leucophaeus ENSMLEG00000030284
chlorocebus_sabaeus ENSCSAG00000005218
colobus_angolensis_palliatus ENSCANG00000031871
piliocolobus_tephrosceles ENSPTEG00000022887
rhinopithecus_roxellana ENSRROG00000045578
rhinopithecus_bieti ENSRBIG00000032490
cebus_capucinus ENSCCAG00000020570
saimiri_boliviensis_boliviensis ENSSBOG00000028620
callithrix_jacchus ENSCJAG00000006149
aotus_nancymaae ENSANAG00000029125
carlito_syrichta ENSTSYG00000019428
propithecus_coquereli ENSPCOG00000021853
prolemur_simus ENSPSMG00000014031
microcebus_murinus ENSMICG00000005169
otolemur_garnettii ENSOGAG00000017068
tupaia_belangeri ENSTBEG00000010899
ictidomys_tridecemlineatus ENSSTOG00000013884
spermophilus_dauricus ENSSDAG00000007405
urocitellus_parryii ENSUPAG00010012653
marmota_marmota_marmota ENSMMMG00000006947
chinchilla_lanigera ENSCLAG00000001083
octodon_degus ENSODEG00000001736
cavia_porcellus ENSCPOG00000027174
cavia_aperea ENSCAPG00000000252
heterocephalus_glaber_male ENSHGLG00100014349
heterocephalus_glaber_female ENSHGLG00000010300
fukomys_damarensis ENSFDAG00000015551
castor_canadensis ENSCCNG00000011910
dipodomys_ordii ENSDORG00000010978
mus_spicilegus ENSMSIG00000028985
mus_musculus ENSMUSG00000027115
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024959
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024046
mus_pahari MGP_PahariEiJ_G0025484
rattus_norvegicus ENSRNOG00000005037
meriones_unguiculatus ENSMUGG00000006589
cricetulus_griseus_chok1gshd ENSCGRG00001023500
cricetulus_griseus_crigri ENSCGRG00000016344
cricetulus_griseus_crigri-picr ENSCGRG00015008312
mesocricetus_auratus ENSMAUG00000001496
microtus_ochrogaster ENSMOCG00000019106
peromyscus_maniculatus_bairdii ENSPEMG00000019708
nannospalax_galili ENSNGAG00000024258
oryctolagus_cuniculus ENSOCUG00000013950
ochotona_princeps ENSOPRG00000002805
choloepus_hoffmanni ENSCHOG00000008574
dasypus_novemcinctus ENSDNOG00000006576
loxodonta_africana ENSLAFG00000011529
procavia_capensis ENSPCAG00000004743
echinops_telfairi ENSETEG00000017292
ornithorhynchus_anatinus ENSOANG00000015350
xenopus_tropicalis ENSXETG00000004282
latimeria_chalumnae ENSLACG00000009145
scleropages_formosus ENSSFOG00015006906
paramormyrops_kingsleyae ENSPKIG00000001113
seriola_dumerili ENSSDUG00000007518
seriola_lalandi_dorsalis ENSSLDG00000021403
scophthalmus_maximus ENSSMAG00000021368
mastacembelus_armatus ENSMAMG00000001450
monopterus_albus ENSMALG00000017236
anabas_testudineus ENSATEG00000010989
xiphophorus_maculatus ENSXMAG00000003779
xiphophorus_couchianus ENSXCOG00000011004
gambusia_affinis ENSGAFG00000013309
poecilia_formosa ENSPFOG00000004494
poecilia_latipinna ENSPLAG00000007526
poecilia_mexicana ENSPMEG00000012753
poecilia_reticulata ENSPREG00000022673
fundulus_heteroclitus ENSFHEG00000018946
cyprinodon_variegatus ENSCVAG00000016133
kryptolebias_marmoratus ENSKMAG00000001845
oryzias_latipes ENSORLG00020014190
oryzias_latipes_asm223469v1 ENSORLG00015012865
oryzias_latipes ENSORLG00000005936
oryzias_melastigma ENSOMEG00000018755
maylandia_zebra ENSMZEG00005027993
