mastacembelus_armatus ENSMAMG00000007243
monopterus_albus ENSMALG00000013884
anabas_testudineus ENSATEG00000008413
seriola_dumerili ENSSDUG00000003752
seriola_lalandi_dorsalis ENSSLDG00000003641
scophthalmus_maximus ENSSMAG00000002825
xiphophorus_couchianus ENSXCOG00000003291
xiphophorus_maculatus ENSXMAG00000029635
poecilia_mexicana ENSPMEG00000011726
poecilia_latipinna ENSPLAG00000006455
poecilia_reticulata ENSPREG00000003433
gambusia_affinis ENSGAFG00000008696
cyprinodon_variegatus ENSCVAG00000010749
fundulus_heteroclitus ENSFHEG00000014086
oryzias_latipes ENSORLG00000026431
oryzias_latipes ENSORLG00020013073
oryzias_latipes_asm223469v1 ENSORLG00015000699
oryzias_melastigma ENSOMEG00000004759
amphiprion_ocellaris ENSAOCG00000002649
amphiprion_percula ENSAPEG00000016558
acanthochromis_polyacanthus ENSAPOG00000010475
stegastes_partitus ENSSPAG00000000542
astatotilapia_calliptera ENSACLG00000008939
haplochromis_burtoni ENSHBUG00000003007
maylandia_zebra ENSMZEG00005013067
pundamilia_nyererei ENSPNYG00000000433
neolamprologus_brichardi ENSNBRG00000010372
amphilophus_citrinellus ENSACIG00000016311
kryptolebias_marmoratus ENSKMAG00000004248
mola_mola ENSMMOG00000003173
takifugu_rubripes ENSTRUG00000020272
periophthalmus_magnuspinnatus ENSPMGG00000017615
esox_lucius ENSELUG00000003683
astyanax_mexicanus ENSAMXG00000029113
pygocentrus_nattereri ENSPNAG00000011144
ictalurus_punctatus ENSIPUG00000009134
danio_rerio ENSDARG00000103572
paramormyrops_kingsleyae ENSPKIG00000009624
ciona_savignyi ENSCSAVG00000006782
