pogona_vitticeps ENSPVIG00000025421
anolis_carolinensis ENSACAG00000004335
notechis_scutatus ENSNSUG00000003809
salvator_merianae ENSSMRG00000017127
crocodylus_porosus ENSCPRG00005007126
chrysemys_picta_bellii ENSCPBG00000013319
pelodiscus_sinensis ENSPSIG00000016368
apteryx_owenii ENSAOWG00000011308
apteryx_haastii ENSAHAG00000018084
apteryx_rowi ENSARWG00000018833
dromaius_novaehollandiae ENSDNVG00000013061
nothoprocta_perdicaria ENSNPEG00000008220
lepidothrix_coronata ENSLCOG00000014062
manacus_vitellinus ENSMVIG00005004590
junco_hyemalis ENSJHYG00000007956
zonotrichia_albicollis ENSZALG00000009824
serinus_canaria ENSSCAG00000009225
taeniopygia_guttata ENSTGUG00000006875
lonchura_striata_domestica ENSLSDG00000003532
parus_major ENSPMJG00000012620
cyanistes_caeruleus ENSCCEG00000010008
ficedula_albicollis ENSFALG00000010144
calidris_pugnax ENSCPUG00000004564
melopsittacus_undulatus ENSMUNG00000007843
calidris_pygmaea ENSCPGG00000016598
anser_brachyrhynchus ENSABRG00000022168
anas_platyrhynchos_platyrhynchos ENSAPLG00000011100
gallus_gallus ENSGALG00000009945
coturnix_japonica ENSCJPG00005015955
meleagris_gallopavo ENSMGAG00000010537
numida_meleagris ENSNMEG00000000283
sphenodon_punctatus ENSSPUG00000001021
phascolarctos_cinereus ENSPCIG00000005367
sarcophilus_harrisii ENSSHAG00000009724
notamacropus_eugenii ENSMEUG00000007158
monodelphis_domestica ENSMODG00000007140
homo_sapiens ENSG00000135678
gorilla_gorilla ENSGGOG00000001238
pan_paniscus ENSPPAG00000003532
pan_troglodytes ENSPTRG00000005204
pongo_abelii ENSPPYG00000004755
nomascus_leucogenys ENSNLEG00000003782
macaca_nemestrina ENSMNEG00000041295
macaca_fascicularis ENSMFAG00000040543
macaca_mulatta ENSMMUG00000000946
cercocebus_atys ENSCATG00000020552
mandrillus_leucophaeus ENSMLEG00000034793
papio_anubis ENSPANG00000015540
theropithecus_gelada ENSTGEG00000022643
chlorocebus_sabaeus ENSCSAG00000004238
piliocolobus_tephrosceles ENSPTEG00000031093
colobus_angolensis_palliatus ENSCANG00000030634
rhinopithecus_roxellana ENSRROG00000043552
rhinopithecus_bieti ENSRBIG00000037607
saimiri_boliviensis_boliviensis ENSSBOG00000030586
cebus_capucinus ENSCCAG00000037814
callithrix_jacchus ENSCJAG00000001828
aotus_nancymaae ENSANAG00000038366
carlito_syrichta ENSTSYG00000002934
propithecus_coquereli ENSPCOG00000003564
prolemur_simus ENSPSMG00000003940
microcebus_murinus ENSMICG00000043668
otolemur_garnettii ENSOGAG00000008903
spermophilus_dauricus ENSSDAG00000003305
urocitellus_parryii ENSUPAG00010023404
ictidomys_tridecemlineatus ENSSTOG00000011119
marmota_marmota_marmota ENSMMMG00000004128
heterocephalus_glaber_male ENSHGLG00100000262
heterocephalus_glaber_female ENSHGLG00000000831
fukomys_damarensis ENSFDAG00000008961
chinchilla_lanigera ENSCLAG00000011861
cavia_aperea ENSCAPG00000004296
cavia_porcellus ENSCPOG00000004331
castor_canadensis ENSCCNG00000018344
dipodomys_ordii ENSDORG00000008071
mus_spicilegus ENSMSIG00000022345
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016658
mus_musculus ENSMUSG00000020183
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015835
mus_pahari MGP_PahariEiJ_G0031252
rattus_norvegicus ENSRNOG00000034134
meriones_unguiculatus ENSMUGG00000017174
peromyscus_maniculatus_bairdii ENSPEMG00000005052
microtus_ochrogaster ENSMOCG00000008239
cricetulus_griseus_chok1gshd ENSCGRG00001019527
cricetulus_griseus_crigri-picr ENSCGRG00015007625
cricetulus_griseus_crigri ENSCGRG00000017014
mesocricetus_auratus ENSMAUG00000003402
nannospalax_galili ENSNGAG00000013332
jaculus_jaculus ENSJJAG00000018694
oryctolagus_cuniculus ENSOCUG00000025851
oryctolagus_cuniculus ENSOCUG00000024528
ochotona_princeps ENSOPRG00000009719
tupaia_belangeri ENSTBEG00000013952
neovison_vison ENSNVIG00000010561
mustela_putorius_furo ENSMPUG00000017504
canis_lupus_dingo ENSCAFG00020016960
canis_lupus_familiaris ENSCAFG00000000420
vulpes_vulpes ENSVVUG00000010166
ursus_maritimus ENSUMAG00000020769
ursus_americanus ENSUAMG00000018609
ailuropoda_melanoleuca ENSAMEG00000008521
panthera_pardus ENSPPRG00000024809
panthera_tigris_altaica ENSPTIG00000021820
felis_catus ENSFCAG00000014308
equus_asinus_asinus ENSEASG00005008059
equus_caballus ENSECAG00000015198
pteropus_vampyrus ENSPVAG00000006204
myotis_lucifugus ENSMLUG00000011816
capra_hircus ENSCHIG00000025514
ovis_aries ENSOARG00000000155
bos_taurus ENSBTAG00000013496
bos_mutus ENSBMUG00000011036
bison_bison_bison ENSBBBG00000013229
tursiops_truncatus ENSTTRG00000007333
sus_scrofa ENSSSCG00000023630
vicugna_pacos ENSVPAG00000007458
erinaceus_europaeus ENSEEUG00000002384
sorex_araneus ENSSARG00000005823
loxodonta_africana ENSLAFG00000016809
procavia_capensis ENSPCAG00000002820
echinops_telfairi ENSETEG00000016347
choloepus_hoffmanni ENSCHOG00000004613
dasypus_novemcinctus ENSDNOG00000008281
ornithorhynchus_anatinus ENSOANG00000005943
xenopus_tropicalis ENSXETG00000001438
latimeria_chalumnae ENSLACG00000009374
scleropages_formosus ENSSFOG00015015823
paramormyrops_kingsleyae ENSPKIG00000022589
pygocentrus_nattereri ENSPNAG00000009230
astyanax_mexicanus ENSAMXG00000005960
ictalurus_punctatus ENSIPUG00000008814
danio_rerio ENSDARG00000011769
haplochromis_burtoni ENSHBUG00000006857
pundamilia_nyererei ENSPNYG00000010609
maylandia_zebra ENSMZEG00005018212
astatotilapia_calliptera ENSACLG00000009315
neolamprologus_brichardi ENSNBRG00000014859
oreochromis_niloticus ENSONIG00000009966
amphilophus_citrinellus ENSACIG00000011301
