pan_paniscus ENSPPAG00000041689
pan_troglodytes ENSPTRG00000006470
homo_sapiens ENSG00000139988
gorilla_gorilla ENSGGOG00000014600
pongo_abelii ENSPPYG00000005929
nomascus_leucogenys ENSNLEG00000000868
macaca_fascicularis ENSMFAG00000001102
macaca_mulatta ENSMMUG00000015869
macaca_nemestrina ENSMNEG00000026550
theropithecus_gelada ENSTGEG00000018667
papio_anubis ENSPANG00000011158
cercocebus_atys ENSCATG00000041756
mandrillus_leucophaeus ENSMLEG00000032330
chlorocebus_sabaeus ENSCSAG00000013254
piliocolobus_tephrosceles ENSPTEG00000034590
colobus_angolensis_palliatus ENSCANG00000026918
rhinopithecus_bieti ENSRBIG00000029115
rhinopithecus_roxellana ENSRROG00000034642
cebus_capucinus ENSCCAG00000025540
saimiri_boliviensis_boliviensis ENSSBOG00000004567
callithrix_jacchus ENSCJAG00000015207
aotus_nancymaae ENSANAG00000035280
carlito_syrichta ENSTSYG00000003677
propithecus_coquereli ENSPCOG00000026972
microcebus_murinus ENSMICG00000045730
prolemur_simus ENSPSMG00000011668
otolemur_garnettii ENSOGAG00000010879
tupaia_belangeri ENSTBEG00000016748
mus_spicilegus ENSMSIG00000015294
mus_musculus ENSMUSG00000021123
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018735
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017890
mus_pahari MGP_PahariEiJ_G0029646
rattus_norvegicus ENSRNOG00000056553
meriones_unguiculatus ENSMUGG00000026312
meriones_unguiculatus ENSMUGG00000026383
cricetulus_griseus_crigri ENSCGRG00000009351
cricetulus_griseus_crigri-picr ENSCGRG00015027999
cricetulus_griseus_chok1gshd ENSCGRG00001018943
mesocricetus_auratus ENSMAUG00000000578
microtus_ochrogaster ENSMOCG00000012262
peromyscus_maniculatus_bairdii ENSPEMG00000006692
nannospalax_galili ENSNGAG00000019238
jaculus_jaculus ENSJJAG00000009678
castor_canadensis ENSCCNG00000008992
dipodomys_ordii ENSDORG00000010782
urocitellus_parryii ENSUPAG00010012133
ictidomys_tridecemlineatus ENSSTOG00000015775
spermophilus_dauricus ENSSDAG00000021229
marmota_marmota_marmota ENSMMMG00000000170
chinchilla_lanigera ENSCLAG00000003201
octodon_degus ENSODEG00000012984
cavia_porcellus ENSCPOG00000000831
cavia_aperea ENSCAPG00000014268
heterocephalus_glaber_male ENSHGLG00100015532
heterocephalus_glaber_female ENSHGLG00000019444
fukomys_damarensis ENSFDAG00000015410
oryctolagus_cuniculus ENSOCUG00000000592
ochotona_princeps ENSOPRG00000004672
ursus_maritimus ENSUMAG00000010563
ursus_americanus ENSUAMG00000009902
ailuropoda_melanoleuca ENSAMEG00000008036
neovison_vison ENSNVIG00000009372
mustela_putorius_furo ENSMPUG00000007215
canis_lupus_dingo ENSCAFG00020006302
vulpes_vulpes ENSVVUG00000000934
canis_lupus_familiaris ENSCAFG00000016446
panthera_tigris_altaica ENSPTIG00000019300
panthera_pardus ENSPPRG00000007196
felis_catus ENSFCAG00000014092
mustela_putorius_furo ENSMPUG00000013459
ovis_aries ENSOARG00000021173
capra_hircus ENSCHIG00000026508
bos_mutus ENSBMUG00000012624
bos_taurus ENSBTAG00000012838
bison_bison_bison ENSBBBG00000006192
tursiops_truncatus ENSTTRG00000015448
vicugna_pacos ENSVPAG00000010468
sus_scrofa ENSSSCG00000002297
sorex_araneus ENSSARG00000005531
erinaceus_europaeus ENSEEUG00000004200
myotis_lucifugus ENSMLUG00000004498
pteropus_vampyrus ENSPVAG00000011675
equus_caballus ENSECAG00000015001
equus_asinus_asinus ENSEASG00005008744
choloepus_hoffmanni ENSCHOG00000001605
dasypus_novemcinctus ENSDNOG00000003650
loxodonta_africana ENSLAFG00000022637
procavia_capensis ENSPCAG00000009359
echinops_telfairi ENSETEG00000006104
notamacropus_eugenii ENSMEUG00000001473
phascolarctos_cinereus ENSPCIG00000023422
sarcophilus_harrisii ENSSHAG00000012445
monodelphis_domestica ENSMODG00000010006
ornithorhynchus_anatinus ENSOANG00000015759
sphenodon_punctatus ENSSPUG00000013802
