choloepus_hoffmanni ENSCHOG00000009570
dasypus_novemcinctus ENSDNOG00000037644
dipodomys_ordii ENSDORG00000027059
castor_canadensis ENSCCNG00000024395
mus_spicilegus ENSMSIG00000005698
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022508
mus_musculus ENSMUSG00000042041
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023422
mus_pahari MGP_PahariEiJ_G0014004
rattus_norvegicus ENSRNOG00000036641
meriones_unguiculatus ENSMUGG00000008174
meriones_unguiculatus ENSMUGG00000001420
peromyscus_maniculatus_bairdii ENSPEMG00000030269
microtus_ochrogaster ENSMOCG00000014569
cricetulus_griseus_crigri ENSCGRG00000017628
cricetulus_griseus_crigri-picr ENSCGRG00015018570
cricetulus_griseus_chok1gshd ENSCGRG00001018760
mesocricetus_auratus ENSMAUG00000017841
nannospalax_galili ENSNGAG00000011755
jaculus_jaculus ENSJJAG00000024072
chinchilla_lanigera ENSCLAG00000016624
octodon_degus ENSODEG00000017799
cavia_aperea ENSCAPG00000015875
cavia_porcellus ENSCPOG00000025117
heterocephalus_glaber_female ENSHGLG00000010988
heterocephalus_glaber_male ENSHGLG00100015817
fukomys_damarensis ENSFDAG00000012657
ictidomys_tridecemlineatus ENSSTOG00000033450
spermophilus_dauricus ENSSDAG00000003342
urocitellus_parryii ENSUPAG00010008258
marmota_marmota_marmota ENSMMMG00000021900
ochotona_princeps ENSOPRG00000005293
pan_paniscus ENSPPAG00000044055
pan_troglodytes ENSPTRG00000003942
homo_sapiens ENSG00000173237
gorilla_gorilla ENSGGOG00000039309
pongo_abelii ENSPPYG00000003004
papio_anubis ENSPANG00000029904
theropithecus_gelada ENSTGEG00000004897
macaca_fascicularis ENSMFAG00000030057
macaca_mulatta ENSMMUG00000014772
macaca_nemestrina ENSMNEG00000042948
chlorocebus_sabaeus ENSCSAG00000008435
cercocebus_atys ENSCATG00000038272
mandrillus_leucophaeus ENSMLEG00000043661
piliocolobus_tephrosceles ENSPTEG00000031447
colobus_angolensis_palliatus ENSCANG00000043817
rhinopithecus_roxellana ENSRROG00000038998
rhinopithecus_bieti ENSRBIG00000029927
saimiri_boliviensis_boliviensis ENSSBOG00000026041
cebus_capucinus ENSCCAG00000036118
callithrix_jacchus ENSCJAG00000001141
aotus_nancymaae ENSANAG00000022306
carlito_syrichta ENSTSYG00000035680
prolemur_simus ENSPSMG00000025844
propithecus_coquereli ENSPCOG00000024212
microcebus_murinus ENSMICG00000026449
bos_mutus ENSBMUG00000021198
bos_taurus ENSBTAG00000022246
bison_bison_bison ENSBBBG00000001988
capra_hircus ENSCHIG00000020400
ovis_aries ENSOARG00000008969
sus_scrofa ENSSSCG00000040729
tursiops_truncatus ENSTTRG00000001873
erinaceus_europaeus ENSEEUG00000001048
sorex_araneus ENSSARG00000001944
ursus_americanus ENSUAMG00000008375
ursus_maritimus ENSUMAG00000011922
ailuropoda_melanoleuca ENSAMEG00000010744
mustela_putorius_furo ENSMPUG00000003599
neovison_vison ENSNVIG00000013594
canis_lupus_dingo ENSCAFG00020022895
canis_lupus_familiaris ENSCAFG00000011848
vulpes_vulpes ENSVVUG00000010521
panthera_tigris_altaica ENSPTIG00000002318
panthera_pardus ENSPPRG00000021097
felis_catus ENSFCAG00000033720
equus_caballus ENSECAG00000025011
equus_asinus_asinus ENSEASG00005005836
pteropus_vampyrus ENSPVAG00000010493
loxodonta_africana ENSLAFG00000000993
procavia_capensis ENSPCAG00000015610
echinops_telfairi ENSETEG00000001839
phascolarctos_cinereus ENSPCIG00000026294
notamacropus_eugenii ENSMEUG00000004979
monodelphis_domestica ENSMODG00000007797
ornithorhynchus_anatinus ENSOANG00000021019
