pan_paniscus ENSPPAG00000042168
pan_troglodytes ENSPTRG00000007067
homo_sapiens ENSG00000170236
gorilla_gorilla ENSGGOG00000016014
pongo_abelii ENSPPYG00000006470
macaca_nemestrina ENSMNEG00000033928
macaca_fascicularis ENSMFAG00000043824
macaca_mulatta ENSMMUG00000008574
papio_anubis ENSPANG00000017629
theropithecus_gelada ENSTGEG00000013009
mandrillus_leucophaeus ENSMLEG00000034934
cercocebus_atys ENSCATG00000011670
chlorocebus_sabaeus ENSCSAG00000010971
rhinopithecus_bieti ENSRBIG00000034159
rhinopithecus_roxellana ENSRROG00000034198
colobus_angolensis_palliatus ENSCANG00000034294
piliocolobus_tephrosceles ENSPTEG00000008716
cebus_capucinus ENSCCAG00000022781
callithrix_jacchus ENSCJAG00000045191
saimiri_boliviensis_boliviensis ENSSBOG00000023047
carlito_syrichta ENSTSYG00000010293
cricetulus_griseus_crigri ENSCGRG00000012089
cricetulus_griseus_chok1gshd ENSCGRG00001024172
cricetulus_griseus_crigri-picr ENSCGRG00015016166
mesocricetus_auratus ENSMAUG00000019613
microtus_ochrogaster ENSMOCG00000012932
peromyscus_maniculatus_bairdii ENSPEMG00000020756
mus_spicilegus ENSMSIG00000020056
mus_musculus ENSMUSG00000027364
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025162
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024242
mus_pahari MGP_PahariEiJ_G0025688
rattus_norvegicus ENSRNOG00000011401
meriones_unguiculatus ENSMUGG00000017469
jaculus_jaculus ENSJJAG00000009672
chinchilla_lanigera ENSCLAG00000015654
octodon_degus ENSODEG00000008119
cavia_porcellus ENSCPOG00000005401
cavia_aperea ENSCAPG00000013759
fukomys_damarensis ENSFDAG00000008152
castor_canadensis ENSCCNG00000017491
ochotona_princeps ENSOPRG00000003124
urocitellus_parryii ENSUPAG00010008191
spermophilus_dauricus ENSSDAG00000012246
ictidomys_tridecemlineatus ENSSTOG00000000278
marmota_marmota_marmota ENSMMMG00000016253
oryctolagus_cuniculus ENSOCUG00000003117
prolemur_simus ENSPSMG00000018698
microcebus_murinus ENSMICG00000001120
propithecus_coquereli ENSPCOG00000027706
otolemur_garnettii ENSOGAG00000012313
tupaia_belangeri ENSTBEG00000008343
dipodomys_ordii ENSDORG00000028003
nomascus_leucogenys ENSNLEG00000032168
bos_taurus ENSBTAG00000011929
bos_mutus ENSBMUG00000010870
bison_bison_bison ENSBBBG00000000210
capra_hircus ENSCHIG00000010248
ovis_aries ENSOARG00000020986
sus_scrofa ENSSSCG00000004638
tursiops_truncatus ENSTTRG00000016806
vicugna_pacos ENSVPAG00000008122
pteropus_vampyrus ENSPVAG00000006859
equus_asinus_asinus ENSEASG00005016618
equus_caballus ENSECAG00000023695
myotis_lucifugus ENSMLUG00000006756
ursus_americanus ENSUAMG00000024350
ursus_maritimus ENSUMAG00000015191
ailuropoda_melanoleuca ENSAMEG00000009011
mustela_putorius_furo ENSMPUG00000007878
neovison_vison ENSNVIG00000020666
canis_lupus_familiaris ENSCAFG00000015168
canis_lupus_dingo ENSCAFG00020019320
vulpes_vulpes ENSVVUG00000016749
panthera_tigris_altaica ENSPTIG00000005189
panthera_pardus ENSPPRG00000001186
felis_catus ENSFCAG00000008601
erinaceus_europaeus ENSEEUG00000009807
procavia_capensis ENSPCAG00000016330
echinops_telfairi ENSETEG00000008597
loxodonta_africana ENSLAFG00000001992
choloepus_hoffmanni ENSCHOG00000005659
phascolarctos_cinereus ENSPCIG00000025798
notamacropus_eugenii ENSMEUG00000003406
monodelphis_domestica ENSMODG00000002207
sarcophilus_harrisii ENSSHAG00000012441
ornithorhynchus_anatinus ENSOANG00000006882
apteryx_haastii ENSAHAG00000000381
apteryx_owenii ENSAOWG00000003975
apteryx_rowi ENSARWG00000012894
dromaius_novaehollandiae ENSDNVG00000004369
nothoprocta_perdicaria ENSNPEG00000015247
calidris_pygmaea ENSCPGG00000004733
calidris_pugnax ENSCPUG00000018421
manacus_vitellinus ENSMVIG00005014558
lepidothrix_coronata ENSLCOG00000015116
cyanistes_caeruleus ENSCCEG00000011630
parus_major ENSPMJG00000019199
ficedula_albicollis ENSFALG00000011404
junco_hyemalis ENSJHYG00000009707
zonotrichia_albicollis ENSZALG00000000764
taeniopygia_guttata ENSTGUG00000007496
taeniopygia_guttata ENSTGUG00000015064
lonchura_striata_domestica ENSLSDG00000017155
serinus_canaria ENSSCAG00000005283
gallus_gallus ENSGALG00000048303
crocodylus_porosus ENSCPRG00005016060
gopherus_agassizii ENSGAGG00000021889
chelonoidis_abingdonii ENSCABG00000017195
chrysemys_picta_bellii ENSCPBG00000017542
pelodiscus_sinensis ENSPSIG00000018029
pogona_vitticeps ENSPVIG00000024471
anolis_carolinensis ENSACAG00000003981
notechis_scutatus ENSNSUG00000019441
salvator_merianae ENSSMRG00000022372
sphenodon_punctatus ENSSPUG00000010816
latimeria_chalumnae ENSLACG00000022208
takifugu_rubripes ENSTRUG00000017017
tetraodon_nigroviridis ENSTNIG00000009513
labrus_bergylta ENSLBEG00000023975
kryptolebias_marmoratus ENSKMAG00000015714
scophthalmus_maximus ENSSMAG00000014197
cynoglossus_semilaevis ENSCSEG00000012481
seriola_dumerili ENSSDUG00000003425
seriola_lalandi_dorsalis ENSSLDG00000010708
mastacembelus_armatus ENSMAMG00000011122
monopterus_albus ENSMALG00000011650
anabas_testudineus ENSATEG00000017201
astatotilapia_calliptera ENSACLG00000018995
haplochromis_burtoni ENSHBUG00000009538
maylandia_zebra ENSMZEG00005007047
pundamilia_nyererei ENSPNYG00000011444
neolamprologus_brichardi ENSNBRG00000023890
oreochromis_niloticus ENSONIG00000000183
amphilophus_citrinellus ENSACIG00000004035
amphiprion_ocellaris ENSAOCG00000011162
amphiprion_percula ENSAPEG00000024776
acanthochromis_polyacanthus ENSAPOG00000005219
stegastes_partitus ENSSPAG00000008639
fundulus_heteroclitus ENSFHEG00000007950
cyprinodon_variegatus ENSCVAG00000011525
xiphophorus_couchianus ENSXCOG00000018452
xiphophorus_maculatus ENSXMAG00000002152
gambusia_affinis ENSGAFG00000006329
poecilia_mexicana ENSPMEG00000007545
poecilia_latipinna ENSPLAG00000019177
poecilia_formosa ENSPFOG00000024374
poecilia_reticulata ENSPREG00000018791
oryzias_latipes ENSORLG00020021088
oryzias_latipes_asm223469v1 ENSORLG00015020402
oryzias_latipes ENSORLG00000003094
oryzias_melastigma ENSOMEG00000010801
gasterosteus_aculeatus ENSGACG00000015008
hippocampus_comes ENSHCOG00000001443
periophthalmus_magnuspinnatus ENSPMGG00000023712
esox_lucius ENSELUG00000019889
lepisosteus_oculatus ENSLOCG00000013040
kryptolebias_marmoratus ENSKMAG00000011772
ciona_intestinalis ENSCING00000000779
ciona_savignyi ENSCSAVG00000010058
