urocitellus_parryii ENSUPAG00010015991
spermophilus_dauricus ENSSDAG00000005112
marmota_marmota_marmota ENSMMMG00000020515
cricetulus_griseus_crigri-picr ENSCGRG00015001890
rhinopithecus_bieti ENSRBIG00000026231
rhinopithecus_roxellana ENSRROG00000042329
colobus_angolensis_palliatus ENSCANG00000030069
piliocolobus_tephrosceles ENSPTEG00000027588
cercocebus_atys ENSCATG00000034852
mandrillus_leucophaeus ENSMLEG00000028156
papio_anubis ENSPANG00000030007
macaca_fascicularis ENSMFAG00000041714
macaca_mulatta ENSMMUG00000044854
macaca_nemestrina ENSMNEG00000039982
theropithecus_gelada ENSTGEG00000004068
pan_troglodytes ENSPTRG00000048558
pan_troglodytes ENSPTRG00000044079
pan_paniscus ENSPPAG00000027922
nomascus_leucogenys ENSNLEG00000027484
spermophilus_dauricus ENSSDAG00000015496
castor_canadensis ENSCCNG00000029318
carlito_syrichta ENSTSYG00000031359
carlito_syrichta ENSTSYG00000027238
prolemur_simus ENSPSMG00000002588
ursus_americanus ENSUAMG00000006923
ursus_maritimus ENSUMAG00000018598
neovison_vison ENSNVIG00000003601
felis_catus ENSFCAG00000037995
panthera_pardus ENSPPRG00000004332
felis_catus ENSFCAG00000034223
panthera_tigris_altaica ENSPTIG00000002521
equus_asinus_asinus ENSEASG00005019633
equus_caballus ENSECAG00000038977
sus_scrofa ENSSSCG00000039296
