apteryx_haastii ENSAHAG00000014937
apteryx_owenii ENSAOWG00000008298
apteryx_rowi ENSARWG00000009746
dromaius_novaehollandiae ENSDNVG00000004423
nothoprocta_perdicaria ENSNPEG00000011960
anser_brachyrhynchus ENSABRG00000005299
anas_platyrhynchos_platyrhynchos ENSAPLG00000004989
gallus_gallus ENSGALG00000020615
coturnix_japonica ENSCJPG00005004188
meleagris_gallopavo ENSMGAG00000011859
numida_meleagris ENSNMEG00000005745
calidris_pugnax ENSCPUG00000003054
calidris_pygmaea ENSCPGG00000008501
lepidothrix_coronata ENSLCOG00000010215
manacus_vitellinus ENSMVIG00005012657
cyanistes_caeruleus ENSCCEG00000020288
parus_major ENSPMJG00000006041
taeniopygia_guttata ENSTGUG00000011662
lonchura_striata_domestica ENSLSDG00000014172
serinus_canaria ENSSCAG00000010150
junco_hyemalis ENSJHYG00000012410
zonotrichia_albicollis ENSZALG00000013140
ficedula_albicollis ENSFALG00000001306
anolis_carolinensis ENSACAG00000007586
pogona_vitticeps ENSPVIG00000012278
notechis_scutatus ENSNSUG00000011995
salvator_merianae ENSSMRG00000013945
sphenodon_punctatus ENSSPUG00000005807
chelonoidis_abingdonii ENSCABG00000017467
gopherus_agassizii ENSGAGG00000022352
chrysemys_picta_bellii ENSCPBG00000013633
pelodiscus_sinensis ENSPSIG00000011894
crocodylus_porosus ENSCPRG00005007162
phascolarctos_cinereus ENSPCIG00000019978
notamacropus_eugenii ENSMEUG00000015061
sarcophilus_harrisii ENSSHAG00000008001
monodelphis_domestica ENSMODG00000013531
pan_troglodytes ENSPTRG00000003074
pan_paniscus ENSPPAG00000041312
gorilla_gorilla ENSGGOG00000013188
homo_sapiens ENSG00000165752
pongo_abelii ENSPPYG00000002774
nomascus_leucogenys ENSNLEG00000001762
rhinopithecus_roxellana ENSRROG00000039363
rhinopithecus_bieti ENSRBIG00000039039
colobus_angolensis_palliatus ENSCANG00000032030
piliocolobus_tephrosceles ENSPTEG00000026154
mandrillus_leucophaeus ENSMLEG00000039414
papio_anubis ENSPANG00000020132
theropithecus_gelada ENSTGEG00000029028
macaca_fascicularis ENSMFAG00000004135
macaca_mulatta ENSMMUG00000022364
macaca_nemestrina ENSMNEG00000038913
cercocebus_atys ENSCATG00000034284
chlorocebus_sabaeus ENSCSAG00000004384
cebus_capucinus ENSCCAG00000000003
callithrix_jacchus ENSCJAG00000017725
saimiri_boliviensis_boliviensis ENSSBOG00000032061
aotus_nancymaae ENSANAG00000030140
carlito_syrichta ENSTSYG00000009807
propithecus_coquereli ENSPCOG00000014370
prolemur_simus ENSPSMG00000024737
microcebus_murinus ENSMICG00000026763
otolemur_garnettii ENSOGAG00000016434
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031725
mus_spicilegus ENSMSIG00000025706
mus_musculus ENSMUSG00000015981
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030614
mus_pahari MGP_PahariEiJ_G0013819
rattus_norvegicus ENSRNOG00000006962
meriones_unguiculatus ENSMUGG00000010265
peromyscus_maniculatus_bairdii ENSPEMG00000017281
microtus_ochrogaster ENSMOCG00000004373
cricetulus_griseus_crigri ENSCGRG00000015566
cricetulus_griseus_chok1gshd ENSCGRG00001016474
cricetulus_griseus_crigri-picr ENSCGRG00015027894
mesocricetus_auratus ENSMAUG00000001949
nannospalax_galili ENSNGAG00000019152
jaculus_jaculus ENSJJAG00000017030
castor_canadensis ENSCCNG00000017631
dipodomys_ordii ENSDORG00000000772
cavia_porcellus ENSCPOG00000003315
cavia_aperea ENSCAPG00000009447
chinchilla_lanigera ENSCLAG00000002454
heterocephalus_glaber_male ENSHGLG00100007573
heterocephalus_glaber_female ENSHGLG00000009808
fukomys_damarensis ENSFDAG00000008787
octodon_degus ENSODEG00000017573
urocitellus_parryii ENSUPAG00010007061
spermophilus_dauricus ENSSDAG00000024370
ictidomys_tridecemlineatus ENSSTOG00000005463
marmota_marmota_marmota ENSMMMG00000003606
ochotona_princeps ENSOPRG00000008158
tupaia_belangeri ENSTBEG00000002249
pteropus_vampyrus ENSPVAG00000015285
tursiops_truncatus ENSTTRG00000006526
ursus_americanus ENSUAMG00000021106
ursus_maritimus ENSUMAG00000009984
ailuropoda_melanoleuca ENSAMEG00000010664
mustela_putorius_furo ENSMPUG00000002244
neovison_vison ENSNVIG00000009345
canis_lupus_familiaris ENSCAFG00000011107
canis_lupus_dingo ENSCAFG00020019805
vulpes_vulpes ENSVVUG00000001568
panthera_pardus ENSPPRG00000003810
panthera_tigris_altaica ENSPTIG00000012164
felis_catus ENSFCAG00000013794
equus_caballus ENSECAG00000009210
equus_asinus_asinus ENSEASG00005014980
myotis_lucifugus ENSMLUG00000012226
capra_hircus ENSCHIG00000000181
ovis_aries ENSOARG00000016009
bos_taurus ENSBTAG00000011562
bos_mutus ENSBMUG00000013383
bison_bison_bison ENSBBBG00000012214
sus_scrofa ENSSSCG00000010761
loxodonta_africana ENSLAFG00000018253
ornithorhynchus_anatinus ENSOANG00000028820
ornithorhynchus_anatinus ENSOANG00000029640
xenopus_tropicalis ENSXETG00000033094
latimeria_chalumnae ENSLACG00000009692
paramormyrops_kingsleyae ENSPKIG00000018578
scleropages_formosus ENSSFOG00015006082
scleropages_formosus ENSSFOG00015022367
paramormyrops_kingsleyae ENSPKIG00000008332
poecilia_mexicana ENSPMEG00000021025
poecilia_latipinna ENSPLAG00000019742
poecilia_reticulata ENSPREG00000010915
xiphophorus_maculatus ENSXMAG00000007528
xiphophorus_couchianus ENSXCOG00000006510
gambusia_affinis ENSGAFG00000002473
poecilia_formosa ENSPFOG00000005239
cyprinodon_variegatus ENSCVAG00000005260
fundulus_heteroclitus ENSFHEG00000020845
oryzias_latipes ENSORLG00000000480
oryzias_latipes_asm223469v1 ENSORLG00015012261
oryzias_latipes ENSORLG00020005390
oryzias_melastigma ENSOMEG00000001824
stegastes_partitus ENSSPAG00000021376
kryptolebias_marmoratus ENSKMAG00000010168
tetraodon_nigroviridis ENSTNIG00000017089
labrus_bergylta ENSLBEG00000009387
takifugu_rubripes ENSTRUG00000009553
mola_mola ENSMMOG00000008149
cynoglossus_semilaevis ENSCSEG00000010530
pundamilia_nyererei ENSPNYG00000005894
maylandia_zebra ENSMZEG00005018031
astatotilapia_calliptera ENSACLG00000017108
haplochromis_burtoni ENSHBUG00000008646
neolamprologus_brichardi ENSNBRG00000019203
oreochromis_niloticus ENSONIG00000007502
amphilophus_citrinellus ENSACIG00000015592
seriola_dumerili ENSSDUG00000020492
seriola_lalandi_dorsalis ENSSLDG00000021935
scophthalmus_maximus ENSSMAG00000015069
gasterosteus_aculeatus ENSGACG00000002804
mastacembelus_armatus ENSMAMG00000011136
monopterus_albus ENSMALG00000017166
anabas_testudineus ENSATEG00000009593
amphiprion_ocellaris ENSAOCG00000019548
amphiprion_percula ENSAPEG00000006194
acanthochromis_polyacanthus ENSAPOG00000009112
stegastes_partitus ENSSPAG00000022829
hippocampus_comes ENSHCOG00000006092
periophthalmus_magnuspinnatus ENSPMGG00000018617
gadus_morhua ENSGMOG00000001734
esox_lucius ENSELUG00000018549
pygocentrus_nattereri ENSPNAG00000012642
astyanax_mexicanus ENSAMXG00000034789
ictalurus_punctatus ENSIPUG00000019224
lepisosteus_oculatus ENSLOCG00000007451
