notamacropus_eugenii ENSMEUG00000014156
phascolarctos_cinereus ENSPCIG00000025657
sarcophilus_harrisii ENSSHAG00000006533
monodelphis_domestica ENSMODG00000023090
pan_paniscus ENSPPAG00000034959
gorilla_gorilla ENSGGOG00000000110
pan_troglodytes ENSPTRG00000015695
homo_sapiens ENSG00000090539
pongo_abelii ENSPPYG00000014359
nomascus_leucogenys ENSNLEG00000006417
piliocolobus_tephrosceles ENSPTEG00000025524
colobus_angolensis ENSCANG00000028633
rhinopithecus_bieti ENSRBIG00000026452
rhinopithecus_roxellana ENSRROG00000045705
papio_anubis ENSPANG00000004697
theropithecus_gelada ENSTGEG00000022287
cercocebus_atys ENSCATG00000033542
mandrillus_leucophaeus ENSMLEG00000031355
macaca_mulatta ENSMMUG00000007528
macaca_fascicularis ENSMFAG00000001808
macaca_nemestrina ENSMNEG00000043026
chlorocebus_sabaeus ENSCSAG00000013808
saimiri_boliviensis ENSSBOG00000017364
cebus_capucinus ENSCCAG00000030574
callithrix_jacchus ENSCJAG00000014925
aotus_nancymaae ENSANAG00000023833
carlito_syrichta ENSTSYG00000012392
microcebus_murinus ENSMICG00000049478
prolemur_simus ENSPSMG00000019718
propithecus_coquereli ENSPCOG00000013990
otolemur_garnettii ENSOGAG00000001601
tupaia_belangeri ENSTBEG00000005809
castor_canadensis ENSCCNG00000013249
dipodomys_ordii ENSDORG00000010617
mus_spicilegus ENSMSIG00000008143
mus_spretus MGP_SPRETEiJ_G0021488
mus_musculus ENSMUSG00000006958
mus_caroli MGP_CAROLIEiJ_G0020591
mus_pahari MGP_PahariEiJ_G0016295
rattus_norvegicus ENSRNOG00000001750
meriones_unguiculatus ENSMUGG00000002160
cricetulus_griseus ENSCGRG00000018276
cricetulus_griseus ENSCGRG00015026357
cricetulus_griseus ENSCGRG00001016660
mesocricetus_auratus ENSMAUG00000019283
microtus_ochrogaster ENSMOCG00000016712
peromyscus_maniculatus ENSPEMG00000009578
nannospalax_galili ENSNGAG00000002968
jaculus_jaculus ENSJJAG00000020171
heterocephalus_glaber ENSHGLG00000012005
heterocephalus_glaber ENSHGLG00100012219
fukomys_damarensis ENSFDAG00000012332
chinchilla_lanigera ENSCLAG00000017299
octodon_degus ENSODEG00000013793
cavia_aperea ENSCAPG00000007608
cavia_porcellus ENSCPOG00000007354
ictidomys_tridecemlineatus ENSSTOG00000008321
spermophilus_dauricus ENSSDAG00000016746
urocitellus_parryii ENSUPAG00010002655
marmota_marmota ENSMMMG00000007845
oryctolagus_cuniculus ENSOCUG00000007084
ochotona_princeps ENSOPRG00000015046
pteropus_vampyrus ENSPVAG00000004873
myotis_lucifugus ENSMLUG00000013271
capra_hircus ENSCHIG00000011375
ovis_aries ENSOARG00000020580
bos_mutus ENSBMUG00000018485
bos_taurus ENSBTAG00000002878
bison_bison ENSBBBG00000003393
tursiops_truncatus ENSTTRG00000011256
sus_scrofa ENSSSCG00000025270
ailuropoda_melanoleuca ENSAMEG00000016940
ursus_americanus ENSUAMG00000004618
mustela_putorius ENSMPUG00000002860
neovison_vison ENSNVIG00000013620
canis_lupus ENSCAFG00000012862
canis_lupus ENSCAFG00020002565
vulpes_vulpes ENSVVUG00000012254
felis_catus ENSFCAG00000007799
panthera_pardus ENSPPRG00000001992
equus_caballus ENSECAG00000011154
equus_asinus ENSEASG00005013083
dasypus_novemcinctus ENSDNOG00000017753
loxodonta_africana ENSLAFG00000030402
procavia_capensis ENSPCAG00000015067
echinops_telfairi ENSETEG00000000809
ornithorhynchus_anatinus ENSOANG00000008145
crocodylus_porosus ENSCPRG00005010782
chelonoidis_abingdonii ENSCABG00000012983
apteryx_owenii ENSAOWG00000016976
apteryx_haastii ENSAHAG00000001131
apteryx_rowi ENSARWG00000004574
dromaius_novaehollandiae ENSDNVG00000000327
nothoprocta_perdicaria ENSNPEG00000003020
anas_platyrhynchos ENSAPLG00000031090
anser_brachyrhynchus ENSABRG00000010452
gallus_gallus ENSGALG00000026983
coturnix_japonica ENSCJPG00005013764
numida_meleagris ENSNMEG00000019431
parus_major ENSPMJG00000001677
cyanistes_caeruleus ENSCCEG00000011606
ficedula_albicollis ENSFALG00000008154
junco_hyemalis ENSJHYG00000008708
zonotrichia_albicollis ENSZALG00000006022
taeniopygia_guttata ENSTGUG00000010366
lonchura_striata ENSLSDG00000018159
lepidothrix_coronata ENSLCOG00000014677
melopsittacus_undulatus ENSMUNG00000008261
calidris_pygmaea ENSCPGG00000007848
calidris_pugnax ENSCPUG00000013817
