pogona_vitticeps ENSPVIG00000015325
anolis_carolinensis ENSACAG00000010430
sphenodon_punctatus ENSSPUG00000016047
calidris_pugnax ENSCPUG00000010840
melopsittacus_undulatus ENSMUNG00000007182
cricetulus_griseus_crigri-picr ENSCGRG00015021033
cricetulus_griseus_chok1gshd ENSCGRG00001019226
mesocricetus_auratus ENSMAUG00000014462
peromyscus_maniculatus_bairdii ENSPEMG00000019520
microtus_ochrogaster ENSMOCG00000019225
mus_musculus ENSMUSG00000014704
mus_spicilegus ENSMSIG00000009914
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029384
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028382
mus_pahari MGP_PahariEiJ_G0022132
rattus_norvegicus ENSRNOG00000005968
rattus_norvegicus ENSRNOG00000059600
meriones_unguiculatus ENSMUGG00000001059
nannospalax_galili ENSNGAG00000014874
dipodomys_ordii ENSDORG00000006312
castor_canadensis ENSCCNG00000030726
jaculus_jaculus ENSJJAG00000021712
heterocephalus_glaber_female ENSHGLG00000017804
chinchilla_lanigera ENSCLAG00000016180
cavia_porcellus ENSCPOG00000034959
octodon_degus ENSODEG00000009002
spermophilus_dauricus ENSSDAG00000021846
marmota_marmota_marmota ENSMMMG00000006490
urocitellus_parryii ENSUPAG00010017405
ictidomys_tridecemlineatus ENSSTOG00000016362
rhinopithecus_roxellana ENSRROG00000043307
rhinopithecus_bieti ENSRBIG00000010605
colobus_angolensis_palliatus ENSCANG00000006458
piliocolobus_tephrosceles ENSPTEG00000021669
theropithecus_gelada ENSTGEG00000021048
papio_anubis ENSPANG00000015067
chlorocebus_sabaeus ENSCSAG00000014262
cercocebus_atys ENSCATG00000033672
macaca_fascicularis ENSMFAG00000040635
macaca_nemestrina ENSMNEG00000028148
mandrillus_leucophaeus ENSMLEG00000028127
pan_troglodytes ENSPTRG00000052389
pan_troglodytes ENSPTRG00000019011
pan_paniscus ENSPPAG00000035694
homo_sapiens ENSG00000105996
gorilla_gorilla ENSGGOG00000002211
pongo_abelii ENSPPYG00000017707
nomascus_leucogenys ENSNLEG00000014978
saimiri_boliviensis_boliviensis ENSSBOG00000024057
cebus_capucinus ENSCCAG00000027236
callithrix_jacchus ENSCJAG00000008032
aotus_nancymaae ENSANAG00000025238
carlito_syrichta ENSTSYG00000008311
microcebus_murinus ENSMICG00000047950
propithecus_coquereli ENSPCOG00000008813
prolemur_simus ENSPSMG00000014668
otolemur_garnettii ENSOGAG00000012372
neovison_vison ENSNVIG00000012184
mustela_putorius_furo ENSMPUG00000004721
ursus_americanus ENSUAMG00000014238
ailuropoda_melanoleuca ENSAMEG00000005913
equus_caballus ENSECAG00000000451
equus_asinus_asinus ENSEASG00005022151
capra_hircus ENSCHIG00000024428
ovis_aries ENSOARG00000009842
bos_taurus ENSBTAG00000008138
bos_mutus ENSBMUG00000002681
bison_bison_bison ENSBBBG00000020536
tursiops_truncatus ENSTTRG00000006765
vicugna_pacos ENSVPAG00000002514
panthera_pardus ENSPPRG00000011302
panthera_tigris_altaica ENSPTIG00000014716
felis_catus ENSFCAG00000007939
canis_lupus_familiaris ENSCAFG00000002942
canis_lupus_dingo ENSCAFG00020003576
vulpes_vulpes ENSVVUG00000024801
pteropus_vampyrus ENSPVAG00000002484
sus_scrofa ENSSSCG00000016706
myotis_lucifugus ENSMLUG00000014499
oryctolagus_cuniculus ENSOCUG00000015205
loxodonta_africana ENSLAFG00000001565
dasypus_novemcinctus ENSDNOG00000010786
choloepus_hoffmanni ENSCHOG00000009848
echinops_telfairi ENSETEG00000015520
monodelphis_domestica ENSMODG00000000502
