junco_hyemalis ENSJHYG00000015844
zonotrichia_albicollis ENSZALG00000014849
taeniopygia_guttata ENSTGUG00000003764
taeniopygia_guttata ENSTGUG00000015451
lonchura_striata ENSLSDG00000010393
serinus_canaria ENSSCAG00000011085
ficedula_albicollis ENSFALG00000003161
cyanistes_caeruleus ENSCCEG00000020501
parus_major ENSPMJG00000019206
manacus_vitellinus ENSMVIG00005003758
lepidothrix_coronata ENSLCOG00000004554
sorex_araneus ENSSARG00000010120
gopherus_agassizii ENSGAGG00000007461
chelonoidis_abingdonii ENSCABG00000002881
chrysemys_picta ENSCPBG00000015695
pelodiscus_sinensis ENSPSIG00000012959
crocodylus_porosus ENSCPRG00005012954
pogona_vitticeps ENSPVIG00000019931
anolis_carolinensis ENSACAG00000002433
notechis_scutatus ENSNSUG00000014558
salvator_merianae ENSSMRG00000012488
sphenodon_punctatus ENSSPUG00000004004
calidris_pygmaea ENSCPGG00000002108
calidris_pugnax ENSCPUG00000010311
melopsittacus_undulatus ENSMUNG00000011058
anser_brachyrhynchus ENSABRG00000002776
anas_platyrhynchos ENSAPLG00000008212
meleagris_gallopavo ENSMGAG00000001373
coturnix_japonica ENSCJPG00005021479
gallus_gallus ENSGALG00000037219
numida_meleagris ENSNMEG00000017305
dromaius_novaehollandiae ENSDNVG00000014309
nothoprocta_perdicaria ENSNPEG00000005215
apteryx_haastii ENSAHAG00000003419
apteryx_rowi ENSARWG00000001717
apteryx_owenii ENSAOWG00000017135
phascolarctos_cinereus ENSPCIG00000002387
vombatus_ursinus ENSVURG00010011173
notamacropus_eugenii ENSMEUG00000011337
monodelphis_domestica ENSMODG00000007422
sarcophilus_harrisii ENSSHAG00000008595
dasypus_novemcinctus ENSDNOG00000043672
choloepus_hoffmanni ENSCHOG00000011199
bos_mutus ENSBMUG00000021717
bos_taurus ENSBTAG00000000023
bos_indicus ENSBIXG00000014179
bos_indicus ENSBIXG00005026823
bison_bison ENSBBBG00000023182
ovis_aries ENSOARG00000003573
capra_hircus ENSCHIG00000011390
tursiops_truncatus ENSTTRG00000011331
sus_scrofa ENSSSCG00000015568
capra_hircus ENSCHIG00000019627
vicugna_pacos ENSVPAG00000011853
myotis_lucifugus ENSMLUG00000001129
pteropus_vampyrus ENSPVAG00000005957
ursus_americanus ENSUAMG00000020935
ursus_maritimus ENSUMAG00000021923
ailuropoda_melanoleuca ENSAMEG00000013518
vulpes_vulpes ENSVVUG00000009159
vulpes_vulpes ENSVVUG00000023846
canis_lupus ENSCAFG00000013499
canis_lupus ENSCAFG00020015632
neovison_vison ENSNVIG00000009964
mustela_putorius ENSMPUG00000011854
panthera_tigris ENSPTIG00000021633
panthera_pardus ENSPPRG00000024081
felis_catus ENSFCAG00000009609
equus_caballus ENSECAG00000014782
equus_asinus ENSEASG00005005698
erinaceus_europaeus ENSEEUG00000014091
pan_troglodytes ENSPTRG00000001775
pan_paniscus ENSPPAG00000027651
homo_sapiens ENSG00000121481
gorilla_gorilla ENSGGOG00000014400
pongo_abelii ENSPPYG00000000417
nomascus_leucogenys ENSNLEG00000018029
macaca_nemestrina ENSMNEG00000045391
macaca_mulatta ENSMMUG00000013878
macaca_fascicularis ENSMFAG00000036583
mandrillus_leucophaeus ENSMLEG00000036843
cercocebus_atys ENSCATG00000032403
papio_anubis ENSPANG00000005962
theropithecus_gelada ENSTGEG00000025399
chlorocebus_sabaeus ENSCSAG00000012868
rhinopithecus_roxellana ENSRROG00000029114
rhinopithecus_bieti ENSRBIG00000044921
rhinopithecus_roxellana ENSRROG00000038681
colobus_angolensis ENSCANG00000040110
piliocolobus_tephrosceles ENSPTEG00000000207
pan_paniscus ENSPPAG00000042614
pan_troglodytes ENSPTRG00000045078
nomascus_leucogenys ENSNLEG00000032646
mandrillus_leucophaeus ENSMLEG00000030607
cercocebus_atys ENSCATG00000041153
papio_anubis ENSPANG00000025176
macaca_fascicularis ENSMFAG00000007609
macaca_nemestrina ENSMNEG00000033793
