anolis_carolinensis ENSACAG00000004622
pogona_vitticeps ENSPVIG00000025319
notechis_scutatus ENSNSUG00000018905
salvator_merianae ENSSMRG00000002927
gopherus_agassizii ENSGAGG00000018540
xenopus_tropicalis ENSXETG00000007179
esox_lucius ENSELUG00000006811
gadus_morhua ENSGMOG00000001255
pygocentrus_nattereri ENSPNAG00000017215
astyanax_mexicanus ENSAMXG00000007641
ictalurus_punctatus ENSIPUG00000000541
danio_rerio ENSDARG00000013607
scleropages_formosus ENSSFOG00015020068
paramormyrops_kingsleyae ENSPKIG00000011058
scleropages_formosus ENSSFOG00015010284
paramormyrops_kingsleyae ENSPKIG00000008061
lepisosteus_oculatus ENSLOCG00000014436
monopterus_albus ENSMALG00000014495
periophthalmus_magnuspinnatus ENSPMGG00000013667
takifugu_rubripes ENSTRUG00000015786
tetraodon_nigroviridis ENSTNIG00000003189
mola_mola ENSMMOG00000017367
fundulus_heteroclitus ENSFHEG00000021636
cyprinodon_variegatus ENSCVAG00000021744
poecilia_formosa ENSPFOG00000000996
poecilia_mexicana ENSPMEG00000008793
poecilia_formosa ENSPFOG00000000716
poecilia_latipinna ENSPLAG00000023725
poecilia_reticulata ENSPREG00000002971
xiphophorus_maculatus ENSXMAG00000018358
xiphophorus_couchianus ENSXCOG00000014280
gambusia_affinis ENSGAFG00000005910
kryptolebias_marmoratus ENSKMAG00000006889
oryzias_latipes ENSORLG00000014173
oryzias_latipes ENSORLG00020013180
oryzias_latipes_asm223469v1 ENSORLG00015007402
oryzias_melastigma ENSOMEG00000003608
haplochromis_burtoni ENSHBUG00000009978
maylandia_zebra ENSMZEG00005026328
pundamilia_nyererei ENSPNYG00000015272
neolamprologus_brichardi ENSNBRG00000009449
oreochromis_niloticus ENSONIG00000016871
amphilophus_citrinellus ENSACIG00000010215
anabas_testudineus ENSATEG00000023634
labrus_bergylta ENSLBEG00000012273
mastacembelus_armatus ENSMAMG00000024223
gasterosteus_aculeatus ENSGACG00000012228
seriola_lalandi_dorsalis ENSSLDG00000024406
seriola_dumerili ENSSDUG00000022918
cynoglossus_semilaevis ENSCSEG00000019964
scophthalmus_maximus ENSSMAG00000012905
amphiprion_percula ENSAPEG00000020927
amphiprion_ocellaris ENSAOCG00000022151
acanthochromis_polyacanthus ENSAPOG00000005751
stegastes_partitus ENSSPAG00000016145
hippocampus_comes ENSHCOG00000010252
gadus_morhua ENSGMOG00000019678
esox_lucius ENSELUG00000021552
pygocentrus_nattereri ENSPNAG00000023790
astyanax_mexicanus ENSAMXG00000000186
ictalurus_punctatus ENSIPUG00000003414
danio_rerio ENSDARG00000042545
