anolis_carolinensis ENSACAG00000009054
pogona_vitticeps ENSPVIG00000023579
notechis_scutatus ENSNSUG00000009436
salvator_merianae ENSSMRG00000014067
sphenodon_punctatus ENSSPUG00000016777
anas_platyrhynchos ENSAPLG00000016264
anser_brachyrhynchus ENSABRG00000003814
gallus_gallus ENSGALG00000007914
coturnix_japonica ENSCJPG00005004067
meleagris_gallopavo ENSMGAG00000007281
numida_meleagris ENSNMEG00000009508
lonchura_striata ENSLSDG00000008949
taeniopygia_guttata ENSTGUG00000001209
parus_major ENSPMJG00000006417
cyanistes_caeruleus ENSCCEG00000014343
serinus_canaria ENSSCAG00000010104
ficedula_albicollis ENSFALG00000007315
zonotrichia_albicollis ENSZALG00000015571
junco_hyemalis ENSJHYG00000009953
calidris_pygmaea ENSCPGG00000007536
calidris_pugnax ENSCPUG00000009880
melopsittacus_undulatus ENSMUNG00000006483
lepidothrix_coronata ENSLCOG00000002815
manacus_vitellinus ENSMVIG00005006743
apteryx_haastii ENSAHAG00000008708
apteryx_rowi ENSARWG00000016338
apteryx_owenii ENSAOWG00000011728
dromaius_novaehollandiae ENSDNVG00000000956
nothoprocta_perdicaria ENSNPEG00000003555
crocodylus_porosus ENSCPRG00005009143
chelonoidis_abingdonii ENSCABG00000018491
gopherus_agassizii ENSGAGG00000009140
chrysemys_picta ENSCPBG00000015189
pelodiscus_sinensis ENSPSIG00000018096
vombatus_ursinus ENSVURG00010023254
phascolarctos_cinereus ENSPCIG00000025684
notamacropus_eugenii ENSMEUG00000012374
sarcophilus_harrisii ENSSHAG00000014587
monodelphis_domestica ENSMODG00000009100
ornithorhynchus_anatinus ENSOANG00000031302
mus_spretus MGP_SPRETEiJ_G0024120
mus_spicilegus ENSMSIG00000027949
mus_musculus ENSMUSG00000026740
mus_caroli MGP_CAROLIEiJ_G0023205
mus_pahari MGP_PahariEiJ_G0024661
rattus_norvegicus ENSRNOG00000000150
meriones_unguiculatus ENSMUGG00000007545
peromyscus_maniculatus ENSPEMG00000008697
microtus_ochrogaster ENSMOCG00000020661
cricetulus_griseus ENSCGRG00001020513
cricetulus_griseus ENSCGRG00000004630
cricetulus_griseus ENSCGRG00015023134
mesocricetus_auratus ENSMAUG00000004858
nannospalax_galili ENSNGAG00000012108
castor_canadensis ENSCCNG00000025687
urocitellus_parryii ENSUPAG00010005564
ictidomys_tridecemlineatus ENSSTOG00000002303
spermophilus_dauricus ENSSDAG00000023518
marmota_marmota ENSMMMG00000018141
oryctolagus_cuniculus ENSOCUG00000022926
ochotona_princeps ENSOPRG00000002735
pan_troglodytes ENSPTRG00000002349
pan_paniscus ENSPPAG00000027845
homo_sapiens ENSG00000136770
gorilla_gorilla ENSGGOG00000011907
pongo_abelii ENSPPYG00000002140
nomascus_leucogenys ENSNLEG00000012820
macaca_fascicularis ENSMFAG00000004029
macaca_mulatta ENSMMUG00000023649
macaca_nemestrina ENSMNEG00000038552
papio_anubis ENSPANG00000023105
theropithecus_gelada ENSTGEG00000004510
cercocebus_atys ENSCATG00000040679
mandrillus_leucophaeus ENSMLEG00000032634
chlorocebus_sabaeus ENSCSAG00000012486
colobus_angolensis ENSCANG00000042490
piliocolobus_tephrosceles ENSPTEG00000031641
rhinopithecus_roxellana ENSRROG00000015198
saimiri_boliviensis ENSSBOG00000021860
cebus_capucinus ENSCCAG00000029084
callithrix_jacchus ENSCJAG00000008044
aotus_nancymaae ENSANAG00000028982
carlito_syrichta ENSTSYG00000007609
tupaia_belangeri ENSTBEG00000008927
dipodomys_ordii ENSDORG00000005047
jaculus_jaculus ENSJJAG00000010472
