pygocentrus_nattereri ENSPNAG00000005419
astyanax_mexicanus ENSAMXG00000021820
ictalurus_punctatus ENSIPUG00000024303
danio_rerio ENSDARG00000009133
esox_lucius ENSELUG00000004045
scleropages_formosus ENSSFOG00015011614
paramormyrops_kingsleyae ENSPKIG00000011254
scleropages_formosus ENSSFOG00015004889
paramormyrops_kingsleyae ENSPKIG00000024866
fundulus_heteroclitus ENSFHEG00000013707
cyprinodon_variegatus ENSCVAG00000012346
xiphophorus_maculatus ENSXMAG00000004840
xiphophorus_couchianus ENSXCOG00000020625
gambusia_affinis ENSGAFG00000010413
poecilia_mexicana ENSPMEG00000000515
poecilia_reticulata ENSPREG00000015453
poecilia_formosa ENSPFOG00000001591
poecilia_latipinna ENSPLAG00000006088
oryzias_melastigma ENSOMEG00000000667
oryzias_latipes_asm223469v1 ENSORLG00015014084
oryzias_latipes_asm223469v1 ENSORLG00015014067
oryzias_latipes ENSORLG00000020851
oryzias_latipes ENSORLG00000028615
xiphophorus_couchianus ENSXCOG00000020738
poecilia_reticulata ENSPREG00000015430
kryptolebias_marmoratus ENSKMAG00000015244
takifugu_rubripes ENSTRUG00000024511
periophthalmus_magnuspinnatus ENSPMGG00000015546
tetraodon_nigroviridis ENSTNIG00000002938
takifugu_rubripes ENSTRUG00000006396
mola_mola ENSMMOG00000011679
gasterosteus_aculeatus ENSGACG00000003217
anabas_testudineus ENSATEG00000017788
anabas_testudineus ENSATEG00000017841
mastacembelus_armatus ENSMAMG00000017085
monopterus_albus ENSMALG00000015546
seriola_dumerili ENSSDUG00000014443
seriola_lalandi_dorsalis ENSSLDG00000000908
astatotilapia_calliptera ENSACLG00000015892
maylandia_zebra ENSMZEG00005010166
pundamilia_nyererei ENSPNYG00000014451
haplochromis_burtoni ENSHBUG00000009544
neolamprologus_brichardi ENSNBRG00000008686
oreochromis_niloticus ENSONIG00000001490
amphilophus_citrinellus ENSACIG00000009447
kryptolebias_marmoratus ENSKMAG00000015833
amphiprion_ocellaris ENSAOCG00000001699
amphiprion_percula ENSAPEG00000012755
acanthochromis_polyacanthus ENSAPOG00000006240
stegastes_partitus ENSSPAG00000010638
xiphophorus_couchianus ENSXCOG00000020739
oryzias_latipes ENSORLG00000027257
periophthalmus_magnuspinnatus ENSPMGG00000012829
labrus_bergylta ENSLBEG00000007943
labrus_bergylta ENSLBEG00000012628
cynoglossus_semilaevis ENSCSEG00000000651
hippocampus_comes ENSHCOG00000011101
gadus_morhua ENSGMOG00000004895
lepisosteus_oculatus ENSLOCG00000008426
pogona_vitticeps ENSPVIG00000020584
crocodylus_porosus ENSCPRG00005008162
latimeria_chalumnae ENSLACG00000005949
