chelonoidis_abingdonii ENSCABG00000000705
melopsittacus_undulatus ENSMUNG00000008828
rhinopithecus_roxellana ENSRROG00000035303
rhinopithecus_bieti ENSRBIG00000039751
macaca_mulatta ENSMMUG00000043594
pan_paniscus ENSPPAG00000028964
marmota_marmota_marmota ENSMMMG00000009789
ursus_americanus ENSUAMG00000005834
amphilophus_citrinellus ENSACIG00000021804
neolamprologus_brichardi ENSNBRG00000001295
poecilia_mexicana ENSPMEG00000023720
hippocampus_comes ENSHCOG00000000515
cyprinodon_variegatus ENSCVAG00000005181
