ovis_aries ENSOARG00000014914
scleropages_formosus ENSSFOG00015002078
otolemur_garnettii ENSOGAG00000032781
microcebus_murinus ENSMICG00000049043
macaca_nemestrina ENSMNEG00000031713
macaca_mulatta ENSMMUG00000002827
theropithecus_gelada ENSTGEG00000015650
chlorocebus_sabaeus ENSCSAG00000010190
rhinopithecus_roxellana ENSRROG00000031452
piliocolobus_tephrosceles ENSPTEG00000036328
aotus_nancymaae ENSANAG00000022047
callithrix_jacchus ENSCJAG00000060750
cricetulus_griseus ENSCGRG00001017686
cricetulus_griseus ENSCGRG00000014285
cricetulus_griseus ENSCGRG00015009015
mesocricetus_auratus ENSMAUG00000018662
peromyscus_maniculatus ENSPEMG00000023445
microtus_ochrogaster ENSMOCG00000022150
mus_spretus MGP_SPRETEiJ_G0033756
mus_spicilegus ENSMSIG00000011239
mus_musculus ENSMUSG00000032572
mus_caroli MGP_CAROLIEiJ_G0032610
mus_pahari MGP_PahariEiJ_G0015478
rattus_norvegicus ENSRNOG00000031782
meriones_unguiculatus ENSMUGG00000017569
nannospalax_galili ENSNGAG00000002871
urocitellus_parryii ENSUPAG00010022404
ictidomys_tridecemlineatus ENSSTOG00000028908
bos_indicus ENSBIXG00000028153
bos_indicus ENSBIXG00005002441
sus_scrofa ENSSSCG00000038215
equus_asinus ENSEASG00005005705
equus_caballus ENSECAG00000011581
mustela_putorius ENSMPUG00000001757
mustela_putorius ENSMPUG00000001768
neovison_vison ENSNVIG00000003313
mustela_putorius ENSMPUG00000005812
ailuropoda_melanoleuca ENSAMEG00000008750
canis_lupus ENSCAFG00000024259
vulpes_vulpes ENSVVUG00000001880
panthera_tigris ENSPTIG00000002601
panthera_pardus ENSPPRG00000012527
myotis_lucifugus ENSMLUG00000005740
loxodonta_africana ENSLAFG00000028757
crocodylus_porosus ENSCPRG00005005347
crocodylus_porosus ENSCPRG00005005351
meleagris_gallopavo ENSMGAG00000011365
numida_meleagris ENSNMEG00000010343
anser_brachyrhynchus ENSABRG00000003162
apteryx_owenii ENSAOWG00000017491
pelodiscus_sinensis ENSPSIG00000016338
chrysemys_picta ENSCPBG00000022819
salvator_merianae ENSSMRG00000010266
pogona_vitticeps ENSPVIG00000022571
anolis_carolinensis ENSACAG00000002516
apteryx_haastii ENSAHAG00000019041
apteryx_rowi ENSARWG00000013500
dromaius_novaehollandiae ENSDNVG00000006702
nothoprocta_perdicaria ENSNPEG00000009469
taeniopygia_guttata ENSTGUG00000004002
ficedula_albicollis ENSFALG00000009077
gopherus_agassizii ENSGAGG00000021804
xenopus_tropicalis ENSXETG00000003996
gopherus_agassizii ENSGAGG00000021802
scleropages_formosus ENSSFOG00015013935
ornithorhynchus_anatinus ENSOANG00000006759
sarcophilus_harrisii ENSSHAG00000000549
phascolarctos_cinereus ENSPCIG00000035105
vombatus_ursinus ENSVURG00010022080
sarcophilus_harrisii ENSSHAG00000000658
latimeria_chalumnae ENSLACG00000002775
eptatretus_burgeri ENSEBUG00000001383
petromyzon_marinus ENSPMAG00000008326
pundamilia_nyererei ENSPNYG00000015264
amphiprion_ocellaris ENSAOCG00000018167
maylandia_zebra ENSMZEG00005013391
pygocentrus_nattereri ENSPNAG00000011297
pogona_vitticeps ENSPVIG00000022572
chelonoidis_abingdonii ENSCABG00000005891
callorhinchus_milii ENSCMIG00000000526
cynoglossus_semilaevis ENSCSEG00000001140
anabas_testudineus ENSATEG00000019095
astatotilapia_calliptera ENSACLG00000014304
ictalurus_punctatus ENSIPUG00000021078
denticeps_clupeoides ENSDCDG00000026772
petromyzon_marinus ENSPMAG00000006585
