gopherus_agassizii ENSGAGG00000019631
chelonoidis_abingdonii ENSCABG00000017384
chrysemys_picta ENSCPBG00000020712
pelodiscus_sinensis ENSPSIG00000006740
anas_platyrhynchos ENSAPLG00000023829
anser_brachyrhynchus ENSABRG00000002846
coturnix_japonica ENSCJPG00005018822
gallus_gallus ENSGALG00000008682
numida_meleagris ENSNMEG00000001746
cyanistes_caeruleus ENSCCEG00000020802
zonotrichia_albicollis ENSZALG00000018225
manacus_vitellinus ENSMVIG00005006001
lepidothrix_coronata ENSLCOG00000000210
taeniopygia_guttata ENSTGUG00000014632
lonchura_striata ENSLSDG00000005100
taeniopygia_guttata ENSTGUG00000003315
junco_hyemalis ENSJHYG00000014734
serinus_canaria ENSSCAG00000016990
ficedula_albicollis ENSFALG00000001609
parus_major ENSPMJG00000011367
calidris_pygmaea ENSCPGG00000010917
dromaius_novaehollandiae ENSDNVG00000009924
nothoprocta_perdicaria ENSNPEG00000003895
crocodylus_porosus ENSCPRG00005006001
salvator_merianae ENSSMRG00000017793
notechis_scutatus ENSNSUG00000011696
pogona_vitticeps ENSPVIG00000017204
anolis_carolinensis ENSACAG00000012863
sphenodon_punctatus ENSSPUG00000013222
phascolarctos_cinereus ENSPCIG00000028902
notamacropus_eugenii ENSMEUG00000000939
sarcophilus_harrisii ENSSHAG00000004746
monodelphis_domestica ENSMODG00000010189
ornithorhynchus_anatinus ENSOANG00000012900
loxodonta_africana ENSLAFG00000029086
echinops_telfairi ENSETEG00000020006
dasypus_novemcinctus ENSDNOG00000048139
peromyscus_maniculatus ENSPEMG00000015112
microtus_ochrogaster ENSMOCG00000004757
cricetulus_griseus ENSCGRG00001003699
cricetulus_griseus ENSCGRG00015017129
cricetulus_griseus ENSCGRG00000008376
mesocricetus_auratus ENSMAUG00000021574
mus_spretus MGP_SPRETEiJ_G0034144
mus_musculus ENSMUSG00000037636
mus_spicilegus ENSMSIG00000017589
mus_caroli MGP_CAROLIEiJ_G0032991
mus_pahari MGP_PahariEiJ_G0031535
rattus_norvegicus ENSRNOG00000012756
nannospalax_galili ENSNGAG00000001276
jaculus_jaculus ENSJJAG00000021593
dipodomys_ordii ENSDORG00000027768
ictidomys_tridecemlineatus ENSSTOG00000004872
urocitellus_parryii ENSUPAG00010001304
chinchilla_lanigera ENSCLAG00000002149
cavia_porcellus ENSCPOG00000032548
octodon_degus ENSODEG00000003395
heterocephalus_glaber ENSHGLG00000014425
oryctolagus_cuniculus ENSOCUG00000013248
pan_troglodytes ENSPTRG00000047955
pan_paniscus ENSPPAG00000040101
homo_sapiens ENSG00000077713
gorilla_gorilla ENSGGOG00000025013
nomascus_leucogenys ENSNLEG00000028599
piliocolobus_tephrosceles ENSPTEG00000030227
rhinopithecus_bieti ENSRBIG00000036602
macaca_nemestrina ENSMNEG00000040923
macaca_fascicularis ENSMFAG00000041936
papio_anubis ENSPANG00000014925
cercocebus_atys ENSCATG00000045150
theropithecus_gelada ENSTGEG00000019497
chlorocebus_sabaeus ENSCSAG00000018359
mandrillus_leucophaeus ENSMLEG00000033832
rhinopithecus_roxellana ENSRROG00000034502
colobus_angolensis ENSCANG00000026450
callithrix_jacchus ENSCJAG00000005140
saimiri_boliviensis ENSSBOG00000019634
cebus_capucinus ENSCCAG00000026496
aotus_nancymaae ENSANAG00000017265
carlito_syrichta ENSTSYG00000032654
microcebus_murinus ENSMICG00000043952
prolemur_simus ENSPSMG00000000032
propithecus_coquereli ENSPCOG00000021366
otolemur_garnettii ENSOGAG00000027517
marmota_marmota ENSMMMG00000007207
fukomys_damarensis ENSFDAG00000005375
neovison_vison ENSNVIG00000022298
mustela_putorius ENSMPUG00000001574
ovis_aries ENSOARG00000016308
tupaia_belangeri ENSTBEG00000005224
capra_hircus ENSCHIG00000020401
bos_taurus ENSBTAG00000001007
tursiops_truncatus ENSTTRG00000013151
sus_scrofa ENSSSCG00000012624
equus_caballus ENSECAG00000011981
canis_lupus ENSCAFG00000018378
canis_lupus ENSCAFG00020004238
vulpes_vulpes ENSVVUG00000011500
panthera_tigris ENSPTIG00000015506
panthera_pardus ENSPPRG00000023719
felis_catus ENSFCAG00000031890
erinaceus_europaeus ENSEEUG00000015347
pteropus_vampyrus ENSPVAG00000014923
myotis_lucifugus ENSMLUG00000015726
bos_mutus ENSBMUG00000010264
ursus_americanus ENSUAMG00000027511
castor_canadensis ENSCCNG00000011811
calidris_pugnax ENSCPUG00000001530
melopsittacus_undulatus ENSMUNG00000013851
apteryx_haastii ENSAHAG00000012320
apteryx_rowi ENSARWG00000001586
apteryx_owenii ENSAOWG00000008436
xenopus_tropicalis ENSXETG00000004334
latimeria_chalumnae ENSLACG00000010810
scleropages_formosus ENSSFOG00015005421
paramormyrops_kingsleyae ENSPKIG00000018978
takifugu_rubripes ENSTRUG00000011699
tetraodon_nigroviridis ENSTNIG00000002420
mola_mola ENSMMOG00000002066
gasterosteus_aculeatus ENSGACG00000017083
labrus_bergylta ENSLBEG00000007720
mastacembelus_armatus ENSMAMG00000021012
monopterus_albus ENSMALG00000010999
anabas_testudineus ENSATEG00000015293
seriola_dumerili ENSSDUG00000018403
seriola_lalandi ENSSLDG00000022803
scophthalmus_maximus ENSSMAG00000016296
amphiprion_percula ENSAPEG00000008591
amphiprion_ocellaris ENSAOCG00000007226
acanthochromis_polyacanthus ENSAPOG00000005802
stegastes_partitus ENSSPAG00000006495
astatotilapia_calliptera ENSACLG00000018718
maylandia_zebra ENSMZEG00005005550
pundamilia_nyererei ENSPNYG00000013705
haplochromis_burtoni ENSHBUG00000013634
oreochromis_niloticus ENSONIG00000002821
neolamprologus_brichardi ENSNBRG00000023028
amphilophus_citrinellus ENSACIG00000010537
fundulus_heteroclitus ENSFHEG00000015579
cyprinodon_variegatus ENSCVAG00000018145
xiphophorus_maculatus ENSXMAG00000013181
xiphophorus_couchianus ENSXCOG00000015726
gambusia_affinis ENSGAFG00000019860
poecilia_latipinna ENSPLAG00000011211
poecilia_latipinna ENSPLAG00000016990
poecilia_formosa ENSPFOG00000009725
poecilia_mexicana ENSPMEG00000014455
poecilia_reticulata ENSPREG00000009038
kryptolebias_marmoratus ENSKMAG00000003050
oryzias_latipes ENSORLG00000001975
oryzias_latipes ENSORLG00015000298
oryzias_latipes ENSORLG00020020177
oryzias_melastigma ENSOMEG00000017559
cynoglossus_semilaevis ENSCSEG00000004834
hippocampus_comes ENSHCOG00000004033
gadus_morhua ENSGMOG00000003670
esox_lucius ENSELUG00000000081
pygocentrus_nattereri ENSPNAG00000018877
astyanax_mexicanus ENSAMXG00000033142
ictalurus_punctatus ENSIPUG00000019796
danio_rerio ENSDARG00000102048
lepisosteus_oculatus ENSLOCG00000015228
