chinchilla_lanigera ENSCLAG00000003624
octodon_degus ENSODEG00000016823
cavia_porcellus ENSCPOG00000001375
heterocephalus_glaber_female ENSHGLG00000008725
heterocephalus_glaber_male ENSHGLG00100015111
fukomys_damarensis ENSFDAG00000017386
ictidomys_tridecemlineatus ENSSTOG00000000188
urocitellus_parryii ENSUPAG00010019757
marmota_marmota_marmota ENSMMMG00000002373
spermophilus_dauricus ENSSDAG00000006863
castor_canadensis ENSCCNG00000022802
dipodomys_ordii ENSDORG00000009896
oryctolagus_cuniculus ENSOCUG00000001512
ochotona_princeps ENSOPRG00000006376
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019745
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018866
mus_spicilegus ENSMSIG00000005808
mus_musculus ENSMUSG00000042655
mus_pahari MGP_PahariEiJ_G0015938
rattus_norvegicus ENSRNOG00000013372
meriones_unguiculatus ENSMUGG00000025495
meriones_unguiculatus ENSMUGG00000025493
peromyscus_maniculatus_bairdii ENSPEMG00000026910
microtus_ochrogaster ENSMOCG00000017631
cricetulus_griseus_crigri ENSCGRG00000000864
cricetulus_griseus_chok1gshd ENSCGRG00001019787
cricetulus_griseus_crigri-picr ENSCGRG00015002936
mesocricetus_auratus ENSMAUG00000021785
nannospalax_galili ENSNGAG00000011993
jaculus_jaculus ENSJJAG00000013759
sorex_araneus ENSSARG00000007168
echinops_telfairi ENSETEG00000009528
carlito_syrichta ENSTSYG00000032709
tupaia_belangeri ENSTBEG00000009974
tursiops_truncatus ENSTTRG00000007482
vicugna_pacos ENSVPAG00000007335
vulpes_vulpes ENSVVUG00000005545
ursus_maritimus ENSUMAG00000008760
myotis_lucifugus ENSMLUG00000003556
loxodonta_africana ENSLAFG00000017109
ailuropoda_melanoleuca ENSAMEG00000011112
ursus_americanus ENSUAMG00000013936
neovison_vison ENSNVIG00000007653
mustela_putorius_furo ENSMPUG00000014802
canis_lupus_dingo ENSCAFG00020022729
canis_lupus_familiaris ENSCAFG00000007294
panthera_pardus ENSPPRG00000024426
panthera_tigris_altaica ENSPTIG00000014590
felis_catus ENSFCAG00000004657
pteropus_vampyrus ENSPVAG00000000579
equus_caballus ENSECAG00000010850
equus_asinus_asinus ENSEASG00005006913
ovis_aries ENSOARG00000006542
capra_hircus ENSCHIG00000012886
bos_mutus ENSBMUG00000004469
bos_taurus ENSBTAG00000009468
bison_bison_bison ENSBBBG00000003043
sus_scrofa ENSSSCG00000024514
propithecus_coquereli ENSPCOG00000017334
microcebus_murinus ENSMICG00000046187
prolemur_simus ENSPSMG00000006272
otolemur_garnettii ENSOGAG00000006911
pan_troglodytes ENSPTRG00000016923
pan_paniscus ENSPPAG00000040146
gorilla_gorilla ENSGGOG00000007489
homo_sapiens ENSG00000145642
nomascus_leucogenys ENSNLEG00000035740
macaca_fascicularis ENSMFAG00000042775
macaca_nemestrina ENSMNEG00000037285
papio_anubis ENSPANG00000002494
cercocebus_atys ENSCATG00000029849
mandrillus_leucophaeus ENSMLEG00000036189
theropithecus_gelada ENSTGEG00000015990
chlorocebus_sabaeus ENSCSAG00000015980
piliocolobus_tephrosceles ENSPTEG00000015121
colobus_angolensis_palliatus ENSCANG00000043596
rhinopithecus_roxellana ENSRROG00000044202
rhinopithecus_bieti ENSRBIG00000027494
callithrix_jacchus ENSCJAG00000047717
saimiri_boliviensis_boliviensis ENSSBOG00000035291
cebus_capucinus ENSCCAG00000018304
aotus_nancymaae ENSANAG00000025909
dasypus_novemcinctus ENSDNOG00000016396
procavia_capensis ENSPCAG00000004401
phascolarctos_cinereus ENSPCIG00000029747
notamacropus_eugenii ENSMEUG00000010381
sarcophilus_harrisii ENSSHAG00000004559
monodelphis_domestica ENSMODG00000019628
ornithorhynchus_anatinus ENSOANG00000021340
xenopus_tropicalis ENSXETG00000000462
latimeria_chalumnae ENSLACG00000002583
pygocentrus_nattereri ENSPNAG00000004706
astyanax_mexicanus ENSAMXG00000038424
lepisosteus_oculatus ENSLOCG00000010652
petromyzon_marinus ENSPMAG00000001834
eptatretus_burgeri ENSEBUG00000013061
