sphenodon_punctatus ENSSPUG00000002356
pogona_vitticeps ENSPVIG00000007488
anser_brachyrhynchus ENSABRG00000006352
gallus_gallus ENSGALG00000046965
taeniopygia_guttata ENSTGUG00000015884
lonchura_striata_domestica ENSLSDG00000016433
serinus_canaria ENSSCAG00000013084
junco_hyemalis ENSJHYG00000000333
ficedula_albicollis ENSFALG00000002565
cyanistes_caeruleus ENSCCEG00000012301
parus_major ENSPMJG00000000278
lepidothrix_coronata ENSLCOG00000006135
manacus_vitellinus ENSMVIG00005010441
calidris_pugnax ENSCPUG00000018041
apteryx_owenii ENSAOWG00000018623
apteryx_haastii ENSAHAG00000001282
dromaius_novaehollandiae ENSDNVG00000013566
gopherus_agassizii ENSGAGG00000016145
chelonoidis_abingdonii ENSCABG00000018150
chrysemys_picta_bellii ENSCPBG00000025840
pelodiscus_sinensis ENSPSIG00000014836
carlito_syrichta ENSTSYG00000032354
otolemur_garnettii ENSOGAG00000004964
macaca_nemestrina ENSMNEG00000030198
macaca_fascicularis ENSMFAG00000031299
cercocebus_atys ENSCATG00000029246
papio_anubis ENSPANG00000010692
chlorocebus_sabaeus ENSCSAG00000002107
pan_troglodytes ENSPTRG00000043277
saimiri_boliviensis_boliviensis ENSSBOG00000034025
callithrix_jacchus ENSCJAG00000005636
cebus_capucinus ENSCCAG00000025850
homo_sapiens ENSG00000160783
pan_troglodytes ENSPTRG00000001450
gorilla_gorilla ENSGGOG00000037793
nomascus_leucogenys ENSNLEG00000033074
colobus_angolensis_palliatus ENSCANG00000029359
prolemur_simus ENSPSMG00000020960
microtus_ochrogaster ENSMOCG00000002977
microtus_ochrogaster ENSMOCG00000018426
peromyscus_maniculatus_bairdii ENSPEMG00000012625
cricetulus_griseus_crigri ENSCGRG00000003780
cricetulus_griseus_chok1gshd ENSCGRG00001010918
cricetulus_griseus_crigri-picr ENSCGRG00015026339
mesocricetus_auratus ENSMAUG00000019629
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026109
mus_musculus ENSMUSG00000028066
mus_spicilegus ENSMSIG00000029235
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025166
mus_pahari MGP_PahariEiJ_G0026611
rattus_norvegicus ENSRNOG00000019620
meriones_unguiculatus ENSMUGG00000009268
nannospalax_galili ENSNGAG00000007750
jaculus_jaculus ENSJJAG00000013470
chinchilla_lanigera ENSCLAG00000003672
octodon_degus ENSODEG00000011902
cavia_porcellus ENSCPOG00000015695
heterocephalus_glaber_female ENSHGLG00000007944
heterocephalus_glaber_male ENSHGLG00100011096
fukomys_damarensis ENSFDAG00000011674
dipodomys_ordii ENSDORG00000029692
castor_canadensis ENSCCNG00000007075
urocitellus_parryii ENSUPAG00010004034
ictidomys_tridecemlineatus ENSSTOG00000001768
spermophilus_dauricus ENSSDAG00000023287
oryctolagus_cuniculus ENSOCUG00000012870
canis_lupus_familiaris ENSCAFG00000016847
mustela_putorius_furo ENSMPUG00000004672
myotis_lucifugus ENSMLUG00000008489
loxodonta_africana ENSLAFG00000025558
phascolarctos_cinereus ENSPCIG00000018946
sarcophilus_harrisii ENSSHAG00000013991
monodelphis_domestica ENSMODG00000016918
xenopus_tropicalis ENSXETG00000030207
latimeria_chalumnae ENSLACG00000014303
amphiprion_ocellaris ENSAOCG00000010797
amphiprion_percula ENSAPEG00000012007
acanthochromis_polyacanthus ENSAPOG00000007583
stegastes_partitus ENSSPAG00000015995
oryzias_latipes_asm223469v1 ENSORLG00015019392
oryzias_latipes ENSORLG00020016734
oryzias_latipes ENSORLG00000003595
oryzias_melastigma ENSOMEG00000000559
takifugu_rubripes ENSTRUG00000012859
tetraodon_nigroviridis ENSTNIG00000013128
mola_mola ENSMMOG00000003216
scophthalmus_maximus ENSSMAG00000019447
monopterus_albus ENSMALG00000014152
gasterosteus_aculeatus ENSGACG00000017823
cynoglossus_semilaevis ENSCSEG00000008559
maylandia_zebra ENSMZEG00005002939
astatotilapia_calliptera ENSACLG00000013630
haplochromis_burtoni ENSHBUG00000010574
pundamilia_nyererei ENSPNYG00000017204
neolamprologus_brichardi ENSNBRG00000005079
oreochromis_niloticus ENSONIG00000005096
amphilophus_citrinellus ENSACIG00000006383
labrus_bergylta ENSLBEG00000010057
seriola_dumerili ENSSDUG00000014585
seriola_lalandi_dorsalis ENSSLDG00000001075
mastacembelus_armatus ENSMAMG00000002009
anabas_testudineus ENSATEG00000012448
poecilia_mexicana ENSPMEG00000020994
poecilia_formosa ENSPFOG00000008389
poecilia_latipinna ENSPLAG00000022303
poecilia_reticulata ENSPREG00000017748
gambusia_affinis ENSGAFG00000002954
xiphophorus_maculatus ENSXMAG00000009812
cyprinodon_variegatus ENSCVAG00000020197
fundulus_heteroclitus ENSFHEG00000014816
kryptolebias_marmoratus ENSKMAG00000011923
periophthalmus_magnuspinnatus ENSPMGG00000012176
hippocampus_comes ENSHCOG00000010001
gadus_morhua ENSGMOG00000019313
esox_lucius ENSELUG00000024216
pygocentrus_nattereri ENSPNAG00000026321
astyanax_mexicanus ENSAMXG00000014458
ictalurus_punctatus ENSIPUG00000016162
danio_rerio ENSDARG00000077822
scleropages_formosus ENSSFOG00015009591
paramormyrops_kingsleyae ENSPKIG00000001164
lepisosteus_oculatus ENSLOCG00000008782
