labrus_bergylta ENSLBEG00000025130
gasterosteus_aculeatus ENSGACG00000012599
mola_mola ENSMMOG00000004661
tetraodon_nigroviridis ENSTNIG00000010739
monopterus_albus ENSMALG00000017564
mastacembelus_armatus ENSMAMG00000012772
poecilia_formosa ENSPFOG00000002346
poecilia_mexicana ENSPMEG00000001769
poecilia_latipinna ENSPLAG00000003194
poecilia_reticulata ENSPREG00000015735
xiphophorus_couchianus ENSXCOG00000007485
xiphophorus_maculatus ENSXMAG00000008434
gambusia_affinis ENSGAFG00000008306
fundulus_heteroclitus ENSFHEG00000019253
cyprinodon_variegatus ENSCVAG00000015874
kryptolebias_marmoratus ENSKMAG00000000566
oryzias_latipes ENSORLG00000009438
oryzias_latipes ENSORLG00020001728
oryzias_latipes_asm223469v1 ENSORLG00015016187
oryzias_melastigma ENSOMEG00000019316
oreochromis_niloticus ENSONIG00000000894
neolamprologus_brichardi ENSNBRG00000021147
maylandia_zebra ENSMZEG00005011107
astatotilapia_calliptera ENSACLG00000026670
haplochromis_burtoni ENSHBUG00000017487
pundamilia_nyererei ENSPNYG00000001520
amphilophus_citrinellus ENSACIG00000004133
amphiprion_ocellaris ENSAOCG00000006765
amphiprion_percula ENSAPEG00000018065
acanthochromis_polyacanthus ENSAPOG00000019036
stegastes_partitus ENSSPAG00000000745
scophthalmus_maximus ENSSMAG00000006489
cynoglossus_semilaevis ENSCSEG00000002034
seriola_lalandi_dorsalis ENSSLDG00000001596
seriola_dumerili ENSSDUG00000008947
anabas_testudineus ENSATEG00000018929
takifugu_rubripes ENSTRUG00000010599
hippocampus_comes ENSHCOG00000013715
periophthalmus_magnuspinnatus ENSPMGG00000016509
gadus_morhua ENSGMOG00000011809
esox_lucius ENSELUG00000012366
pygocentrus_nattereri ENSPNAG00000019960
astyanax_mexicanus ENSAMXG00000035496
ictalurus_punctatus ENSIPUG00000020167
danio_rerio ENSDARG00000079396
