mola_mola ENSMMOG00000020682
cynoglossus_semilaevis ENSCSEG00000002779
seriola_dumerili ENSSDUG00000012984
seriola_lalandi ENSSLDG00000018813
scophthalmus_maximus ENSSMAG00000002031
monopterus_albus ENSMALG00000015647
mastacembelus_armatus ENSMAMG00000020238
kryptolebias_marmoratus ENSKMAG00000003402
cyprinodon_variegatus ENSCVAG00000014233
oryzias_latipes ENSORLG00000023791
oryzias_latipes ENSORLG00020020506
oryzias_latipes ENSORLG00015019278
oryzias_melastigma ENSOMEG00000002735
pundamilia_nyererei ENSPNYG00000008761
labrus_bergylta ENSLBEG00000010646
labrus_bergylta ENSLBEG00000027641
hippocampus_comes ENSHCOG00000001957
cyprinodon_variegatus ENSCVAG00000014255
maylandia_zebra ENSMZEG00005001313
astatotilapia_calliptera ENSACLG00000016841
haplochromis_burtoni ENSHBUG00000008652
neolamprologus_brichardi ENSNBRG00000010987
oreochromis_niloticus ENSONIG00000017799
xiphophorus_couchianus ENSXCOG00000013786
stegastes_partitus ENSSPAG00000003796
acanthochromis_polyacanthus ENSAPOG00000003028
seriola_dumerili ENSSDUG00000016734
seriola_lalandi ENSSLDG00000004485
lates_calcarifer ENSLCAG00010027073
mastacembelus_armatus ENSMAMG00000015670
monopterus_albus ENSMALG00000011860
anabas_testudineus ENSATEG00000023044
fundulus_heteroclitus ENSFHEG00000003583
poecilia_reticulata ENSPREG00000007135
oryzias_latipes ENSORLG00000027418
oryzias_latipes ENSORLG00020008744
oryzias_latipes ENSORLG00015007973
oryzias_melastigma ENSOMEG00000003451
scophthalmus_maximus ENSSMAG00000005081
takifugu_rubripes ENSTRUG00000025881
cynoglossus_semilaevis ENSCSEG00000004721
xiphophorus_maculatus ENSXMAG00000024762
gambusia_affinis ENSGAFG00000016332
anabas_testudineus ENSATEG00000023577
betta_splendens ENSBSLG00000017792
mastacembelus_armatus ENSMAMG00000023625
monopterus_albus ENSMALG00000006709
esox_lucius ENSELUG00000001473
ursus_americanus ENSUAMG00000001737
ursus_maritimus ENSUMAG00000007322
ailuropoda_melanoleuca ENSAMEG00000013519
mustela_putorius ENSMPUG00000002288
neovison_vison ENSNVIG00000015299
canis_lupus ENSCAFG00000032305
canis_lupus ENSCAFG00020022250
vulpes_vulpes ENSVVUG00000020346
felis_catus ENSFCAG00000038335
felis_catus ENSFCAG00000048160
panthera_pardus ENSPPRG00000015244
panthera_tigris ENSPTIG00000021495
sus_scrofa ENSSSCG00000037710
pteropus_vampyrus ENSPVAG00000005577
bos_indicus ENSBIXG00005001604
bos_indicus ENSBIXG00000018392
bos_mutus ENSBMUG00000005224
bos_taurus ENSBTAG00000012064
bison_bison ENSBBBG00000009834
capra_hircus ENSCHIG00000009646
ovis_aries ENSOARG00000013717
tursiops_truncatus ENSTTRG00000001130
vicugna_pacos ENSVPAG00000008250
equus_asinus ENSEASG00005008286
equus_caballus ENSECAG00000023381
erinaceus_europaeus ENSEEUG00000007315
sorex_araneus ENSSARG00000009638
pan_paniscus ENSPPAG00000024592
pan_troglodytes ENSPTRG00000011331
homo_sapiens ENSG00000142528
gorilla_gorilla ENSGGOG00000016872
pongo_abelii ENSPPYG00000010275
nomascus_leucogenys ENSNLEG00000005521
theropithecus_gelada ENSTGEG00000000408
papio_anubis ENSPANG00000012211
cercocebus_atys ENSCATG00000041165
mandrillus_leucophaeus ENSMLEG00000042932
macaca_fascicularis ENSMFAG00000002877
macaca_mulatta ENSMMUG00000010838
macaca_nemestrina ENSMNEG00000031438
chlorocebus_sabaeus ENSCSAG00000002354
piliocolobus_tephrosceles ENSPTEG00000021073
colobus_angolensis ENSCANG00000032087
rhinopithecus_bieti ENSRBIG00000023397
rhinopithecus_roxellana ENSRROG00000041488
cebus_capucinus ENSCCAG00000035609
saimiri_boliviensis ENSSBOG00000029181
callithrix_jacchus ENSCJAG00000042670
aotus_nancymaae ENSANAG00000034634
carlito_syrichta ENSTSYG00000001897
microcebus_murinus ENSMICG00000038653
propithecus_coquereli ENSPCOG00000016747
prolemur_simus ENSPSMG00000017000
otolemur_garnettii ENSOGAG00000025068
tupaia_belangeri ENSTBEG00000015496
mus_spicilegus ENSMSIG00000008895
mus_musculus ENSMUSG00000048012
mus_spretus MGP_SPRETEiJ_G0030771
mus_caroli MGP_CAROLIEiJ_G0029673
mus_pahari MGP_PahariEiJ_G0012898
rattus_norvegicus ENSRNOG00000026572
meriones_unguiculatus ENSMUGG00000008774
meriones_unguiculatus ENSMUGG00000009908
cricetulus_griseus ENSCGRG00015019624
cricetulus_griseus ENSCGRG00001009105
cricetulus_griseus ENSCGRG00000017272
mesocricetus_auratus ENSMAUG00000017471
jaculus_jaculus ENSJJAG00000012913
castor_canadensis ENSCCNG00000029634
heterocephalus_glaber ENSHGLG00100018939
heterocephalus_glaber ENSHGLG00000016322
fukomys_damarensis ENSFDAG00000012732
chinchilla_lanigera ENSCLAG00000008267
cavia_porcellus ENSCPOG00000007696
spermophilus_dauricus ENSSDAG00000012367
ictidomys_tridecemlineatus ENSSTOG00000029566
urocitellus_parryii ENSUPAG00010014576
marmota_marmota ENSMMMG00000008136
ochotona_princeps ENSOPRG00000000480
dasypus_novemcinctus ENSDNOG00000049625
choloepus_hoffmanni ENSCHOG00000005801
echinops_telfairi ENSETEG00000006071
