monopterus_albus ENSMALG00000021558
anabas_testudineus ENSATEG00000016960
amphiprion_ocellaris ENSAOCG00000000376
amphiprion_percula ENSAPEG00000001793
acanthochromis_polyacanthus ENSAPOG00000018060
stegastes_partitus ENSSPAG00000007038
seriola_lalandi_dorsalis ENSSLDG00000012991
seriola_dumerili ENSSDUG00000000238
scophthalmus_maximus ENSSMAG00000011568
labrus_bergylta ENSLBEG00000009548
astatotilapia_calliptera ENSACLG00000008386
haplochromis_burtoni ENSHBUG00000016639
maylandia_zebra ENSMZEG00005016680
neolamprologus_brichardi ENSNBRG00000016893
amphilophus_citrinellus ENSACIG00000010669
poecilia_mexicana ENSPMEG00000001965
poecilia_reticulata ENSPREG00000020707
cynoglossus_semilaevis ENSCSEG00000003440
mastacembelus_armatus ENSMAMG00000000418
hippocampus_comes ENSHCOG00000006569
mola_mola ENSMMOG00000000639
gadus_morhua ENSGMOG00000004912
esox_lucius ENSELUG00000018361
pygocentrus_nattereri ENSPNAG00000013729
astyanax_mexicanus ENSAMXG00000000471
ictalurus_punctatus ENSIPUG00000023114
danio_rerio ENSDARG00000069290
paramormyrops_kingsleyae ENSPKIG00000017685
lepisosteus_oculatus ENSLOCG00000016590
