ciona_savignyi ENSCSAVG00000006435
ciona_intestinalis ENSCING00000003281
poecilia_formosa ENSPFOG00000007308
poecilia_mexicana ENSPMEG00000009888
poecilia_latipinna ENSPLAG00000011349
poecilia_reticulata ENSPREG00000008450
gambusia_affinis ENSGAFG00000012331
xiphophorus_couchianus ENSXCOG00000006156
xiphophorus_maculatus ENSXMAG00000005011
cyprinodon_variegatus ENSCVAG00000012032
kryptolebias_marmoratus ENSKMAG00000009229
oryzias_latipes ENSORLG00020011413
oryzias_latipes ENSORLG00015015410
oryzias_latipes ENSORLG00000004175
oryzias_melastigma ENSOMEG00000003161
gouania_willdenowi ENSGWIG00000018298
tetraodon_nigroviridis ENSTNIG00000016245
mola_mola ENSMMOG00000015709
takifugu_rubripes ENSTRUG00000021812
gasterosteus_aculeatus ENSGACG00000011343
betta_splendens ENSBSLG00000009973
acanthochromis_polyacanthus ENSAPOG00000010798
acanthochromis_polyacanthus ENSAPOG00000010806
acanthochromis_polyacanthus ENSAPOG00000008509
amphiprion_ocellaris ENSAOCG00000008785
amphiprion_percula ENSAPEG00000008416
parambassis_ranga ENSPRNG00000007604
pundamilia_nyererei ENSPNYG00000002878
haplochromis_burtoni ENSHBUG00000017131
maylandia_zebra ENSMZEG00005008926
astatotilapia_calliptera ENSACLG00000002746
neolamprologus_brichardi ENSNBRG00000023416
oreochromis_niloticus ENSONIG00000016861
amphilophus_citrinellus ENSACIG00000019896
mastacembelus_armatus ENSMAMG00000009679
monopterus_albus ENSMALG00000015984
anabas_testudineus ENSATEG00000014110
seriola_dumerili ENSSDUG00000010477
seriola_lalandi ENSSLDG00000000521
lates_calcarifer ENSLCAG00010013030
scophthalmus_maximus ENSSMAG00000004859
cottoperca_gobio ENSCGOG00000001848
larimichthys_crocea ENSLCRG00005014565
labrus_bergylta ENSLBEG00000019937
larimichthys_crocea ENSLCRG00005014564
stegastes_partitus ENSSPAG00000006664
cynoglossus_semilaevis ENSCSEG00000007330
hippocampus_comes ENSHCOG00000001293
gadus_morhua ENSGMOG00000007188
hucho_hucho ENSHHUG00000025608
hucho_hucho ENSHHUG00000019870
esox_lucius ENSELUG00000008665
astyanax_mexicanus ENSAMXG00005008547
astyanax_mexicanus ENSAMXG00000005164
pygocentrus_nattereri ENSPNAG00000024779
electrophorus_electricus ENSEEEG00000017449
ictalurus_punctatus ENSIPUG00000017733
danio_rerio ENSDARG00000071652
denticeps_clupeoides ENSDCDG00000034001
denticeps_clupeoides ENSDCDG00000006994
paramormyrops_kingsleyae ENSPKIG00000024217
scleropages_formosus ENSSFOG00015003917
periophthalmus_magnuspinnatus ENSPMGG00000000968
lepisosteus_oculatus ENSLOCG00000009591
lepisosteus_oculatus ENSLOCG00000013776
erpetoichthys_calabaricus ENSECRG00000003788
gambusia_affinis ENSGAFG00000012308
coturnix_japonica ENSCJPG00005005367
gallus_gallus ENSGALG00000048769
anas_platyrhynchos ENSAPLG00000009541
melopsittacus_undulatus ENSMUNG00000001413
lonchura_striata ENSLSDG00000009218
taeniopygia_guttata ENSTGUG00000000591
parus_major ENSPMJG00000005677
parus_major ENSPMJG00000005672
cyanistes_caeruleus ENSCCEG00000000392
serinus_canaria ENSSCAG00000003745
lepidothrix_coronata ENSLCOG00000010168
apteryx_owenii ENSAOWG00000017442
crocodylus_porosus ENSCPRG00005016924
chelonoidis_abingdonii ENSCABG00000009858
chrysemys_picta ENSCPBG00000000945
gopherus_agassizii ENSGAGG00000005261
salvator_merianae ENSSMRG00000003104
salvator_merianae ENSSMRG00000003107
pogona_vitticeps ENSPVIG00000021397
notechis_scutatus ENSNSUG00000007245
nothoprocta_perdicaria ENSNPEG00000012124
pteropus_vampyrus ENSPVAG00000002420
myotis_lucifugus ENSMLUG00000008938
ursus_americanus ENSUAMG00000025756
ursus_maritimus ENSUMAG00000000528
ailuropoda_melanoleuca ENSAMEG00000016307
neovison_vison ENSNVIG00000002047
mustela_putorius ENSMPUG00000005510
canis_lupus ENSCAFG00000006476
canis_lupus ENSCAFG00020009685
vulpes_vulpes ENSVVUG00000024346
panthera_tigris ENSPTIG00000011321
panthera_pardus ENSPPRG00000022654
felis_catus ENSFCAG00000015384
equus_caballus ENSECAG00000006612
equus_asinus ENSEASG00005001761
vicugna_pacos ENSVPAG00000008019
sus_scrofa ENSSSCG00000023880
ovis_aries ENSOARG00000017435
capra_hircus ENSCHIG00000019002
bos_indicus ENSBIXG00000003059
bos_indicus ENSBIXG00005020224
bos_taurus ENSBTAG00000000697
bison_bison ENSBBBG00000000870
bos_mutus ENSBMUG00000012915
tursiops_truncatus ENSTTRG00000004867
sorex_araneus ENSSARG00000007949
castor_canadensis ENSCCNG00000023009
dipodomys_ordii ENSDORG00000000103
mus_spicilegus ENSMSIG00000028154
mus_spretus MGP_SPRETEiJ_G0031348
mus_musculus ENSMUSG00000030888
mus_caroli MGP_CAROLIEiJ_G0030236
mus_pahari MGP_PahariEiJ_G0013451
rattus_norvegicus ENSRNOG00000018766
meriones_unguiculatus ENSMUGG00000005956
cricetulus_griseus ENSCGRG00001003103
cricetulus_griseus ENSCGRG00000014009
cricetulus_griseus ENSCGRG00015012727
mesocricetus_auratus ENSMAUG00000000324
peromyscus_maniculatus ENSPEMG00000017257
microtus_ochrogaster ENSMOCG00000002486
nannospalax_galili ENSNGAG00000012450
jaculus_jaculus ENSJJAG00000021889
jaculus_jaculus ENSJJAG00000020608
heterocephalus_glaber ENSHGLG00100015659
heterocephalus_glaber ENSHGLG00000003980
fukomys_damarensis ENSFDAG00000008872
chinchilla_lanigera ENSCLAG00000016099
octodon_degus ENSODEG00000011209
cavia_porcellus ENSCPOG00000012515
cavia_aperea ENSCAPG00000013284
