gallus_gallus ENSGALG00000007909
coturnix_japonica ENSCJPG00005020972
meleagris_gallopavo ENSMGAG00000009928
numida_meleagris ENSNMEG00000023256
anser_brachyrhynchus ENSABRG00000008459
anas_platyrhynchos_platyrhynchos ENSAPLG00000007592
calidris_pygmaea ENSCPGG00000019184
calidris_pugnax ENSCPUG00000006596
taeniopygia_guttata ENSTGUG00000009504
lonchura_striata_domestica ENSLSDG00000000339
serinus_canaria ENSSCAG00000010432
junco_hyemalis ENSJHYG00000013894
ficedula_albicollis ENSFALG00000012896
cyanistes_caeruleus ENSCCEG00000007158
parus_major ENSPMJG00000009995
manacus_vitellinus ENSMVIG00005009906
melopsittacus_undulatus ENSMUNG00000008989
apteryx_owenii ENSAOWG00000016796
apteryx_haastii ENSAHAG00000009440
apteryx_rowi ENSARWG00000004268
dromaius_novaehollandiae ENSDNVG00000010839
nothoprocta_perdicaria ENSNPEG00000008677
crocodylus_porosus ENSCPRG00005000770
gopherus_agassizii ENSGAGG00000023107
chelonoidis_abingdonii ENSCABG00000006989
chrysemys_picta_bellii ENSCPBG00000025554
pelodiscus_sinensis ENSPSIG00000011323
pogona_vitticeps ENSPVIG00000017033
anolis_carolinensis ENSACAG00000010052
salvator_merianae ENSSMRG00000021569
pan_paniscus ENSPPAG00000042974
pan_troglodytes ENSPTRG00000007205
homo_sapiens ENSG00000103599
gorilla_gorilla ENSGGOG00000004722
pongo_abelii ENSPPYG00000006585
nomascus_leucogenys ENSNLEG00000013025
piliocolobus_tephrosceles ENSPTEG00000033209
colobus_angolensis_palliatus ENSCANG00000033703
rhinopithecus_roxellana ENSRROG00000023549
rhinopithecus_bieti ENSRBIG00000037509
cercocebus_atys ENSCATG00000042766
papio_anubis ENSPANG00000016625
theropithecus_gelada ENSTGEG00000025196
mandrillus_leucophaeus ENSMLEG00000008461
macaca_fascicularis ENSMFAG00000001124
macaca_mulatta ENSMMUG00000015458
macaca_nemestrina ENSMNEG00000034386
chlorocebus_sabaeus ENSCSAG00000013352
saimiri_boliviensis_boliviensis ENSSBOG00000024935
cebus_capucinus ENSCCAG00000030855
callithrix_jacchus ENSCJAG00000002130
aotus_nancymaae ENSANAG00000037205
carlito_syrichta ENSTSYG00000010472
propithecus_coquereli ENSPCOG00000021949
prolemur_simus ENSPSMG00000001397
microcebus_murinus ENSMICG00000006127
otolemur_garnettii ENSOGAG00000014224
tupaia_belangeri ENSTBEG00000005168
microtus_ochrogaster ENSMOCG00000016873
peromyscus_maniculatus_bairdii ENSPEMG00000005753
cricetulus_griseus_chok1gshd ENSCGRG00001006084
cricetulus_griseus_crigri-picr ENSCGRG00015020512
cricetulus_griseus_crigri ENSCGRG00000001272
mesocricetus_auratus ENSMAUG00000004333
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033472
mus_spicilegus ENSMSIG00000002651
mus_musculus ENSMUSG00000037801
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032333
mus_pahari MGP_PahariEiJ_G0015199
rattus_norvegicus ENSRNOG00000008353
nannospalax_galili ENSNGAG00000019505
jaculus_jaculus ENSJJAG00000024416
dipodomys_ordii ENSDORG00000006468
octodon_degus ENSODEG00000016134
cavia_aperea ENSCAPG00000014387
chinchilla_lanigera ENSCLAG00000011031
fukomys_damarensis ENSFDAG00000007411
ictidomys_tridecemlineatus ENSSTOG00000010299
marmota_marmota_marmota ENSMMMG00000005869
urocitellus_parryii ENSUPAG00010017914
spermophilus_dauricus ENSSDAG00000015481
oryctolagus_cuniculus ENSOCUG00000006647
ochotona_princeps ENSOPRG00000014936
pteropus_vampyrus ENSPVAG00000002628
myotis_lucifugus ENSMLUG00000002192
equus_caballus ENSECAG00000007674
equus_asinus_asinus ENSEASG00005006301
ursus_maritimus ENSUMAG00000012020
ursus_americanus ENSUAMG00000020552
ailuropoda_melanoleuca ENSAMEG00000005044
neovison_vison ENSNVIG00000016136
mustela_putorius_furo ENSMPUG00000000289
canis_lupus_familiaris ENSCAFG00000017422
canis_lupus_dingo ENSCAFG00020008118
vulpes_vulpes ENSVVUG00000014665
panthera_tigris_altaica ENSPTIG00000014096
panthera_pardus ENSPPRG00000005647
felis_catus ENSFCAG00000004419
ovis_aries ENSOARG00000018328
capra_hircus ENSCHIG00000009034
bos_mutus ENSBMUG00000006265
bos_taurus ENSBTAG00000013638
