microcebus_murinus ENSMICG00000014773
carlito_syrichta ENSTSYG00000004561
oryctolagus_cuniculus ENSOCUG00000010383
heterocephalus_glaber_male ENSHGLG00100013156
heterocephalus_glaber_female ENSHGLG00000014494
fukomys_damarensis ENSFDAG00000015727
mus_musculus ENSMUSG00000018774
mus_spicilegus ENSMSIG00000025801
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017417
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016581
mus_pahari MGP_PahariEiJ_G0017712
microtus_ochrogaster ENSMOCG00000011137
spermophilus_dauricus ENSSDAG00000002893
macaca_mulatta ENSMMUG00000013501
canis_lupus_dingo ENSCAFG00020007845
canis_lupus_familiaris ENSCAFG00000016641
vulpes_vulpes ENSVVUG00000027899
myotis_lucifugus ENSMLUG00000003420
tursiops_truncatus ENSTTRG00000010216
erinaceus_europaeus ENSEEUG00000010505
echinops_telfairi ENSETEG00000017778
monodelphis_domestica ENSMODG00000007113
