paramormyrops_kingsleyae ENSPKIG00000023662
scleropages_formosus ENSSFOG00015003173
mastacembelus_armatus ENSMAMG00000007121
monopterus_albus ENSMALG00000020225
anabas_testudineus ENSATEG00000008092
tetraodon_nigroviridis ENSTNIG00000010285
tetraodon_nigroviridis ENSTNIG00000010286
takifugu_rubripes ENSTRUG00000006986
mola_mola ENSMMOG00000011386
labrus_bergylta ENSLBEG00000019152
scophthalmus_maximus ENSSMAG00000018948
cynoglossus_semilaevis ENSCSEG00000018513
seriola_dumerili ENSSDUG00000001609
seriola_lalandi_dorsalis ENSSLDG00000002033
amphiprion_percula ENSAPEG00000016243
amphiprion_ocellaris ENSAOCG00000017691
acanthochromis_polyacanthus ENSAPOG00000000864
stegastes_partitus ENSSPAG00000012412
astatotilapia_calliptera ENSACLG00000022770
maylandia_zebra ENSMZEG00005014129
haplochromis_burtoni ENSHBUG00000011914
pundamilia_nyererei ENSPNYG00000015082
neolamprologus_brichardi ENSNBRG00000014084
oreochromis_niloticus ENSONIG00000005062
amphilophus_citrinellus ENSACIG00000003562
poecilia_latipinna ENSPLAG00000008535
poecilia_mexicana ENSPMEG00000016977
poecilia_formosa ENSPFOG00000001533
poecilia_reticulata ENSPREG00000020964
xiphophorus_maculatus ENSXMAG00000010877
xiphophorus_couchianus ENSXCOG00000010055
gambusia_affinis ENSGAFG00000009655
fundulus_heteroclitus ENSFHEG00000003699
cyprinodon_variegatus ENSCVAG00000006951
kryptolebias_marmoratus ENSKMAG00000008461
oryzias_latipes ENSORLG00020015934
oryzias_latipes_asm223469v1 ENSORLG00015023296
oryzias_latipes ENSORLG00000010440
oryzias_melastigma ENSOMEG00000002376
gasterosteus_aculeatus ENSGACG00000008185
hippocampus_comes ENSHCOG00000015443
periophthalmus_magnuspinnatus ENSPMGG00000011981
gadus_morhua ENSGMOG00000002720
esox_lucius ENSELUG00000012168
pygocentrus_nattereri ENSPNAG00000020902
astyanax_mexicanus ENSAMXG00000036006
ictalurus_punctatus ENSIPUG00000009495
danio_rerio ENSDARG00000060256
lepisosteus_oculatus ENSLOCG00000006833
pogona_vitticeps ENSPVIG00000014735
salvator_merianae ENSSMRG00000011004
notechis_scutatus ENSNSUG00000016573
sphenodon_punctatus ENSSPUG00000015167
crocodylus_porosus ENSCPRG00005014368
crocodylus_porosus ENSCPRG00005014364
apteryx_haastii ENSAHAG00000003971
apteryx_haastii ENSAHAG00000013797
apteryx_owenii ENSAOWG00000018802
apteryx_rowi ENSARWG00000016771
nothoprocta_perdicaria ENSNPEG00000008342
dromaius_novaehollandiae ENSDNVG00000010753
calidris_pygmaea ENSCPGG00000002083
calidris_pugnax ENSCPUG00000000648
melopsittacus_undulatus ENSMUNG00000003627
lepidothrix_coronata ENSLCOG00000012135
manacus_vitellinus ENSMVIG00005013048
