ciona_savignyi ENSCSAVG00000008467
ciona_intestinalis ENSCING00000002458
ciona_intestinalis ENSCING00000020329
petromyzon_marinus ENSPMAG00000001822
eptatretus_burgeri ENSEBUG00000012582
phascolarctos_cinereus ENSPCIG00000023528
notamacropus_eugenii ENSMEUG00000013458
sarcophilus_harrisii ENSSHAG00000015988
monodelphis_domestica ENSMODG00000007011
pteropus_vampyrus ENSPVAG00000017235
myotis_lucifugus ENSMLUG00000010088
equus_caballus ENSECAG00000021486
equus_asinus_asinus ENSEASG00005015384
bos_mutus ENSBMUG00000017669
bos_taurus ENSBTAG00000013725
bison_bison_bison ENSBBBG00000011250
capra_hircus ENSCHIG00000019361
ovis_aries ENSOARG00000017018
sus_scrofa ENSSSCG00000036643
tursiops_truncatus ENSTTRG00000009883
vicugna_pacos ENSVPAG00000000207
ursus_maritimus ENSUMAG00000017308
ursus_americanus ENSUAMG00000002005
ailuropoda_melanoleuca ENSAMEG00000004361
mustela_putorius_furo ENSMPUG00000017247
neovison_vison ENSNVIG00000009795
canis_lupus_familiaris ENSCAFG00000004581
canis_lupus_dingo ENSCAFG00020006347
vulpes_vulpes ENSVVUG00000013853
panthera_tigris_altaica ENSPTIG00000016511
panthera_pardus ENSPPRG00000013941
felis_catus ENSFCAG00000025901
erinaceus_europaeus ENSEEUG00000007024
macaca_nemestrina ENSMNEG00000044914
macaca_fascicularis ENSMFAG00000038667
macaca_mulatta ENSMMUG00000005158
chlorocebus_sabaeus ENSCSAG00000009184
theropithecus_gelada ENSTGEG00000013570
papio_anubis ENSPANG00000016555
cercocebus_atys ENSCATG00000029332
mandrillus_leucophaeus ENSMLEG00000041788
piliocolobus_tephrosceles ENSPTEG00000010070
colobus_angolensis_palliatus ENSCANG00000040204
rhinopithecus_bieti ENSRBIG00000043036
rhinopithecus_roxellana ENSRROG00000015856
pan_paniscus ENSPPAG00000038220
pan_troglodytes ENSPTRG00000014659
homo_sapiens ENSG00000131381
gorilla_gorilla ENSGGOG00000012784
pongo_abelii ENSPPYG00000013410
nomascus_leucogenys ENSNLEG00000005222
cebus_capucinus ENSCCAG00000015545
callithrix_jacchus ENSCJAG00000017163
saimiri_boliviensis_boliviensis ENSSBOG00000029767
aotus_nancymaae ENSANAG00000022849
carlito_syrichta ENSTSYG00000004767
otolemur_garnettii ENSOGAG00000014042
castor_canadensis ENSCCNG00000004629
dipodomys_ordii ENSDORG00000009815
mus_musculus ENSMUSG00000014550
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029689
mus_spicilegus ENSMSIG00000009926
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028663
mus_pahari MGP_PahariEiJ_G0022410
rattus_norvegicus ENSRNOG00000011391
meriones_unguiculatus ENSMUGG00000016422
cricetulus_griseus_crigri-picr ENSCGRG00015014405
cricetulus_griseus_chok1gshd ENSCGRG00001018030
cricetulus_griseus_crigri ENSCGRG00000015387
mesocricetus_auratus ENSMAUG00000010240
peromyscus_maniculatus_bairdii ENSPEMG00000026045
nannospalax_galili ENSNGAG00000022967
jaculus_jaculus ENSJJAG00000024360
ictidomys_tridecemlineatus ENSSTOG00000022986
urocitellus_parryii ENSUPAG00010000555
spermophilus_dauricus ENSSDAG00000014784
marmota_marmota_marmota ENSMMMG00000011435
heterocephalus_glaber_female ENSHGLG00000007514
heterocephalus_glaber_male ENSHGLG00100005487
fukomys_damarensis ENSFDAG00000006903
chinchilla_lanigera ENSCLAG00000011613
octodon_degus ENSODEG00000001991
cavia_porcellus ENSCPOG00000003200
oryctolagus_cuniculus ENSOCUG00000006988
ochotona_princeps ENSOPRG00000009380
tupaia_belangeri ENSTBEG00000017082
loxodonta_africana ENSLAFG00000004227
procavia_capensis ENSPCAG00000015642
echinops_telfairi ENSETEG00000001385
dasypus_novemcinctus ENSDNOG00000017087
choloepus_hoffmanni ENSCHOG00000006988
sorex_araneus ENSSARG00000001227
ornithorhynchus_anatinus ENSOANG00000014024
pogona_vitticeps ENSPVIG00000021099
