myotis_lucifugus ENSMLUG00000011312
pteropus_vampyrus ENSPVAG00000013438
capra_hircus ENSCHIG00000012384
ovis_aries ENSOARG00000004597
bos_indicus ENSBIXG00005026876
bos_indicus ENSBIXG00000008434
bos_taurus ENSBTAG00000034005
bos_mutus ENSBMUG00000010687
bison_bison ENSBBBG00000004471
sus_scrofa ENSSSCG00000032080
tursiops_truncatus ENSTTRG00000006741
vicugna_pacos ENSVPAG00000006933
equus_asinus ENSEASG00005007973
equus_caballus ENSECAG00000011523
ursus_maritimus ENSUMAG00000013450
ursus_americanus ENSUAMG00000019806
ailuropoda_melanoleuca ENSAMEG00000004768
neovison_vison ENSNVIG00000014659
canis_lupus ENSCAFG00000030878
canis_lupus ENSCAFG00020000772
vulpes_vulpes ENSVVUG00000021550
panthera_tigris ENSPTIG00000012753
panthera_pardus ENSPPRG00000011060
felis_catus ENSFCAG00000044663
mus_spretus MGP_SPRETEiJ_G0033996
mus_spicilegus ENSMSIG00000022506
mus_musculus ENSMUSG00000057895
mus_caroli MGP_CAROLIEiJ_G0032848
mus_pahari MGP_PahariEiJ_G0015714
rattus_norvegicus ENSRNOG00000032919
meriones_unguiculatus ENSMUGG00000008559
cricetulus_griseus ENSCGRG00015011744
cricetulus_griseus ENSCGRG00001015131
cricetulus_griseus ENSCGRG00000006636
mesocricetus_auratus ENSMAUG00000021098
peromyscus_maniculatus ENSPEMG00000007469
microtus_ochrogaster ENSMOCG00000014986
nannospalax_galili ENSNGAG00000000706
jaculus_jaculus ENSJJAG00000010322
dipodomys_ordii ENSDORG00000007204
chinchilla_lanigera ENSCLAG00000015461
cavia_porcellus ENSCPOG00000010619
heterocephalus_glaber ENSHGLG00000012401
heterocephalus_glaber ENSHGLG00100013734
fukomys_damarensis ENSFDAG00000015167
urocitellus_parryii ENSUPAG00010011784
ictidomys_tridecemlineatus ENSSTOG00000015127
spermophilus_dauricus ENSSDAG00000008983
marmota_marmota ENSMMMG00000008861
ochotona_princeps ENSOPRG00000015405
oryctolagus_cuniculus ENSOCUG00000004757
tupaia_belangeri ENSTBEG00000007906
homo_sapiens ENSG00000169981
gorilla_gorilla ENSGGOG00000012968
pan_paniscus ENSPPAG00000038895
pan_troglodytes ENSPTRG00000014822
pongo_abelii ENSPPYG00000013957
nomascus_leucogenys ENSNLEG00000005976
colobus_angolensis ENSCANG00000037270
piliocolobus_tephrosceles ENSPTEG00000012025
rhinopithecus_bieti ENSRBIG00000028312
rhinopithecus_roxellana ENSRROG00000040118
macaca_fascicularis ENSMFAG00000041661
macaca_nemestrina ENSMNEG00000032821
macaca_mulatta ENSMMUG00000031705
theropithecus_gelada ENSTGEG00000013058
papio_anubis ENSPANG00000011081
cercocebus_atys ENSCATG00000030309
mandrillus_leucophaeus ENSMLEG00000041619
chlorocebus_sabaeus ENSCSAG00000016604
cebus_capucinus ENSCCAG00000032821
saimiri_boliviensis ENSSBOG00000022775
callithrix_jacchus ENSCJAG00000001827
aotus_nancymaae ENSANAG00000019550
carlito_syrichta ENSTSYG00000029058
microcebus_murinus ENSMICG00000005568
prolemur_simus ENSPSMG00000015792
propithecus_coquereli ENSPCOG00000000298
otolemur_garnettii ENSOGAG00000014993
choloepus_hoffmanni ENSCHOG00000013987
dasypus_novemcinctus ENSDNOG00000017898
loxodonta_africana ENSLAFG00000005378
procavia_capensis ENSPCAG00000009403
echinops_telfairi ENSETEG00000014012
