pygocentrus_nattereri ENSPNAG00000020472
astyanax_mexicanus ENSAMXG00000038902
astyanax_mexicanus ENSAMXG00000040160
ictalurus_punctatus ENSIPUG00000014787
danio_rerio ENSDARG00000105096
danio_rerio ENSDARG00000104976
fundulus_heteroclitus ENSFHEG00000021822
cyprinodon_variegatus ENSCVAG00000013367
xiphophorus_maculatus ENSXMAG00000024828
xiphophorus_couchianus ENSXCOG00000007370
gambusia_affinis ENSGAFG00000021130
poecilia_latipinna ENSPLAG00000001620
poecilia_mexicana ENSPMEG00000024109
poecilia_reticulata ENSPREG00000003966
cyprinodon_variegatus ENSCVAG00000013001
haplochromis_burtoni ENSHBUG00000013066
pundamilia_nyererei ENSPNYG00000000644
maylandia_zebra ENSMZEG00005002956
fundulus_heteroclitus ENSFHEG00000021869
fundulus_heteroclitus ENSFHEG00000004654
cyprinodon_variegatus ENSCVAG00000012993
oryzias_latipes_asm223469v1 ENSORLG00015003683
oryzias_latipes ENSORLG00000022306
oryzias_latipes ENSORLG00000024643
paramormyrops_kingsleyae ENSPKIG00000000368
paramormyrops_kingsleyae ENSPKIG00000012068
scleropages_formosus ENSSFOG00015001990
