ursus_americanus ENSUAMG00000024074
ursus_maritimus ENSUMAG00000023012
ailuropoda_melanoleuca ENSAMEG00000017626
mustela_putorius_furo ENSMPUG00000016919
neovison_vison ENSNVIG00000018457
canis_lupus_familiaris ENSCAFG00000009904
canis_lupus_dingo ENSCAFG00020009157
vulpes_vulpes ENSVVUG00000000749
panthera_pardus ENSPPRG00000014395
panthera_tigris_altaica ENSPTIG00000000972
felis_catus ENSFCAG00000037081
erinaceus_europaeus ENSEEUG00000004150
bos_mutus ENSBMUG00000002662
bos_taurus ENSBTAG00000003578
bison_bison_bison ENSBBBG00000021651
capra_hircus ENSCHIG00000020911
ovis_aries ENSOARG00000016638
sus_scrofa ENSSSCG00000010565
tursiops_truncatus ENSTTRG00000014929
vicugna_pacos ENSVPAG00000003117
pteropus_vampyrus ENSPVAG00000006479
myotis_lucifugus ENSMLUG00000004947
equus_asinus_asinus ENSEASG00005008874
equus_caballus ENSECAG00000009848
dipodomys_ordii ENSDORG00000014209
castor_canadensis ENSCCNG00000016735
cricetulus_griseus_chok1gshd ENSCGRG00001005917
cricetulus_griseus_crigri-picr ENSCGRG00015022547
cricetulus_griseus_crigri ENSCGRG00000001182
mesocricetus_auratus ENSMAUG00000017884
peromyscus_maniculatus_bairdii ENSPEMG00000014479
microtus_ochrogaster ENSMOCG00000013756
mus_musculus ENSMUSG00000041035
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023938
mus_spicilegus ENSMSIG00000012629
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023017
mus_pahari MGP_PahariEiJ_G0014507
rattus_norvegicus ENSRNOG00000017241
meriones_unguiculatus ENSMUGG00000014578
nannospalax_galili ENSNGAG00000015959
jaculus_jaculus ENSJJAG00000010119
ictidomys_tridecemlineatus ENSSTOG00000011490
urocitellus_parryii ENSUPAG00010010220
spermophilus_dauricus ENSSDAG00000022556
marmota_marmota_marmota ENSMMMG00000023210
cavia_porcellus ENSCPOG00000005499
cavia_aperea ENSCAPG00000013890
octodon_degus ENSODEG00000005983
chinchilla_lanigera ENSCLAG00000001147
heterocephalus_glaber_female ENSHGLG00000019507
heterocephalus_glaber_male ENSHGLG00100014448
fukomys_damarensis ENSFDAG00000001640
propithecus_coquereli ENSPCOG00000017781
microcebus_murinus ENSMICG00000007381
prolemur_simus ENSPSMG00000010850
oryctolagus_cuniculus ENSOCUG00000015373
ochotona_princeps ENSOPRG00000007167
callithrix_jacchus ENSCJAG00000017614
cebus_capucinus ENSCCAG00000031078
saimiri_boliviensis_boliviensis ENSSBOG00000024659
saimiri_boliviensis_boliviensis ENSSBOG00000026056
aotus_nancymaae ENSANAG00000036663
pan_paniscus ENSPPAG00000038194
pan_troglodytes ENSPTRG00000002871
gorilla_gorilla ENSGGOG00000005035
homo_sapiens ENSG00000166171
pongo_abelii ENSPPYG00000002585
nomascus_leucogenys ENSNLEG00000014878
macaca_mulatta ENSMMUG00000006751
macaca_fascicularis ENSMFAG00000036058
macaca_nemestrina ENSMNEG00000039583
mandrillus_leucophaeus ENSMLEG00000036892
theropithecus_gelada ENSTGEG00000019443
papio_anubis ENSPANG00000021068
cercocebus_atys ENSCATG00000015600
chlorocebus_sabaeus ENSCSAG00000005519
rhinopithecus_roxellana ENSRROG00000044275
rhinopithecus_bieti ENSRBIG00000029630
piliocolobus_tephrosceles ENSPTEG00000026696
colobus_angolensis_palliatus ENSCANG00000024697
tupaia_belangeri ENSTBEG00000006817
dasypus_novemcinctus ENSDNOG00000042220
choloepus_hoffmanni ENSCHOG00000008238
procavia_capensis ENSPCAG00000004838
echinops_telfairi ENSETEG00000018356
loxodonta_africana ENSLAFG00000009478
sorex_araneus ENSSARG00000003692
carlito_syrichta ENSTSYG00000036432
phascolarctos_cinereus ENSPCIG00000029028
notamacropus_eugenii ENSMEUG00000004066
sarcophilus_harrisii ENSSHAG00000010120
monodelphis_domestica ENSMODG00000011742
ornithorhynchus_anatinus ENSOANG00000007314
apteryx_rowi ENSARWG00000000811
apteryx_owenii ENSAOWG00000005184
apteryx_haastii ENSAHAG00000007063
dromaius_novaehollandiae ENSDNVG00000014788
nothoprocta_perdicaria ENSNPEG00000010211
meleagris_gallopavo ENSMGAG00000010112
coturnix_japonica ENSCJPG00005019857
gallus_gallus ENSGALG00000007731
numida_meleagris ENSNMEG00000013575
anser_brachyrhynchus ENSABRG00000007691
anas_platyrhynchos_platyrhynchos ENSAPLG00000010260
calidris_pygmaea ENSCPGG00000005597
calidris_pugnax ENSCPUG00000010672
melopsittacus_undulatus ENSMUNG00000010894
lepidothrix_coronata ENSLCOG00000016484
manacus_vitellinus ENSMVIG00005018616
lonchura_striata_domestica ENSLSDG00000005345
taeniopygia_guttata ENSTGUG00000009967
serinus_canaria ENSSCAG00000016547
zonotrichia_albicollis ENSZALG00000006765
junco_hyemalis ENSJHYG00000001690
cyanistes_caeruleus ENSCCEG00000000167
parus_major ENSPMJG00000004583
ficedula_albicollis ENSFALG00000008617
gopherus_agassizii ENSGAGG00000003080
chelonoidis_abingdonii ENSCABG00000002448
chrysemys_picta_bellii ENSCPBG00000003764
anolis_carolinensis ENSACAG00000029359
pogona_vitticeps ENSPVIG00000013908
notechis_scutatus ENSNSUG00000006670
salvator_merianae ENSSMRG00000021664
sphenodon_punctatus ENSSPUG00000011780
crocodylus_porosus ENSCPRG00005013153
xenopus_tropicalis ENSXETG00000010773
latimeria_chalumnae ENSLACG00000002235
paramormyrops_kingsleyae ENSPKIG00000001362
scleropages_formosus ENSSFOG00015003562
takifugu_rubripes ENSTRUG00000014821
tetraodon_nigroviridis ENSTNIG00000012092
periophthalmus_magnuspinnatus ENSPMGG00000022797
fundulus_heteroclitus ENSFHEG00000003458
cyprinodon_variegatus ENSCVAG00000018755
xiphophorus_maculatus ENSXMAG00000000098
xiphophorus_couchianus ENSXCOG00000012462
poecilia_formosa ENSPFOG00000005133
poecilia_mexicana ENSPMEG00000001889
poecilia_latipinna ENSPLAG00000023661
poecilia_reticulata ENSPREG00000000465
gambusia_affinis ENSGAFG00000012712
kryptolebias_marmoratus ENSKMAG00000020966
monopterus_albus ENSMALG00000004351
mastacembelus_armatus ENSMAMG00000009826
anabas_testudineus ENSATEG00000020802
amphiprion_ocellaris ENSAOCG00000021699
amphiprion_percula ENSAPEG00000020676
acanthochromis_polyacanthus ENSAPOG00000015370
stegastes_partitus ENSSPAG00000018765
haplochromis_burtoni ENSHBUG00000020045
maylandia_zebra ENSMZEG00005016422
maylandia_zebra ENSMZEG00005008653
astatotilapia_calliptera ENSACLG00000018774
astatotilapia_calliptera ENSACLG00000018832
pundamilia_nyererei ENSPNYG00000003582
neolamprologus_brichardi ENSNBRG00000022033
oreochromis_niloticus ENSONIG00000018819
amphilophus_citrinellus ENSACIG00000006893
