ciona_intestinalis ENSCING00000014015
ciona_savignyi ENSCSAVG00000010083
caenorhabditis_elegans WBGene00021826
anolis_carolinensis ENSACAG00000009121
pogona_vitticeps ENSPVIG00000005938
salvator_merianae ENSSMRG00000016477
notechis_scutatus ENSNSUG00000013203
sphenodon_punctatus ENSSPUG00000015852
anser_brachyrhynchus ENSABRG00000020980
anas_platyrhynchos ENSAPLG00000015099
gallus_gallus ENSGALG00000033862
meleagris_gallopavo ENSMGAG00000001140
coturnix_japonica ENSCJPG00005004863
numida_meleagris ENSNMEG00000015152
gallus_gallus ENSGALG00000047904
gallus_gallus ENSGALG00000054870
meleagris_gallopavo ENSMGAG00000014922
calidris_pugnax ENSCPUG00000012327
calidris_pygmaea ENSCPGG00000001699
apteryx_rowi ENSARWG00000005910
apteryx_owenii ENSAOWG00000008318
apteryx_haastii ENSAHAG00000019423
dromaius_novaehollandiae ENSDNVG00000008867
nothoprocta_perdicaria ENSNPEG00000003066
crocodylus_porosus ENSCPRG00005014122
chelonoidis_abingdonii ENSCABG00000007996
gopherus_agassizii ENSGAGG00000004919
chrysemys_picta ENSCPBG00000025577
pelodiscus_sinensis ENSPSIG00000014463
vombatus_ursinus ENSVURG00010003367
phascolarctos_cinereus ENSPCIG00000026902
notamacropus_eugenii ENSMEUG00000011759
sarcophilus_harrisii ENSSHAG00000005730
monodelphis_domestica ENSMODG00000020454
homo_sapiens ENSG00000091164
gorilla_gorilla ENSGGOG00000009301
nomascus_leucogenys ENSNLEG00000008009
pan_paniscus ENSPPAG00000036223
pan_troglodytes ENSPTRG00000010041
pongo_abelii ENSPPYG00000009178
cercocebus_atys ENSCATG00000032462
theropithecus_gelada ENSTGEG00000028454
papio_anubis ENSPANG00000005885
mandrillus_leucophaeus ENSMLEG00000032223
macaca_fascicularis ENSMFAG00000042132
macaca_nemestrina ENSMNEG00000028057
macaca_mulatta ENSMMUG00000012915
chlorocebus_sabaeus ENSCSAG00000018145
rhinopithecus_roxellana ENSRROG00000030338
piliocolobus_tephrosceles ENSPTEG00000015372
colobus_angolensis ENSCANG00000032913
rhinopithecus_bieti ENSRBIG00000035017
macaca_fascicularis ENSMFAG00000045070
mandrillus_leucophaeus ENSMLEG00000037499
cercocebus_atys ENSCATG00000039893
papio_anubis ENSPANG00000025016
callithrix_jacchus ENSCJAG00000004012
saimiri_boliviensis ENSSBOG00000028008
aotus_nancymaae ENSANAG00000032872
carlito_syrichta ENSTSYG00000005923
prolemur_simus ENSPSMG00000024109
propithecus_coquereli ENSPCOG00000014144
microcebus_murinus ENSMICG00000034326
spermophilus_dauricus ENSSDAG00000000051
spermophilus_dauricus ENSSDAG00000006849
ictidomys_tridecemlineatus ENSSTOG00000000075
urocitellus_parryii ENSUPAG00010013287
marmota_marmota ENSMMMG00000004568
heterocephalus_glaber ENSHGLG00000001313
heterocephalus_glaber ENSHGLG00100000577
fukomys_damarensis ENSFDAG00000017273
cavia_porcellus ENSCPOG00000032075
cavia_aperea ENSCAPG00000005921
chinchilla_lanigera ENSCLAG00000009681
octodon_degus ENSODEG00000018479
mus_musculus ENSMUSG00000024583
mus_spicilegus ENSMSIG00000005854
mus_spretus MGP_SPRETEiJ_G0023254
mus_caroli MGP_CAROLIEiJ_G0022343
mus_pahari MGP_PahariEiJ_G0019072
rattus_norvegicus ENSRNOG00000018818
meriones_unguiculatus ENSMUGG00000013433
