poecilia_mexicana ENSPMEG00000006892
poecilia_latipinna ENSPLAG00000008286
xiphophorus_maculatus ENSXMAG00000025815
gambusia_affinis ENSGAFG00000000018
stegastes_partitus ENSSPAG00000018931
scleropages_formosus ENSSFOG00015010051
lepisosteus_oculatus ENSLOCG00000002506
pogona_vitticeps ENSPVIG00000008041
anolis_carolinensis ENSACAG00000028627
sphenodon_punctatus ENSSPUG00000012726
calidris_pugnax ENSCPUG00000010943
melopsittacus_undulatus ENSMUNG00000004900
serinus_canaria ENSSCAG00000013258
lonchura_striata_domestica ENSLSDG00000001233
junco_hyemalis ENSJHYG00000000087
zonotrichia_albicollis ENSZALG00000000436
ficedula_albicollis ENSFALG00000004795
taeniopygia_guttata ENSTGUG00000003287
parus_major ENSPMJG00000008260
cyanistes_caeruleus ENSCCEG00000020849
lepidothrix_coronata ENSLCOG00000007400
manacus_vitellinus ENSMVIG00005009583
anser_brachyrhynchus ENSABRG00000001499
anas_platyrhynchos_platyrhynchos ENSAPLG00000022804
gallus_gallus ENSGALG00000053332
meleagris_gallopavo ENSMGAG00000009948
coturnix_japonica ENSCJPG00005018457
apteryx_haastii ENSAHAG00000011064
apteryx_owenii ENSAOWG00000013702
apteryx_rowi ENSARWG00000014770
dromaius_novaehollandiae ENSDNVG00000006484
crocodylus_porosus ENSCPRG00005000882
gopherus_agassizii ENSGAGG00000002354
chelonoidis_abingdonii ENSCABG00000011459
chrysemys_picta_bellii ENSCPBG00000004775
pelodiscus_sinensis ENSPSIG00000013269
phascolarctos_cinereus ENSPCIG00000030550
notamacropus_eugenii ENSMEUG00000006777
sarcophilus_harrisii ENSSHAG00000014671
monodelphis_domestica ENSMODG00000015432
pan_paniscus ENSPPAG00000032450
pan_troglodytes ENSPTRG00000007650
homo_sapiens ENSG00000162062
gorilla_gorilla ENSGGOG00000011900
pongo_abelii ENSPPYG00000006999
nomascus_leucogenys ENSNLEG00000009388
papio_anubis ENSPANG00000021607
theropithecus_gelada ENSTGEG00000026396
cercocebus_atys ENSCATG00000035318
mandrillus_leucophaeus ENSMLEG00000035465
macaca_fascicularis ENSMFAG00000034669
macaca_mulatta ENSMMUG00000000002
macaca_nemestrina ENSMNEG00000028640
chlorocebus_sabaeus ENSCSAG00000010559
colobus_angolensis_palliatus ENSCANG00000032451
piliocolobus_tephrosceles ENSPTEG00000032051
rhinopithecus_bieti ENSRBIG00000033216
rhinopithecus_roxellana ENSRROG00000032275
cebus_capucinus ENSCCAG00000034443
saimiri_boliviensis_boliviensis ENSSBOG00000029495
callithrix_jacchus ENSCJAG00000014922
aotus_nancymaae ENSANAG00000027439
carlito_syrichta ENSTSYG00000008199
microcebus_murinus ENSMICG00000014837
propithecus_coquereli ENSPCOG00000015857
prolemur_simus ENSPSMG00000018892
chinchilla_lanigera ENSCLAG00000011679
octodon_degus ENSODEG00000013519
cavia_porcellus ENSCPOG00000014962
heterocephalus_glaber_male ENSHGLG00100005414
heterocephalus_glaber_female ENSHGLG00000006274
fukomys_damarensis ENSFDAG00000014860
ictidomys_tridecemlineatus ENSSTOG00000032383
urocitellus_parryii ENSUPAG00010017883
spermophilus_dauricus ENSSDAG00000010081
marmota_marmota_marmota ENSMMMG00000009162
castor_canadensis ENSCCNG00000008241
dipodomys_ordii ENSDORG00000012452
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022088
mus_spicilegus ENSMSIG00000005241
mus_musculus ENSMUSG00000024118
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021178
mus_pahari MGP_PahariEiJ_G0023494
rattus_norvegicus ENSRNOG00000007436
meriones_unguiculatus ENSMUGG00000025791
peromyscus_maniculatus_bairdii ENSPEMG00000012462
microtus_ochrogaster ENSMOCG00000004256
cricetulus_griseus_crigri-picr ENSCGRG00015012321
cricetulus_griseus_crigri ENSCGRG00000004089
cricetulus_griseus_chok1gshd ENSCGRG00001020943
mesocricetus_auratus ENSMAUG00000001282
nannospalax_galili ENSNGAG00000011714
jaculus_jaculus ENSJJAG00000012878
ochotona_princeps ENSOPRG00000001321
tupaia_belangeri ENSTBEG00000013411
ursus_maritimus ENSUMAG00000022844
ursus_americanus ENSUAMG00000013087
ailuropoda_melanoleuca ENSAMEG00000017912
mustela_putorius_furo ENSMPUG00000015345
neovison_vison ENSNVIG00000023063
canis_lupus_familiaris ENSCAFG00000019368
canis_lupus_dingo ENSCAFG00020026074
vulpes_vulpes ENSVVUG00000009076
panthera_pardus ENSPPRG00000002466
panthera_tigris_altaica ENSPTIG00000016806
felis_catus ENSFCAG00000026746
equus_asinus_asinus ENSEASG00005005750
equus_caballus ENSECAG00000018994
myotis_lucifugus ENSMLUG00000016843
pteropus_vampyrus ENSPVAG00000005111
tursiops_truncatus ENSTTRG00000008228
vicugna_pacos ENSVPAG00000005958
sus_scrofa ENSSSCG00000008055
capra_hircus ENSCHIG00000023026
ovis_aries ENSOARG00000018488
bison_bison_bison ENSBBBG00000023580
bos_mutus ENSBMUG00000015028
loxodonta_africana ENSLAFG00000015941
procavia_capensis ENSPCAG00000000725
dasypus_novemcinctus ENSDNOG00000044152
xenopus_tropicalis ENSXETG00000032467
eptatretus_burgeri ENSEBUG00000004894
