latimeria_chalumnae ENSLACG00000002828
xenopus_tropicalis ENSXETG00000031032
taeniopygia_guttata ENSTGUG00000009055
taeniopygia_guttata ENSTGUG00000016450
lonchura_striata_domestica ENSLSDG00000004510
zonotrichia_albicollis ENSZALG00000002877
cyanistes_caeruleus ENSCCEG00000022203
parus_major ENSPMJG00000017169
ficedula_albicollis ENSFALG00000014005
manacus_vitellinus ENSMVIG00005003706
lepidothrix_coronata ENSLCOG00000002338
melopsittacus_undulatus ENSMUNG00000015152
calidris_pygmaea ENSCPGG00000017544
gallus_gallus ENSGALG00000049654
meleagris_gallopavo ENSMGAG00000008011
coturnix_japonica ENSCJPG00005015484
numida_meleagris ENSNMEG00000020392
anser_brachyrhynchus ENSABRG00000007277
anas_platyrhynchos_platyrhynchos ENSAPLG00000002824
apteryx_owenii ENSAOWG00000001373
apteryx_haastii ENSAHAG00000013342
apteryx_rowi ENSARWG00000000466
dromaius_novaehollandiae ENSDNVG00000008882
nothoprocta_perdicaria ENSNPEG00000004608
crocodylus_porosus ENSCPRG00005005935
gopherus_agassizii ENSGAGG00000004126
chelonoidis_abingdonii ENSCABG00000001255
chrysemys_picta_bellii ENSCPBG00000019273
pelodiscus_sinensis ENSPSIG00000015395
sphenodon_punctatus ENSSPUG00000004344
anolis_carolinensis ENSACAG00000013918
pogona_vitticeps ENSPVIG00000005828
salvator_merianae ENSSMRG00000020044
monodelphis_domestica ENSMODG00000007681
sarcophilus_harrisii ENSSHAG00000005420
notamacropus_eugenii ENSMEUG00000002912
phascolarctos_cinereus ENSPCIG00000011458
echinops_telfairi ENSETEG00000009718
echinops_telfairi ENSETEG00000009715
loxodonta_africana ENSLAFG00000008753
procavia_capensis ENSPCAG00000008687
dasypus_novemcinctus ENSDNOG00000013867
mus_musculus ENSMUSG00000030889
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031513
mus_spicilegus ENSMSIG00000027804
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030399
mus_pahari MGP_PahariEiJ_G0013609
rattus_norvegicus ENSRNOG00000025110
meriones_unguiculatus ENSMUGG00000007834
peromyscus_maniculatus_bairdii ENSPEMG00000013895
microtus_ochrogaster ENSMOCG00000022450
cricetulus_griseus_crigri-picr ENSCGRG00015013879
cricetulus_griseus_crigri ENSCGRG00000000669
cricetulus_griseus_chok1gshd ENSCGRG00001019115
mesocricetus_auratus ENSMAUG00000013456
jaculus_jaculus ENSJJAG00000020241
castor_canadensis ENSCCNG00000027480
chinchilla_lanigera ENSCLAG00000012228
octodon_degus ENSODEG00000011821
cavia_porcellus ENSCPOG00000005457
cavia_aperea ENSCAPG00000014223
heterocephalus_glaber_female ENSHGLG00000009599
heterocephalus_glaber_male ENSHGLG00100011381
nannospalax_galili ENSNGAG00000023454
dipodomys_ordii ENSDORG00000028502
ictidomys_tridecemlineatus ENSSTOG00000000802
urocitellus_parryii ENSUPAG00010010160
spermophilus_dauricus ENSSDAG00000023139
marmota_marmota_marmota ENSMMMG00000023032
oryctolagus_cuniculus ENSOCUG00000008047
ochotona_princeps ENSOPRG00000009552
tupaia_belangeri ENSTBEG00000001244
pan_paniscus ENSPPAG00000032106
pan_troglodytes ENSPTRG00000007874
homo_sapiens ENSG00000175267
gorilla_gorilla ENSGGOG00000008631
pongo_abelii ENSPPYG00000007177
nomascus_leucogenys ENSNLEG00000012151
macaca_fascicularis ENSMFAG00000033453
macaca_nemestrina ENSMNEG00000019107
mandrillus_leucophaeus ENSMLEG00000038696
papio_anubis ENSPANG00000024574
macaca_mulatta ENSMMUG00000010800
cercocebus_atys ENSCATG00000001933
theropithecus_gelada ENSTGEG00000020815
chlorocebus_sabaeus ENSCSAG00000007122
piliocolobus_tephrosceles ENSPTEG00000014448
colobus_angolensis_palliatus ENSCANG00000006762
rhinopithecus_bieti ENSRBIG00000028400
rhinopithecus_roxellana ENSRROG00000043487
callithrix_jacchus ENSCJAG00000009062
saimiri_boliviensis_boliviensis ENSSBOG00000031744
cebus_capucinus ENSCCAG00000036873
aotus_nancymaae ENSANAG00000030531
carlito_syrichta ENSTSYG00000002303
microcebus_murinus ENSMICG00000013492
prolemur_simus ENSPSMG00000018320
propithecus_coquereli ENSPCOG00000015561
otolemur_garnettii ENSOGAG00000007708
erinaceus_europaeus ENSEEUG00000012575
sorex_araneus ENSSARG00000005752
pteropus_vampyrus ENSPVAG00000002142
myotis_lucifugus ENSMLUG00000003678
bos_taurus ENSBTAG00000016244
bos_mutus ENSBMUG00000008598
bison_bison_bison ENSBBBG00000000568
capra_hircus ENSCHIG00000013729
ovis_aries ENSOARG00000015303
tursiops_truncatus ENSTTRG00000010456
sus_scrofa ENSSSCG00000025266
vicugna_pacos ENSVPAG00000010916
ursus_maritimus ENSUMAG00000009534
ursus_americanus ENSUAMG00000009137
ailuropoda_melanoleuca ENSAMEG00000003706
mustela_putorius_furo ENSMPUG00000016819
neovison_vison ENSNVIG00000009143
canis_lupus_familiaris ENSCAFG00000017741
canis_lupus_dingo ENSCAFG00020021522
vulpes_vulpes ENSVVUG00000006503
panthera_tigris_altaica ENSPTIG00000017949
panthera_pardus ENSPPRG00000004829
felis_catus ENSFCAG00000006268
equus_caballus ENSECAG00000009842
equus_asinus_asinus ENSEASG00005002837
ornithorhynchus_anatinus ENSOANG00000003262
junco_hyemalis ENSJHYG00000006571
petromyzon_marinus ENSPMAG00000008072
pygocentrus_nattereri ENSPNAG00000018523
astyanax_mexicanus ENSAMXG00000000350
ictalurus_punctatus ENSIPUG00000008879
danio_rerio ENSDARG00000087210
esox_lucius ENSELUG00000000143
paramormyrops_kingsleyae ENSPKIG00000015219
lepisosteus_oculatus ENSLOCG00000008216
ciona_savignyi ENSCSAVG00000006294
ciona_intestinalis ENSCING00000006859
