choloepus_hoffmanni ENSCHOG00000004747
dasypus_novemcinctus ENSDNOG00000025845
procavia_capensis ENSPCAG00000001093
echinops_telfairi ENSETEG00000008435
rhinopithecus_bieti ENSRBIG00000037011
rhinopithecus_roxellana ENSRROG00000033253
colobus_angolensis_palliatus ENSCANG00000035929
piliocolobus_tephrosceles ENSPTEG00000029935
macaca_nemestrina ENSMNEG00000032579
macaca_mulatta ENSMMUG00000020905
macaca_fascicularis ENSMFAG00000029634
papio_anubis ENSPANG00000004693
cercocebus_atys ENSCATG00000008394
theropithecus_gelada ENSTGEG00000005861
mandrillus_leucophaeus ENSMLEG00000032146
chlorocebus_sabaeus ENSCSAG00000018226
pan_paniscus ENSPPAG00000034652
pan_troglodytes ENSPTRG00000029279
gorilla_gorilla ENSGGOG00000014525
homo_sapiens ENSG00000206043
pongo_abelii ENSPPYG00000009241
nomascus_leucogenys ENSNLEG00000009238
cebus_capucinus ENSCCAG00000023366
saimiri_boliviensis_boliviensis ENSSBOG00000027206
callithrix_jacchus ENSCJAG00000003172
aotus_nancymaae ENSANAG00000028286
carlito_syrichta ENSTSYG00000008810
propithecus_coquereli ENSPCOG00000019533
prolemur_simus ENSPSMG00000019568
microcebus_murinus ENSMICG00000041724
otolemur_garnettii ENSOGAG00000000053
tupaia_belangeri ENSTBEG00000015053
heterocephalus_glaber_male ENSHGLG00100014602
fukomys_damarensis ENSFDAG00000019724
chinchilla_lanigera ENSCLAG00000008797
spermophilus_dauricus ENSSDAG00000019677
urocitellus_parryii ENSUPAG00010015537
marmota_marmota_marmota ENSMMMG00000018708
mus_spicilegus ENSMSIG00000024036
mus_musculus ENSMUSG00000117781
rattus_norvegicus ENSRNOG00000038241
meriones_unguiculatus ENSMUGG00000023843
cricetulus_griseus_crigri-picr ENSCGRG00015015196
peromyscus_maniculatus_bairdii ENSPEMG00000031219
castor_canadensis ENSCCNG00000019314
oryctolagus_cuniculus ENSOCUG00000029434
ochotona_princeps ENSOPRG00000012400
myotis_lucifugus ENSMLUG00000028665
pteropus_vampyrus ENSPVAG00000000733
ursus_americanus ENSUAMG00000009497
ursus_maritimus ENSUMAG00000004610
ailuropoda_melanoleuca ENSAMEG00000013625
neovison_vison ENSNVIG00000011632
mustela_putorius_furo ENSMPUG00000016631
canis_lupus_dingo ENSCAFG00020015633
canis_lupus_familiaris ENSCAFG00000023159
vulpes_vulpes ENSVVUG00000018634
panthera_tigris_altaica ENSPTIG00000011710
panthera_pardus ENSPPRG00000012554
felis_catus ENSFCAG00000011958
capra_hircus ENSCHIG00000000176
ovis_aries ENSOARG00000004685
bison_bison_bison ENSBBBG00000001219
bos_taurus ENSBTAG00000022466
bos_mutus ENSBMUG00000020026
tursiops_truncatus ENSTTRG00000015275
vicugna_pacos ENSVPAG00000010943
sus_scrofa ENSSSCG00000004874
equus_caballus ENSECAG00000017611
equus_asinus_asinus ENSEASG00005023060
sorex_araneus ENSSARG00000001055
phascolarctos_cinereus ENSPCIG00000006419
notamacropus_eugenii ENSMEUG00000010837
sarcophilus_harrisii ENSSHAG00000007427
monodelphis_domestica ENSMODG00000012384
ornithorhynchus_anatinus ENSOANG00000021882
apteryx_haastii ENSAHAG00000003141
apteryx_owenii ENSAOWG00000010409
apteryx_rowi ENSARWG00000004212
dromaius_novaehollandiae ENSDNVG00000014701
nothoprocta_perdicaria ENSNPEG00000010464
lonchura_striata_domestica ENSLSDG00000013576
serinus_canaria ENSSCAG00000007561
parus_major ENSPMJG00000014323
zonotrichia_albicollis ENSZALG00000001264
junco_hyemalis ENSJHYG00000015142
cyanistes_caeruleus ENSCCEG00000012772
ficedula_albicollis ENSFALG00000004643
manacus_vitellinus ENSMVIG00005001553
lepidothrix_coronata ENSLCOG00000015807
calidris_pugnax ENSCPUG00000006471
calidris_pygmaea ENSCPGG00000003585
melopsittacus_undulatus ENSMUNG00000003455
gallus_gallus ENSGALG00000044510
coturnix_japonica ENSCJPG00005007359
numida_meleagris ENSNMEG00000005509
anser_brachyrhynchus ENSABRG00000018918
crocodylus_porosus ENSCPRG00005004874
chelonoidis_abingdonii ENSCABG00000022205
gopherus_agassizii ENSGAGG00000022527
chrysemys_picta_bellii ENSCPBG00000002599
pelodiscus_sinensis ENSPSIG00000003033
anolis_carolinensis ENSACAG00000003727
pogona_vitticeps ENSPVIG00000016791
notechis_scutatus ENSNSUG00000013518
salvator_merianae ENSSMRG00000004070
latimeria_chalumnae ENSLACG00000022364
astyanax_mexicanus ENSAMXG00000036984
pygocentrus_nattereri ENSPNAG00000007728
ictalurus_punctatus ENSIPUG00000000348
poecilia_latipinna ENSPLAG00000010370
poecilia_formosa ENSPFOG00000022924
gambusia_affinis ENSGAFG00000002174
xiphophorus_maculatus ENSXMAG00000001582
xiphophorus_couchianus ENSXCOG00000002986
poecilia_reticulata ENSPREG00000010213
oryzias_latipes ENSORLG00020010505
amphiprion_ocellaris ENSAOCG00000021428
stegastes_partitus ENSSPAG00000001225
seriola_dumerili ENSSDUG00000016420
amphilophus_citrinellus ENSACIG00000022145
mola_mola ENSMMOG00000019243
monopterus_albus ENSMALG00000020266
scleropages_formosus ENSSFOG00015020533
lepisosteus_oculatus ENSLOCG00000012092
caenorhabditis_elegans_strain_n2 WBGene00017674
