chrysemys_picta_bellii ENSCPBG00000000017
pelodiscus_sinensis ENSPSIG00000019306
anolis_carolinensis ENSACAG00000028225
vicugna_pacos ENSVPAG00000018143
tursiops_truncatus ENSTTRG00000025390
sus_scrofa ENSSSCG00000018075
ovis_aries ENSOARG00000000016
capra_hircus ENSCHIG00000000016
bison_bison_bison ENSBBBG00000000017
bos_mutus ENSBMUG00000000017
bos_taurus ENSBTAG00000043561
ursus_maritimus ENSUMAG00000000016
ailuropoda_melanoleuca ENSAMEG00000023436
canis_lupus_familiaris ENSCAFG00000022723
felis_catus ENSFCAG00000032058
panthera_pardus ENSPPRG00000000016
equus_caballus ENSECAG00000027689
propithecus_coquereli ENSPCOG00000000016
microcebus_murinus ENSMICG00000028845
dasypus_novemcinctus ENSDNOG00000045117
heterocephalus_glaber_male ENSHGLG00100000016
heterocephalus_glaber_female ENSHGLG00000000016
fukomys_damarensis ENSFDAG00000000016
cavia_porcellus ENSCPOG00000017413
chinchilla_lanigera ENSCLAG00000000016
ictidomys_tridecemlineatus ENSSTOG00000030392
oryctolagus_cuniculus ENSOCUG00000029096
macaca_mulatta ENSMMUG00000028689
macaca_fascicularis ENSMFAG00000046417
mandrillus_leucophaeus ENSMLEG00000000016
chlorocebus_sabaeus ENSCSAG00000000016
rhinopithecus_bieti ENSRBIG00000000016
rhinopithecus_roxellana ENSRROG00000000016
pan_troglodytes ENSPTRG00000042657
pan_paniscus ENSPPAG00000000016
homo_sapiens ENSG00000198804
gorilla_gorilla ENSGGOG00000023924
pongo_abelii ENSPPYG00000020955
saimiri_boliviensis_boliviensis ENSSBOG00000000016
echinops_telfairi ENSETEG00000026969
ochotona_princeps ENSOPRG00000024304
tupaia_belangeri ENSTBEG00000021325
procavia_capensis ENSPCAG00000020691
loxodonta_africana ENSLAFG00000033284
carlito_syrichta ENSTSYG00000025372
cricetulus_griseus_chok1gshd ENSCGRG00001000016
cricetulus_griseus_crigri ENSCGRG00000000016
mesocricetus_auratus ENSMAUG00000000016
microtus_ochrogaster ENSMOCG00000000016
mus_musculus ENSMUSG00000064351
rattus_norvegicus ENSRNOG00000034234
meriones_unguiculatus ENSMUGG00000000017
jaculus_jaculus ENSJJAG00000000016
neovison_vison ENSNVIG00000024134
erinaceus_europaeus ENSEEUG00000023932
monodelphis_domestica ENSMODG00000021572
sarcophilus_harrisii ENSSHAG00000020435
phascolarctos_cinereus ENSPCIG00000031977
ornithorhynchus_anatinus ENSOANG00000019378
ficedula_albicollis ENSFALG00000016245
parus_major ENSPMJG00000000017
taeniopygia_guttata ENSTGUG00000018747
lonchura_striata_domestica ENSLSDG00000000017
melopsittacus_undulatus ENSMUNG00000000017
gallus_gallus ENSGALG00000032142
meleagris_gallopavo ENSMGAG00000017450
coturnix_japonica ENSCJPG00005000017
numida_meleagris ENSNMEG00000000017
xenopus_tropicalis ENSXETG00000034371
latimeria_chalumnae ENSLACG00000022071
pygocentrus_nattereri ENSPNAG00000000017
ictalurus_punctatus ENSIPUG00000000017
danio_rerio ENSDARG00000063905
esox_lucius ENSELUG00000000017
takifugu_rubripes ENSTRUG00000018675
tetraodon_nigroviridis ENSTNIG00000000533
oryzias_latipes ENSORLG00000021763
cyprinodon_variegatus ENSCVAG00000000017
neolamprologus_brichardi ENSNBRG00000000017
maylandia_zebra ENSMZEG00005000017
amphiprion_ocellaris ENSAOCG00000000017
seriola_dumerili ENSSDUG00000000017
seriola_lalandi_dorsalis ENSSLDG00000000017
gasterosteus_aculeatus ENSGACG00000020935
fundulus_heteroclitus ENSFHEG00000000017
kryptolebias_marmoratus ENSKMAG00000000017
lepisosteus_oculatus ENSLOCG00000020981
scleropages_formosus ENSSFOG00015000017
xiphophorus_maculatus ENSXMAG00000020796
poecilia_reticulata ENSPREG00000000017
monopterus_albus ENSMALG00000000017
hippocampus_comes ENSHCOG00000000017
cynoglossus_semilaevis ENSCSEG00000000017
crocodylus_porosus ENSCPRG00005000017
petromyzon_marinus ENSPMAG00000013095
ciona_savignyi ENSCSAVG00000012483
ciona_intestinalis ENSCING00000025226
drosophila_melanogaster FBgn0013674
caenorhabditis_elegans_strain_n2 WBGene00010964
saccharomyces_cerevisiae Q0045
saccharomyces_cerevisiae Q0070
saccharomyces_cerevisiae Q0065
