mastacembelus_armatus ENSMAMG00000022877
cynoglossus_semilaevis ENSCSEG00000021350
takifugu_rubripes ENSTRUG00000017140
tetraodon_nigroviridis ENSTNIG00000016062
mola_mola ENSMMOG00000008353
seriola_dumerili ENSSDUG00000016456
seriola_lalandi_dorsalis ENSSLDG00000009322
scophthalmus_maximus ENSSMAG00000018661
gasterosteus_aculeatus ENSGACG00000001242
gasterosteus_aculeatus ENSGACG00000009054
monopterus_albus ENSMALG00000013537
labrus_bergylta ENSLBEG00000003271
anabas_testudineus ENSATEG00000003952
maylandia_zebra ENSMZEG00005013547
haplochromis_burtoni ENSHBUG00000009186
astatotilapia_calliptera ENSACLG00000013100
pundamilia_nyererei ENSPNYG00000001790
neolamprologus_brichardi ENSNBRG00000013825
oreochromis_niloticus ENSONIG00000003909
amphilophus_citrinellus ENSACIG00000023511
amphiprion_ocellaris ENSAOCG00000017712
amphiprion_percula ENSAPEG00000013275
acanthochromis_polyacanthus ENSAPOG00000009604
stegastes_partitus ENSSPAG00000008937
fundulus_heteroclitus ENSFHEG00000009691
cyprinodon_variegatus ENSCVAG00000008967
poecilia_mexicana ENSPMEG00000005283
poecilia_mexicana ENSPMEG00000013164
poecilia_latipinna ENSPLAG00000013749
poecilia_formosa ENSPFOG00000014640
poecilia_reticulata ENSPREG00000002662
xiphophorus_maculatus ENSXMAG00000014458
gambusia_affinis ENSGAFG00000004115
kryptolebias_marmoratus ENSKMAG00000000359
oryzias_latipes ENSORLG00000028103
oryzias_latipes_asm223469v1 ENSORLG00015022745
oryzias_melastigma ENSOMEG00000006014
hippocampus_comes ENSHCOG00000000444
esox_lucius ENSELUG00000012633
pygocentrus_nattereri ENSPNAG00000013667
astyanax_mexicanus ENSAMXG00000000447
ictalurus_punctatus ENSIPUG00000023130
danio_rerio ENSDARG00000004823
paramormyrops_kingsleyae ENSPKIG00000025541
scleropages_formosus ENSSFOG00015013181
lepisosteus_oculatus ENSLOCG00000015587
pogona_vitticeps ENSPVIG00000017822
anolis_carolinensis ENSACAG00000008056
notechis_scutatus ENSNSUG00000012057
salvator_merianae ENSSMRG00000012548
sphenodon_punctatus ENSSPUG00000017359
apteryx_owenii ENSAOWG00000012263
apteryx_haastii ENSAHAG00000005342
apteryx_rowi ENSARWG00000012030
dromaius_novaehollandiae ENSDNVG00000012853
nothoprocta_perdicaria ENSNPEG00000014185
ficedula_albicollis ENSFALG00000010054
taeniopygia_guttata ENSTGUG00000004962
zonotrichia_albicollis ENSZALG00000007185
junco_hyemalis ENSJHYG00000015044
cyanistes_caeruleus ENSCCEG00000005059
parus_major ENSPMJG00000010138
manacus_vitellinus ENSMVIG00005007326
serinus_canaria ENSSCAG00000009534
lepidothrix_coronata ENSLCOG00000011895
melopsittacus_undulatus ENSMUNG00000016861
calidris_pugnax ENSCPUG00000009206
calidris_pygmaea ENSCPGG00000011773
gallus_gallus ENSGALG00000034574
meleagris_gallopavo ENSMGAG00000008859
coturnix_japonica ENSCJPG00005012161
numida_meleagris ENSNMEG00000009841
anser_brachyrhynchus ENSABRG00000006101
crocodylus_porosus ENSCPRG00005010351
gopherus_agassizii ENSGAGG00000008414
chelonoidis_abingdonii ENSCABG00000013225
chrysemys_picta_bellii ENSCPBG00000007263
pelodiscus_sinensis ENSPSIG00000016815
ornithorhynchus_anatinus ENSOANG00000028519
ornithorhynchus_anatinus ENSOANG00000031342
phascolarctos_cinereus ENSPCIG00000005288
sarcophilus_harrisii ENSSHAG00000001508
notamacropus_eugenii ENSMEUG00000011972
sarcophilus_harrisii ENSSHAG00000017307
monodelphis_domestica ENSMODG00000015784
heterocephalus_glaber_male ENSHGLG00100001965
heterocephalus_glaber_female ENSHGLG00000002226
heterocephalus_glaber_male ENSHGLG00100007152
heterocephalus_glaber_female ENSHGLG00000008606
fukomys_damarensis ENSFDAG00000013271
octodon_degus ENSODEG00000001288
chinchilla_lanigera ENSCLAG00000003377
cavia_porcellus ENSCPOG00000009750
cavia_aperea ENSCAPG00000006036
marmota_marmota_marmota ENSMMMG00000014625
spermophilus_dauricus ENSSDAG00000019454
