pygocentrus_nattereri ENSPNAG00000012617
astyanax_mexicanus ENSAMXG00005012643
ictalurus_punctatus ENSIPUG00000019201
amphiprion_ocellaris ENSAOCG00000019500
acanthochromis_polyacanthus ENSAPOG00000000250
stegastes_partitus ENSSPAG00000021474
larimichthys_crocea ENSLCRG00005008493
anabas_testudineus ENSATEG00000009604
betta_splendens ENSBSLG00000021937
mastacembelus_armatus ENSMAMG00000011167
seriola_dumerili ENSSDUG00000020451
seriola_lalandi ENSSLDG00000021920
labrus_bergylta ENSLBEG00000009335
latimeria_chalumnae ENSLACG00000005714
ciona_savignyi ENSCSAVG00000008002
ciona_intestinalis ENSCING00000007369
