pogona_vitticeps ENSPVIG00000021657
anolis_carolinensis ENSACAG00000009531
salvator_merianae ENSSMRG00000006112
sphenodon_punctatus ENSSPUG00000016924
chelonoidis_abingdonii ENSCABG00000014307
chrysemys_picta_bellii ENSCPBG00000014901
pelodiscus_sinensis ENSPSIG00000017493
ornithorhynchus_anatinus ENSOANG00000022077
phascolarctos_cinereus ENSPCIG00000001877
notamacropus_eugenii ENSMEUG00000004589
sarcophilus_harrisii ENSSHAG00000003948
monodelphis_domestica ENSMODG00000020862
capra_hircus ENSCHIG00000016262
ovis_aries ENSOARG00000009239
bos_mutus ENSBMUG00000019750
bison_bison_bison ENSBBBG00000015859
bos_taurus ENSBTAG00000009493
tursiops_truncatus ENSTTRG00000007937
sus_scrofa ENSSSCG00000027426
pteropus_vampyrus ENSPVAG00000015934
ursus_americanus ENSUAMG00000018157
ailuropoda_melanoleuca ENSAMEG00000012849
mustela_putorius_furo ENSMPUG00000006326
neovison_vison ENSNVIG00000007496
canis_lupus_dingo ENSCAFG00020012864
panthera_pardus ENSPPRG00000006951
felis_catus ENSFCAG00000027801
vulpes_vulpes ENSVVUG00000008363
canis_lupus_familiaris ENSCAFG00000004655
ursus_maritimus ENSUMAG00000023187
panthera_tigris_altaica ENSPTIG00000015936
equus_caballus ENSECAG00000013124
equus_asinus_asinus ENSEASG00005013684
erinaceus_europaeus ENSEEUG00000002722
oryctolagus_cuniculus ENSOCUG00000026628
ochotona_princeps ENSOPRG00000003210
mus_spicilegus ENSMSIG00000007593
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030394
mus_musculus ENSMUSG00000053175
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029310
mus_pahari MGP_PahariEiJ_G0021170
rattus_norvegicus ENSRNOG00000043416
meriones_unguiculatus ENSMUGG00000000669
cricetulus_griseus_chok1gshd ENSCGRG00001019375
cricetulus_griseus_crigri ENSCGRG00000011957
cricetulus_griseus_crigri-picr ENSCGRG00015005863
mesocricetus_auratus ENSMAUG00000019044
mesocricetus_auratus ENSMAUG00000015730
microtus_ochrogaster ENSMOCG00000015727
peromyscus_maniculatus_bairdii ENSPEMG00000015346
nannospalax_galili ENSNGAG00000015405
jaculus_jaculus ENSJJAG00000017630
urocitellus_parryii ENSUPAG00010021803
marmota_marmota_marmota ENSMMMG00000015919
ictidomys_tridecemlineatus ENSSTOG00000004333
cavia_aperea ENSCAPG00000010120
cavia_porcellus ENSCPOG00000015728
chinchilla_lanigera ENSCLAG00000005552
octodon_degus ENSODEG00000009380
heterocephalus_glaber_female ENSHGLG00000007014
heterocephalus_glaber_male ENSHGLG00100008494
castor_canadensis ENSCCNG00000000850
dipodomys_ordii ENSDORG00000008643
prolemur_simus ENSPSMG00000025299
propithecus_coquereli ENSPCOG00000021140
microcebus_murinus ENSMICG00000042120
otolemur_garnettii ENSOGAG00000031500
cebus_capucinus ENSCCAG00000023441
saimiri_boliviensis_boliviensis ENSSBOG00000030868
callithrix_jacchus ENSCJAG00000041992
aotus_nancymaae ENSANAG00000026158
pan_troglodytes ENSPTRG00000011122
pan_paniscus ENSPPAG00000038097
homo_sapiens ENSG00000069399
gorilla_gorilla ENSGGOG00000012567
pongo_abelii ENSPPYG00000010095
nomascus_leucogenys ENSNLEG00000001702
macaca_nemestrina ENSMNEG00000034794
macaca_fascicularis ENSMFAG00000001404
