pygocentrus_nattereri ENSPNAG00000013973
astyanax_mexicanus ENSAMXG00000010668
ictalurus_punctatus ENSIPUG00000008268
danio_rerio ENSDARG00000043912
poecilia_mexicana ENSPMEG00000019007
poecilia_formosa ENSPFOG00000022187
poecilia_reticulata ENSPREG00000011702
gambusia_affinis ENSGAFG00000012846
xiphophorus_couchianus ENSXCOG00000001306
xiphophorus_maculatus ENSXMAG00000024023
poecilia_latipinna ENSPLAG00000011238
fundulus_heteroclitus ENSFHEG00000012704
oryzias_latipes ENSORLG00000017291
oryzias_latipes ENSORLG00020001660
oryzias_melastigma ENSOMEG00000020504
gasterosteus_aculeatus ENSGACG00000011715
labrus_bergylta ENSLBEG00000013669
scophthalmus_maximus ENSSMAG00000009063
amphiprion_percula ENSAPEG00000021444
amphiprion_ocellaris ENSAOCG00000014205
acanthochromis_polyacanthus ENSAPOG00000009081
stegastes_partitus ENSSPAG00000003831
mastacembelus_armatus ENSMAMG00000004601
mastacembelus_armatus ENSMAMG00000009717
monopterus_albus ENSMALG00000009970
anabas_testudineus ENSATEG00000002126
mola_mola ENSMMOG00000017667
takifugu_rubripes ENSTRUG00000025118
seriola_lalandi_dorsalis ENSSLDG00000021760
pundamilia_nyererei ENSPNYG00000003126
maylandia_zebra ENSMZEG00005022239
astatotilapia_calliptera ENSACLG00000012141
oreochromis_niloticus ENSONIG00000018756
neolamprologus_brichardi ENSNBRG00000006587
amphilophus_citrinellus ENSACIG00000002363
cynoglossus_semilaevis ENSCSEG00000005867
scleropages_formosus ENSSFOG00015000204
lepisosteus_oculatus ENSLOCG00000016914
pogona_vitticeps ENSPVIG00000019288
anolis_carolinensis ENSACAG00000029103
notechis_scutatus ENSNSUG00000005066
salvator_merianae ENSSMRG00000017372
sphenodon_punctatus ENSSPUG00000004274
apteryx_owenii ENSAOWG00000008758
apteryx_rowi ENSARWG00000012654
apteryx_haastii ENSAHAG00000006940
dromaius_novaehollandiae ENSDNVG00000018005
nothoprocta_perdicaria ENSNPEG00000013871
lepidothrix_coronata ENSLCOG00000015924
manacus_vitellinus ENSMVIG00005007029
lonchura_striata_domestica ENSLSDG00000016378
lonchura_striata_domestica ENSLSDG00000011008
taeniopygia_guttata ENSTGUG00000012612
serinus_canaria ENSSCAG00000006359
zonotrichia_albicollis ENSZALG00000015727
junco_hyemalis ENSJHYG00000016581
cyanistes_caeruleus ENSCCEG00000020006
parus_major ENSPMJG00000005471
ficedula_albicollis ENSFALG00000002644
melopsittacus_undulatus ENSMUNG00000008763
calidris_pygmaea ENSCPGG00000014831
calidris_pugnax ENSCPUG00000017192
anser_brachyrhynchus ENSABRG00000015802
anas_platyrhynchos_platyrhynchos ENSAPLG00000024066
gallus_gallus ENSGALG00000041938
coturnix_japonica ENSCJPG00005005239
meleagris_gallopavo ENSMGAG00000013773
numida_meleagris ENSNMEG00000012719
crocodylus_porosus ENSCPRG00005014282
chrysemys_picta_bellii ENSCPBG00000023150
pelodiscus_sinensis ENSPSIG00000011444
dasypus_novemcinctus ENSDNOG00000025946
choloepus_hoffmanni ENSCHOG00000004348
bos_taurus ENSBTAG00000054151
bos_mutus ENSBMUG00000000283
bison_bison_bison ENSBBBG00000025407
capra_hircus ENSCHIG00000016616
ovis_aries ENSOARG00000006775
tursiops_truncatus ENSTTRG00000010090
sus_scrofa ENSSSCG00000034152
vicugna_pacos ENSVPAG00000011098
pteropus_vampyrus ENSPVAG00000004622
equus_asinus_asinus ENSEASG00005018566
equus_caballus ENSECAG00000007058
canis_lupus_dingo ENSCAFG00020012119
canis_lupus_familiaris ENSCAFG00000002782
vulpes_vulpes ENSVVUG00000016043
neovison_vison ENSNVIG00000022645
mustela_putorius_furo ENSMPUG00000018088
ailuropoda_melanoleuca ENSAMEG00000009728
ursus_maritimus ENSUMAG00000015560
panthera_tigris_altaica ENSPTIG00000008324
panthera_pardus ENSPPRG00000019121
felis_catus ENSFCAG00000036772
castor_canadensis ENSCCNG00000009285
dipodomys_ordii ENSDORG00000001690
cricetulus_griseus_chok1gshd ENSCGRG00001016059
cricetulus_griseus_crigri-picr ENSCGRG00015010905
cricetulus_griseus_crigri ENSCGRG00000002427
mesocricetus_auratus ENSMAUG00000016599
peromyscus_maniculatus_bairdii ENSPEMG00000030383
microtus_ochrogaster ENSMOCG00000010881
mus_spicilegus ENSMSIG00000026877
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033621
mus_musculus ENSMUSG00000043289
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032482
mus_pahari MGP_PahariEiJ_G0015348
rattus_norvegicus ENSRNOG00000023794
nannospalax_galili ENSNGAG00000004791
jaculus_jaculus ENSJJAG00000018138
urocitellus_parryii ENSUPAG00010015722
spermophilus_dauricus ENSSDAG00000015286
ictidomys_tridecemlineatus ENSSTOG00000033977
marmota_marmota_marmota ENSMMMG00000019296
chinchilla_lanigera ENSCLAG00000003794
cavia_porcellus ENSCPOG00000022878
octodon_degus ENSODEG00000004184
heterocephalus_glaber_male ENSHGLG00100006382
heterocephalus_glaber_female ENSHGLG00000002589
fukomys_damarensis ENSFDAG00000012626
ochotona_princeps ENSOPRG00000018860
pan_troglodytes ENSPTRG00000044078
pan_paniscus ENSPPAG00000018545
homo_sapiens ENSG00000269964
gorilla_gorilla ENSGGOG00000041152
pongo_abelii ENSPPYG00000016788
nomascus_leucogenys ENSNLEG00000035107
macaca_fascicularis ENSMFAG00000009582
macaca_mulatta ENSMMUG00000005328
macaca_nemestrina ENSMNEG00000008925
theropithecus_gelada ENSTGEG00000015917
papio_anubis ENSPANG00000034147
mandrillus_leucophaeus ENSMLEG00000027364
cercocebus_atys ENSCATG00000044930
chlorocebus_sabaeus ENSCSAG00000017449
rhinopithecus_bieti ENSRBIG00000040422
rhinopithecus_roxellana ENSRROG00000039289
colobus_angolensis_palliatus ENSCANG00000030201
piliocolobus_tephrosceles ENSPTEG00000022512
cebus_capucinus ENSCCAG00000026600
saimiri_boliviensis_boliviensis ENSSBOG00000028015
callithrix_jacchus ENSCJAG00000034767
aotus_nancymaae ENSANAG00000022641
carlito_syrichta ENSTSYG00000013754
propithecus_coquereli ENSPCOG00000023963
microcebus_murinus ENSMICG00000038415
prolemur_simus ENSPSMG00000007505
procavia_capensis ENSPCAG00000014359
notamacropus_eugenii ENSMEUG00000002762
phascolarctos_cinereus ENSPCIG00000001481
monodelphis_domestica ENSMODG00000018477
sarcophilus_harrisii ENSSHAG00000009668
ornithorhynchus_anatinus ENSOANG00000028680
xenopus_tropicalis ENSXETG00000033955
latimeria_chalumnae ENSLACG00000003901
