gopherus_agassizii ENSGAGG00000022621
chelonoidis_abingdonii ENSCABG00000013463
chrysemys_picta_bellii ENSCPBG00000012584
pelodiscus_sinensis ENSPSIG00000012285
crocodylus_porosus ENSCPRG00005003897
pogona_vitticeps ENSPVIG00000012158
anolis_carolinensis ENSACAG00000010916
notechis_scutatus ENSNSUG00000014613
notechis_scutatus ENSNSUG00000000031
salvator_merianae ENSSMRG00000018471
sphenodon_punctatus ENSSPUG00000011570
anas_platyrhynchos_platyrhynchos ENSAPLG00000024601
anser_brachyrhynchus ENSABRG00000019317
coturnix_japonica ENSCJPG00005009129
lonchura_striata_domestica ENSLSDG00000009180
junco_hyemalis ENSJHYG00000016803
parus_major ENSPMJG00000011794
cyanistes_caeruleus ENSCCEG00000006510
serinus_canaria ENSSCAG00000000928
apteryx_rowi ENSARWG00000002510
apteryx_haastii ENSAHAG00000005870
phascolarctos_cinereus ENSPCIG00000024893
notamacropus_eugenii ENSMEUG00000002293
sarcophilus_harrisii ENSSHAG00000018193
monodelphis_domestica ENSMODG00000002003
ursus_americanus ENSUAMG00000006808
ursus_maritimus ENSUMAG00000013405
ailuropoda_melanoleuca ENSAMEG00000004807
mustela_putorius_furo ENSMPUG00000003276
neovison_vison ENSNVIG00000023848
canis_lupus_dingo ENSCAFG00020009992
canis_lupus_familiaris ENSCAFG00000019829
vulpes_vulpes ENSVVUG00000002582
panthera_tigris_altaica ENSPTIG00000020092
panthera_pardus ENSPPRG00000015278
felis_catus ENSFCAG00000015592
equus_caballus ENSECAG00000011272
equus_asinus_asinus ENSEASG00005002984
capra_hircus ENSCHIG00000019775
ovis_aries ENSOARG00000019225
bos_mutus ENSBMUG00000003607
bos_taurus ENSBTAG00000009042
bison_bison_bison ENSBBBG00000001478
tursiops_truncatus ENSTTRG00000001457
sus_scrofa ENSSSCG00000006828
pteropus_vampyrus ENSPVAG00000008911
myotis_lucifugus ENSMLUG00000008486
erinaceus_europaeus ENSEEUG00000005215
sorex_araneus ENSSARG00000002458
nannospalax_galili ENSNGAG00000010925
microtus_ochrogaster ENSMOCG00000016224
dipodomys_ordii ENSDORG00000004040
octodon_degus ENSODEG00000006468
mus_musculus ENSMUSG00000048997
mus_spicilegus ENSMSIG00000019092
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026474
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025524
mus_pahari MGP_PahariEiJ_G0026970
rattus_norvegicus ENSRNOG00000028749
meriones_unguiculatus ENSMUGG00000023889
cricetulus_griseus_crigri-picr ENSCGRG00015026350
cricetulus_griseus_chok1gshd ENSCGRG00001020588
cricetulus_griseus_crigri ENSCGRG00000001394
peromyscus_maniculatus_bairdii ENSPEMG00000017321
mesocricetus_auratus ENSMAUG00000018295
jaculus_jaculus ENSJJAG00000013439
heterocephalus_glaber_female ENSHGLG00000005562
heterocephalus_glaber_male ENSHGLG00100015207
fukomys_damarensis ENSFDAG00000005657
cavia_porcellus ENSCPOG00000014092
cavia_aperea ENSCAPG00000011425
chinchilla_lanigera ENSCLAG00000006826
castor_canadensis ENSCCNG00000011754
urocitellus_parryii ENSUPAG00010015688
spermophilus_dauricus ENSSDAG00000009900
ictidomys_tridecemlineatus ENSSTOG00000028725
marmota_marmota_marmota ENSMMMG00000020452
oryctolagus_cuniculus ENSOCUG00000005546
ochotona_princeps ENSOPRG00000008890
gorilla_gorilla ENSGGOG00000007300
homo_sapiens ENSG00000162650
pan_troglodytes ENSPTRG00000001051
pan_paniscus ENSPPAG00000035603
pongo_abelii ENSPPYG00000001073
nomascus_leucogenys ENSNLEG00000002883
rhinopithecus_bieti ENSRBIG00000027631
rhinopithecus_roxellana ENSRROG00000029083
colobus_angolensis_palliatus ENSCANG00000028718
piliocolobus_tephrosceles ENSPTEG00000026090
theropithecus_gelada ENSTGEG00000001408
papio_anubis ENSPANG00000022723
mandrillus_leucophaeus ENSMLEG00000039901
