clupea_harengus ENSCHAG00000015972
denticeps_clupeoides ENSDCDG00000020195
astyanax_mexicanus ENSAMXG00000019410
astyanax_mexicanus ENSAMXG00005011257
pygocentrus_nattereri ENSPNAG00000007642
ictalurus_punctatus ENSIPUG00000006617
electrophorus_electricus ENSEEEG00000024136
danio_rerio ENSDARG00000020957
monopterus_albus ENSMALG00000021929
mastacembelus_armatus ENSMAMG00000016364
anabas_testudineus ENSATEG00000005394
takifugu_rubripes ENSTRUG00000013866
tetraodon_nigroviridis ENSTNIG00000008477
larimichthys_crocea ENSLCRG00005019470
xiphophorus_maculatus ENSXMAG00000005830
gambusia_affinis ENSGAFG00000021460
poecilia_mexicana ENSPMEG00000006310
poecilia_formosa ENSPFOG00000012205
poecilia_latipinna ENSPLAG00000019558
poecilia_reticulata ENSPREG00000007473
cyprinodon_variegatus ENSCVAG00000018280
kryptolebias_marmoratus ENSKMAG00000004127
oryzias_latipes ENSORLG00015007504
oryzias_latipes ENSORLG00020007728
oryzias_latipes ENSORLG00000017615
oryzias_melastigma ENSOMEG00000007963
gouania_willdenowi ENSGWIG00000013493
haplochromis_burtoni ENSHBUG00000008845
astatotilapia_calliptera ENSACLG00000017052
maylandia_zebra ENSMZEG00005024968
pundamilia_nyererei ENSPNYG00000016031
neolamprologus_brichardi ENSNBRG00000004951
oreochromis_niloticus ENSONIG00000009467
amphilophus_citrinellus ENSACIG00000019265
seriola_lalandi ENSSLDG00000014154
seriola_dumerili ENSSDUG00000016977
scophthalmus_maximus ENSSMAG00000018658
cottoperca_gobio ENSCGOG00000001928
gasterosteus_aculeatus ENSGACG00000017402
labrus_bergylta ENSLBEG00000008949
cynoglossus_semilaevis ENSCSEG00000012371
amphiprion_percula ENSAPEG00000001806
amphiprion_ocellaris ENSAOCG00000001505
acanthochromis_polyacanthus ENSAPOG00000020692
stegastes_partitus ENSSPAG00000018428
lates_calcarifer ENSLCAG00010004183
mola_mola ENSMMOG00000011800
parambassis_ranga ENSPRNG00000021608
betta_splendens ENSBSLG00000023679
hippocampus_comes ENSHCOG00000000687
gadus_morhua ENSGMOG00000011531
hucho_hucho ENSHHUG00000041978
hucho_hucho ENSHHUG00000049636
esox_lucius ENSELUG00000023004
paramormyrops_kingsleyae ENSPKIG00000005707
scleropages_formosus ENSSFOG00015014280
lepisosteus_oculatus ENSLOCG00000009481
erpetoichthys_calabaricus ENSECRG00000009151
taeniopygia_guttata ENSTGUG00000000188
ficedula_albicollis ENSFALG00000005256
meleagris_gallopavo ENSMGAG00000002767
gallus_gallus ENSGALG00000005476
numida_meleagris ENSNMEG00000005180
anser_brachyrhynchus ENSABRG00000003090
anas_platyrhynchos ENSAPLG00000005598
lonchura_striata ENSLSDG00000001149
serinus_canaria ENSSCAG00000006023
zonotrichia_albicollis ENSZALG00000010720
parus_major ENSPMJG00000003744
cyanistes_caeruleus ENSCCEG00000008278
lepidothrix_coronata ENSLCOG00000002195
melopsittacus_undulatus ENSMUNG00000002680
calidris_pugnax ENSCPUG00000019088
calidris_pygmaea ENSCPGG00000013078
apteryx_haastii ENSAHAG00000004747
apteryx_rowi ENSARWG00000012604
apteryx_owenii ENSAOWG00000008867
dromaius_novaehollandiae ENSDNVG00000018802
nothoprocta_perdicaria ENSNPEG00000008271
crocodylus_porosus ENSCPRG00005002800
chelonoidis_abingdonii ENSCABG00000018646
gopherus_agassizii ENSGAGG00000017845
chrysemys_picta ENSCPBG00000001485
manacus_vitellinus ENSMVIG00005019483
pelodiscus_sinensis ENSPSIG00000010197
pogona_vitticeps ENSPVIG00000009677
anolis_carolinensis ENSACAG00000004743
notechis_scutatus ENSNSUG00000010154
salvator_merianae ENSSMRG00000016972
sphenodon_punctatus ENSSPUG00000000527
vombatus_ursinus ENSVURG00010011202
phascolarctos_cinereus ENSPCIG00000025925
notamacropus_eugenii ENSMEUG00000003623
sarcophilus_harrisii ENSSHAG00000002214
monodelphis_domestica ENSMODG00000013964
bos_indicus ENSBIXG00000009811
bos_indicus ENSBIXG00005021588
bos_taurus ENSBTAG00000016948
bos_mutus ENSBMUG00000017483
capra_hircus ENSCHIG00000007490
bison_bison ENSBBBG00000015265
ovis_aries ENSOARG00000006638
sus_scrofa ENSSSCG00000011326
equus_asinus ENSEASG00005008141
equus_caballus ENSECAG00000008888
ursus_americanus ENSUAMG00000025561
mustela_putorius ENSMPUG00000015082
canis_lupus ENSCAFG00020014014
canis_lupus ENSCAFG00000013600
vulpes_vulpes ENSVVUG00000004619
felis_catus ENSFCAG00000015473
ailuropoda_melanoleuca ENSAMEG00000012602
ursus_maritimus ENSUMAG00000004357
neovison_vison ENSNVIG00000021951
panthera_pardus ENSPPRG00000016608
panthera_tigris ENSPTIG00000014822
piliocolobus_tephrosceles ENSPTEG00000007832
colobus_angolensis ENSCANG00000043733
rhinopithecus_bieti ENSRBIG00000032552
rhinopithecus_roxellana ENSRROG00000037221
theropithecus_gelada ENSTGEG00000011122
papio_anubis ENSPANG00000013767
mandrillus_leucophaeus ENSMLEG00000032356
cercocebus_atys ENSCATG00000043326
chlorocebus_sabaeus ENSCSAG00000016160
macaca_mulatta ENSMMUG00000014742
macaca_fascicularis ENSMFAG00000033228
macaca_nemestrina ENSMNEG00000028936
pan_troglodytes ENSPTRG00000014861
pan_paniscus ENSPPAG00000036562
homo_sapiens ENSG00000160801
gorilla_gorilla ENSGGOG00000013431
pongo_abelii ENSPPYG00000013925
nomascus_leucogenys ENSNLEG00000006210
saimiri_boliviensis ENSSBOG00000025002
callithrix_jacchus ENSCJAG00000002254
cebus_capucinus ENSCCAG00000025784
aotus_nancymaae ENSANAG00000026603
carlito_syrichta ENSTSYG00000025902
propithecus_coquereli ENSPCOG00000026264
prolemur_simus ENSPSMG00000004789
microcebus_murinus ENSMICG00000017652
otolemur_garnettii ENSOGAG00000016796
castor_canadensis ENSCCNG00000000958
dipodomys_ordii ENSDORG00000015600
cricetulus_griseus ENSCGRG00015017821
cricetulus_griseus ENSCGRG00000010260
cricetulus_griseus ENSCGRG00001000950
mesocricetus_auratus ENSMAUG00000022025
microtus_ochrogaster ENSMOCG00000018080
peromyscus_maniculatus ENSPEMG00000021463
mus_spretus MGP_SPRETEiJ_G0033886
mus_musculus ENSMUSG00000032492
mus_spicilegus ENSMSIG00000025217
mus_caroli MGP_CAROLIEiJ_G0032738
mus_pahari MGP_PahariEiJ_G0015605
rattus_norvegicus ENSRNOG00000020948
meriones_unguiculatus ENSMUGG00000010445
nannospalax_galili ENSNGAG00000024079
jaculus_jaculus ENSJJAG00000020640
urocitellus_parryii ENSUPAG00010016258
ictidomys_tridecemlineatus ENSSTOG00000003066
marmota_marmota ENSMMMG00000006794
spermophilus_dauricus ENSSDAG00000004037
chinchilla_lanigera ENSCLAG00000014091
octodon_degus ENSODEG00000011074
cavia_porcellus ENSCPOG00000003882
cavia_aperea ENSCAPG00000013948
heterocephalus_glaber ENSHGLG00000014420
heterocephalus_glaber ENSHGLG00100017796
fukomys_damarensis ENSFDAG00000020356
oryctolagus_cuniculus ENSOCUG00000012400
ochotona_princeps ENSOPRG00000005042
loxodonta_africana ENSLAFG00000013158
dasypus_novemcinctus ENSDNOG00000041987
sorex_araneus ENSSARG00000002758
erinaceus_europaeus ENSEEUG00000012594
tursiops_truncatus ENSTTRG00000015834
tupaia_belangeri ENSTBEG00000007845
pteropus_vampyrus ENSPVAG00000004196
choloepus_hoffmanni ENSCHOG00000000046
procavia_capensis ENSPCAG00000005517
myotis_lucifugus ENSMLUG00000009501
junco_hyemalis ENSJHYG00000012441
cyanistes_caeruleus ENSCCEG00000005709
coturnix_japonica ENSCJPG00005010557
ornithorhynchus_anatinus ENSOANG00000031405
xenopus_tropicalis ENSXETG00000007193
latimeria_chalumnae ENSLACG00000012225
eptatretus_burgeri ENSEBUG00000011753
eptatretus_burgeri ENSEBUG00000013784
petromyzon_marinus ENSPMAG00000003038
