ciona_savignyi ENSCSAVG00000008959
ciona_intestinalis ENSCING00000021073
ciona_intestinalis ENSCING00000022870
castor_canadensis ENSCCNG00000029184
dipodomys_ordii ENSDORG00000026951
mus_spicilegus ENSMSIG00000026013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023795
mus_musculus ENSMUSG00000024896
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022876
mus_pahari MGP_PahariEiJ_G0014369
rattus_norvegicus ENSRNOG00000011287
rattus_norvegicus ENSRNOG00000048095
meriones_unguiculatus ENSMUGG00000027207
cricetulus_griseus_crigri-picr ENSCGRG00015021532
cricetulus_griseus_crigri ENSCGRG00000011723
cricetulus_griseus_chok1gshd ENSCGRG00001016154
mesocricetus_auratus ENSMAUG00000009515
peromyscus_maniculatus_bairdii ENSPEMG00000022911
microtus_ochrogaster ENSMOCG00000003112
nannospalax_galili ENSNGAG00000008682
jaculus_jaculus ENSJJAG00000024428
ictidomys_tridecemlineatus ENSSTOG00000022903
spermophilus_dauricus ENSSDAG00000002475
urocitellus_parryii ENSUPAG00010021450
marmota_marmota_marmota ENSMMMG00000018583
heterocephalus_glaber_male ENSHGLG00100006711
heterocephalus_glaber_female ENSHGLG00000018859
fukomys_damarensis ENSFDAG00000006219
chinchilla_lanigera ENSCLAG00000010519
octodon_degus ENSODEG00000006300
cavia_porcellus ENSCPOG00000032117
oryctolagus_cuniculus ENSOCUG00000002908
ochotona_princeps ENSOPRG00000001609
cercocebus_atys ENSCATG00000029895
mandrillus_leucophaeus ENSMLEG00000041881
macaca_nemestrina ENSMNEG00000035494
macaca_mulatta ENSMMUG00000004766
macaca_fascicularis ENSMFAG00000000189
papio_anubis ENSPANG00000021975
theropithecus_gelada ENSTGEG00000006469
chlorocebus_sabaeus ENSCSAG00000006960
rhinopithecus_roxellana ENSRROG00000030051
rhinopithecus_bieti ENSRBIG00000038019
colobus_angolensis_palliatus ENSCANG00000041149
piliocolobus_tephrosceles ENSPTEG00000037841
pan_paniscus ENSPPAG00000043233
pan_troglodytes ENSPTRG00000002715
