ursus_americanus ENSUAMG00000010624
vulpes_vulpes ENSVVUG00000028378
piliocolobus_tephrosceles ENSPTEG00000022094
mus_spicilegus ENSMSIG00000014468
sarcophilus_harrisii ENSSHAG00000017230
seriola_dumerili ENSSDUG00000021811
seriola_lalandi_dorsalis ENSSLDG00000010721
periophthalmus_magnuspinnatus ENSPMGG00000012786
fundulus_heteroclitus ENSFHEG00000000633
cyprinodon_variegatus ENSCVAG00000006008
xiphophorus_couchianus ENSXCOG00000008988
poecilia_reticulata ENSPREG00000013284
kryptolebias_marmoratus ENSKMAG00000011378
oryzias_latipes ENSORLG00020009853
oryzias_latipes ENSORLG00000029998
latimeria_chalumnae ENSLACG00000011755
eptatretus_burgeri ENSEBUG00000017042
pogona_vitticeps ENSPVIG00000003197
anolis_carolinensis ENSACAG00000013054
notechis_scutatus ENSNSUG00000011889
salvator_merianae ENSSMRG00000009806
sphenodon_punctatus ENSSPUG00000008121
apteryx_haastii ENSAHAG00000007677
apteryx_owenii ENSAOWG00000013687
apteryx_rowi ENSARWG00000017220
dromaius_novaehollandiae ENSDNVG00000000774
nothoprocta_perdicaria ENSNPEG00000007531
cyanistes_caeruleus ENSCCEG00000004895
parus_major ENSPMJG00000016998
junco_hyemalis ENSJHYG00000004529
gallus_gallus ENSGALG00000011139
numida_meleagris ENSNMEG00000010871
anser_brachyrhynchus ENSABRG00000001571
anas_platyrhynchos_platyrhynchos ENSAPLG00000005496
meleagris_gallopavo ENSMGAG00000013265
lonchura_striata_domestica ENSLSDG00000008220
calidris_pugnax ENSCPUG00000002415
lepidothrix_coronata ENSLCOG00000009611
manacus_vitellinus ENSMVIG00005006179
zonotrichia_albicollis ENSZALG00000003883
serinus_canaria ENSSCAG00000007339
calidris_pygmaea ENSCPGG00000008452
coturnix_japonica ENSCJPG00005002543
melopsittacus_undulatus ENSMUNG00000001147
crocodylus_porosus ENSCPRG00005010239
chelonoidis_abingdonii ENSCABG00000016572
gopherus_agassizii ENSGAGG00000016215
chrysemys_picta_bellii ENSCPBG00000015529
pelodiscus_sinensis ENSPSIG00000014273
ficedula_albicollis ENSFALG00000002593
ficedula_albicollis ENSFALG00000014843
taeniopygia_guttata ENSTGUG00000012722
xenopus_tropicalis ENSXETG00000025464
pygocentrus_nattereri ENSPNAG00000020782
astyanax_mexicanus ENSAMXG00000025089
ictalurus_punctatus ENSIPUG00000009989
danio_rerio ENSDARG00000005232
gambusia_affinis ENSGAFG00000004444
gambusia_affinis ENSGAFG00000004430
xiphophorus_maculatus ENSXMAG00000028397
xiphophorus_maculatus ENSXMAG00000022780
poecilia_latipinna ENSPLAG00000012497
poecilia_latipinna ENSPLAG00000012487
poecilia_mexicana ENSPMEG00000009120
poecilia_mexicana ENSPMEG00000009104
poecilia_formosa ENSPFOG00000010489
fundulus_heteroclitus ENSFHEG00000002521
cyprinodon_variegatus ENSCVAG00000006020
kryptolebias_marmoratus ENSKMAG00000011392
oryzias_melastigma ENSOMEG00000007168
monopterus_albus ENSMALG00000012362
esox_lucius ENSELUG00000002627
scleropages_formosus ENSSFOG00015011036
paramormyrops_kingsleyae ENSPKIG00000008703
paramormyrops_kingsleyae ENSPKIG00000014752
scleropages_formosus ENSSFOG00015002950
seriola_dumerili ENSSDUG00000007379
seriola_lalandi_dorsalis ENSSLDG00000003255
scophthalmus_maximus ENSSMAG00000003921
monopterus_albus ENSMALG00000019116
mastacembelus_armatus ENSMAMG00000010274
anabas_testudineus ENSATEG00000017716
acanthochromis_polyacanthus ENSAPOG00000023240
amphiprion_percula ENSAPEG00000016309
oryzias_latipes_asm223469v1 ENSORLG00015014570
oryzias_latipes ENSORLG00000010496
oryzias_latipes ENSORLG00020019240
astatotilapia_calliptera ENSACLG00000025029
maylandia_zebra ENSMZEG00005010113
pundamilia_nyererei ENSPNYG00000022393
haplochromis_burtoni ENSHBUG00000015718
neolamprologus_brichardi ENSNBRG00000018987
