taeniopygia_guttata ENSTGUG00000010473
serinus_canaria ENSSCAG00000009902
zonotrichia_albicollis ENSZALG00000004333
junco_hyemalis ENSJHYG00000013569
parus_major ENSPMJG00000006147
cyanistes_caeruleus ENSCCEG00000020405
ficedula_albicollis ENSFALG00000001353
lepidothrix_coronata ENSLCOG00000003802
manacus_vitellinus ENSMVIG00005005452
calidris_pygmaea ENSCPGG00000013119
calidris_pugnax ENSCPUG00000015065
melopsittacus_undulatus ENSMUNG00000012309
anas_platyrhynchos_platyrhynchos ENSAPLG00000014286
anser_brachyrhynchus ENSABRG00000017349
gallus_gallus ENSGALG00000011392
coturnix_japonica ENSCJPG00005014542
meleagris_gallopavo ENSMGAG00000012185
numida_meleagris ENSNMEG00000010957
apteryx_owenii ENSAOWG00000013983
apteryx_haastii ENSAHAG00000018689
apteryx_rowi ENSARWG00000011285
dromaius_novaehollandiae ENSDNVG00000012600
nothoprocta_perdicaria ENSNPEG00000002689
crocodylus_porosus ENSCPRG00005017255
gopherus_agassizii ENSGAGG00000001842
gopherus_agassizii ENSGAGG00000001851
chelonoidis_abingdonii ENSCABG00000001300
chrysemys_picta_bellii ENSCPBG00000017026
pelodiscus_sinensis ENSPSIG00000010991
pogona_vitticeps ENSPVIG00000002996
anolis_carolinensis ENSACAG00000010892
notechis_scutatus ENSNSUG00000007600
salvator_merianae ENSSMRG00000020179
sphenodon_punctatus ENSSPUG00000007971
ornithorhynchus_anatinus ENSOANG00000020350
ornithorhynchus_anatinus ENSOANG00000022140
ornithorhynchus_anatinus ENSOANG00000014868
ornithorhynchus_anatinus ENSOANG00000030418
otolemur_garnettii ENSOGAG00000007669
equus_caballus ENSECAG00000037551
chinchilla_lanigera ENSCLAG00000007368
octodon_degus ENSODEG00000000830
cavia_porcellus ENSCPOG00000001103
cavia_aperea ENSCAPG00000012890
heterocephalus_glaber_male ENSHGLG00100005891
heterocephalus_glaber_female ENSHGLG00000005307
fukomys_damarensis ENSFDAG00000012761
urocitellus_parryii ENSUPAG00010014986
ictidomys_tridecemlineatus ENSSTOG00000016243
spermophilus_dauricus ENSSDAG00000004816
marmota_marmota_marmota ENSMMMG00000000736
castor_canadensis ENSCCNG00000031684
dipodomys_ordii ENSDORG00000013900
mus_spicilegus ENSMSIG00000007113
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026703
mus_musculus ENSMUSG00000005493
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025750
mus_pahari MGP_PahariEiJ_G0027201
rattus_norvegicus ENSRNOG00000010431
meriones_unguiculatus ENSMUGG00000019690
peromyscus_maniculatus_bairdii ENSPEMG00000000153
microtus_ochrogaster ENSMOCG00000012800
cricetulus_griseus_chok1gshd ENSCGRG00001016582
cricetulus_griseus_crigri ENSCGRG00000002232
cricetulus_griseus_crigri-picr ENSCGRG00015020467
mesocricetus_auratus ENSMAUG00000007853
nannospalax_galili ENSNGAG00000021425
jaculus_jaculus ENSJJAG00000020666
oryctolagus_cuniculus ENSOCUG00000016238
ochotona_princeps ENSOPRG00000006627
tupaia_belangeri ENSTBEG00000009996
pan_troglodytes ENSPTRG00000000873
pan_paniscus ENSPPAG00000036948
gorilla_gorilla ENSGGOG00000044071
homo_sapiens ENSG00000057468
nomascus_leucogenys ENSNLEG00000009618
rhinopithecus_roxellana ENSRROG00000040377
rhinopithecus_bieti ENSRBIG00000013368
piliocolobus_tephrosceles ENSPTEG00000034948
colobus_angolensis_palliatus ENSCANG00000033180
mandrillus_leucophaeus ENSMLEG00000031689
cercocebus_atys ENSCATG00000035706
chlorocebus_sabaeus ENSCSAG00000001392
papio_anubis ENSPANG00000020400
theropithecus_gelada ENSTGEG00000016907
macaca_mulatta ENSMMUG00000000875
macaca_fascicularis ENSMFAG00000038806
macaca_nemestrina ENSMNEG00000044418
cebus_capucinus ENSCCAG00000034788
saimiri_boliviensis_boliviensis ENSSBOG00000020272
callithrix_jacchus ENSCJAG00000006791
aotus_nancymaae ENSANAG00000038529
carlito_syrichta ENSTSYG00000012720
propithecus_coquereli ENSPCOG00000028063
microcebus_murinus ENSMICG00000017811
prolemur_simus ENSPSMG00000016033
ursus_maritimus ENSUMAG00000006298
ursus_americanus ENSUAMG00000005001
ailuropoda_melanoleuca ENSAMEG00000003606
mustela_putorius_furo ENSMPUG00000010849
neovison_vison ENSNVIG00000010302
canis_lupus_familiaris ENSCAFG00000020390
canis_lupus_dingo ENSCAFG00020017000
vulpes_vulpes ENSVVUG00000029903
panthera_tigris_altaica ENSPTIG00000011108
panthera_pardus ENSPPRG00000013083
felis_catus ENSFCAG00000039107
equus_caballus ENSECAG00000017096
equus_asinus_asinus ENSEASG00005017189
sus_scrofa ENSSSCG00000003774
vicugna_pacos ENSVPAG00000001414
bos_mutus ENSBMUG00000016100
bos_taurus ENSBTAG00000018448
bison_bison_bison ENSBBBG00000002231
capra_hircus ENSCHIG00000026340
ovis_aries ENSOARG00000012723
tursiops_truncatus ENSTTRG00000014127
pteropus_vampyrus ENSPVAG00000013799
myotis_lucifugus ENSMLUG00000009224
sorex_araneus ENSSARG00000001254
erinaceus_europaeus ENSEEUG00000010728
loxodonta_africana ENSLAFG00000015327
procavia_capensis ENSPCAG00000014059
echinops_telfairi ENSETEG00000018977
choloepus_hoffmanni ENSCHOG00000009465
dasypus_novemcinctus ENSDNOG00000017376
phascolarctos_cinereus ENSPCIG00000010671
notamacropus_eugenii ENSMEUG00000012338
sarcophilus_harrisii ENSSHAG00000006959
monodelphis_domestica ENSMODG00000019094
xenopus_tropicalis ENSXETG00000002978
latimeria_chalumnae ENSLACG00000007186
monopterus_albus ENSMALG00000006628
mastacembelus_armatus ENSMAMG00000003745
anabas_testudineus ENSATEG00000022358
hippocampus_comes ENSHCOG00000004213
cynoglossus_semilaevis ENSCSEG00000000279
seriola_dumerili ENSSDUG00000002147
seriola_lalandi_dorsalis ENSSLDG00000019680
scophthalmus_maximus ENSSMAG00000003193
amphiprion_percula ENSAPEG00000024069
amphiprion_ocellaris ENSAOCG00000007421
acanthochromis_polyacanthus ENSAPOG00000002000
stegastes_partitus ENSSPAG00000010863
astatotilapia_calliptera ENSACLG00000022913
maylandia_zebra ENSMZEG00005020593
pundamilia_nyererei ENSPNYG00000023000
haplochromis_burtoni ENSHBUG00000020234
neolamprologus_brichardi ENSNBRG00000005868
oreochromis_niloticus ENSONIG00000020152
amphilophus_citrinellus ENSACIG00000006542
poecilia_mexicana ENSPMEG00000005238
poecilia_formosa ENSPFOG00000002519
poecilia_latipinna ENSPLAG00000004619
poecilia_reticulata ENSPREG00000010940
xiphophorus_maculatus ENSXMAG00000015359
xiphophorus_couchianus ENSXCOG00000009483
gambusia_affinis ENSGAFG00000015755
fundulus_heteroclitus ENSFHEG00000016440
cyprinodon_variegatus ENSCVAG00000021548
kryptolebias_marmoratus ENSKMAG00000004054
oryzias_latipes ENSORLG00000016146
oryzias_latipes ENSORLG00020007938
oryzias_latipes_asm223469v1 ENSORLG00015007325
oryzias_melastigma ENSOMEG00000022645
labrus_bergylta ENSLBEG00000002312
gasterosteus_aculeatus ENSGACG00000007948
tetraodon_nigroviridis ENSTNIG00000017376
takifugu_rubripes ENSTRUG00000018083
mola_mola ENSMMOG00000000658
periophthalmus_magnuspinnatus ENSPMGG00000011450
gadus_morhua ENSGMOG00000016471
esox_lucius ENSELUG00000008851
astyanax_mexicanus ENSAMXG00000001485
pygocentrus_nattereri ENSPNAG00000017508
ictalurus_punctatus ENSIPUG00000023969
danio_rerio ENSDARG00000075826
paramormyrops_kingsleyae ENSPKIG00000001123
scleropages_formosus ENSSFOG00015017621
lepisosteus_oculatus ENSLOCG00000011230
ciona_savignyi ENSCSAVG00000002950
ciona_intestinalis ENSCING00000020112
monodelphis_domestica ENSMODG00000028252
ornithorhynchus_anatinus ENSOANG00000009083
ciona_intestinalis ENSCING00000015886
caenorhabditis_elegans_strain_n2 WBGene00001872
saccharomyces_cerevisiae YFL003C
