ciona_savignyi ENSCSAVG00000005203
ciona_intestinalis ENSCING00000009986
poecilia_formosa ENSPFOG00000013648
xiphophorus_maculatus ENSXMAG00000021072
cyprinodon_variegatus ENSCVAG00000000776
kryptolebias_marmoratus ENSKMAG00000003902
amphiprion_ocellaris ENSAOCG00000012730
amphiprion_percula ENSAPEG00000020302
acanthochromis_polyacanthus ENSAPOG00000006122
stegastes_partitus ENSSPAG00000010295
labrus_bergylta ENSLBEG00000016475
mastacembelus_armatus ENSMAMG00000017093
monopterus_albus ENSMALG00000006169
anabas_testudineus ENSATEG00000009050
seriola_dumerili ENSSDUG00000014058
seriola_lalandi_dorsalis ENSSLDG00000024814
astatotilapia_calliptera ENSACLG00000000679
pundamilia_nyererei ENSPNYG00000007013
maylandia_zebra ENSMZEG00005020203
haplochromis_burtoni ENSHBUG00000010818
neolamprologus_brichardi ENSNBRG00000016071
amphilophus_citrinellus ENSACIG00000003084
oryzias_latipes_asm223469v1 ENSORLG00015002463
oryzias_latipes ENSORLG00000030167
oryzias_latipes ENSORLG00020011784
oryzias_melastigma ENSOMEG00000023155
mola_mola ENSMMOG00000014659
takifugu_rubripes ENSTRUG00000025683
scophthalmus_maximus ENSSMAG00000015822
cynoglossus_semilaevis ENSCSEG00000016367
hippocampus_comes ENSHCOG00000016714
esox_lucius ENSELUG00000000054
astyanax_mexicanus ENSAMXG00000012480
pygocentrus_nattereri ENSPNAG00000000315
danio_rerio ENSDARG00000074720
paramormyrops_kingsleyae ENSPKIG00000023755
lepisosteus_oculatus ENSLOCG00000006014
latimeria_chalumnae ENSLACG00000014842
caenorhabditis_elegans_strain_n2 WBGene00011139
