pteropus_vampyrus ENSPVAG00000004069
myotis_lucifugus ENSMLUG00000012449
ursus_maritimus ENSUMAG00000012739
ursus_americanus ENSUAMG00000028304
ailuropoda_melanoleuca ENSAMEG00000020132
neovison_vison ENSNVIG00000012759
mustela_putorius ENSMPUG00000008334
canis_lupus ENSCAFG00000006109
canis_lupus ENSCAFG00020021236
vulpes_vulpes ENSVVUG00000017436
panthera_tigris ENSPTIG00000005360
panthera_pardus ENSPPRG00000016207
felis_catus ENSFCAG00000029398
tursiops_truncatus ENSTTRG00000013704
tursiops_truncatus ENSTTRG00000010690
bos_mutus ENSBMUG00000017173
bos_taurus ENSBTAG00000011938
bison_bison ENSBBBG00000011041
capra_hircus ENSCHIG00000008801
sus_scrofa ENSSSCG00000027249
vicugna_pacos ENSVPAG00000002476
equus_asinus ENSEASG00005018129
neovison_vison ENSNVIG00000013570
sorex_araneus ENSSARG00000009644
macaca_fascicularis ENSMFAG00000027395
macaca_mulatta ENSMMUG00000021943
papio_anubis ENSPANG00000000311
theropithecus_gelada ENSTGEG00000026693
chlorocebus_sabaeus ENSCSAG00000000485
piliocolobus_tephrosceles ENSPTEG00000027486
colobus_angolensis ENSCANG00000013353
rhinopithecus_bieti ENSRBIG00000018128
pongo_abelii ENSPPYG00000015884
homo_sapiens ENSG00000120329
aotus_nancymaae ENSANAG00000017894
prolemur_simus ENSPSMG00000020862
cricetulus_griseus ENSCGRG00001006059
cricetulus_griseus ENSCGRG00015000120
cricetulus_griseus ENSCGRG00000008997
peromyscus_maniculatus ENSPEMG00000025665
mus_musculus ENSMUSG00000050304
mus_spretus MGP_SPRETEiJ_G0023089
mus_spicilegus ENSMSIG00000002613
mus_caroli MGP_CAROLIEiJ_G0022179
mus_pahari MGP_PahariEiJ_G0018913
rattus_norvegicus ENSRNOG00000027359
nannospalax_galili ENSNGAG00000019932
castor_canadensis ENSCCNG00000012001
heterocephalus_glaber ENSHGLG00100020249
heterocephalus_glaber ENSHGLG00000021391
octodon_degus ENSODEG00000020131
spermophilus_dauricus ENSSDAG00000019234
marmota_marmota ENSMMMG00000011458
urocitellus_parryii ENSUPAG00010008107
oryctolagus_cuniculus ENSOCUG00000001192
ochotona_princeps ENSOPRG00000000137
carlito_syrichta ENSTSYG00000034998
dasypus_novemcinctus ENSDNOG00000035346
