monodelphis_domestica ENSMODG00000006091
phascolarctos_cinereus ENSPCIG00000017118
prolemur_simus ENSPSMG00000017541
propithecus_coquereli ENSPCOG00000027100
microcebus_murinus ENSMICG00000044532
otolemur_garnettii ENSOGAG00000025609
cavia_porcellus ENSCPOG00000025508
cavia_aperea ENSCAPG00000017903
octodon_degus ENSODEG00000015704
chinchilla_lanigera ENSCLAG00000009782
heterocephalus_glaber_male ENSHGLG00100019270
heterocephalus_glaber_female ENSHGLG00000010714
fukomys_damarensis ENSFDAG00000008852
spermophilus_dauricus ENSSDAG00000006917
urocitellus_parryii ENSUPAG00010003139
ictidomys_tridecemlineatus ENSSTOG00000024893
marmota_marmota_marmota ENSMMMG00000019779
mus_spicilegus ENSMSIG00000015890
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032999
mus_musculus ENSMUSG00000057191
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031875
mus_pahari MGP_PahariEiJ_G0014741
rattus_norvegicus ENSRNOG00000033256
meriones_unguiculatus ENSMUGG00000020070
cricetulus_griseus_crigri-picr ENSCGRG00015002382
cricetulus_griseus_chok1gshd ENSCGRG00001019412
cricetulus_griseus_crigri ENSCGRG00000004535
mesocricetus_auratus ENSMAUG00000017957
microtus_ochrogaster ENSMOCG00000014256
peromyscus_maniculatus_bairdii ENSPEMG00000011218
jaculus_jaculus ENSJJAG00000002332
castor_canadensis ENSCCNG00000013417
oryctolagus_cuniculus ENSOCUG00000027943
ochotona_princeps ENSOPRG00000018995
dipodomys_ordii ENSDORG00000013393
carlito_syrichta ENSTSYG00000030689
bos_mutus ENSBMUG00000003745
bos_taurus ENSBTAG00000004224
bison_bison_bison ENSBBBG00000004061
ovis_aries ENSOARG00000017261
capra_hircus ENSCHIG00000016641
tursiops_truncatus ENSTTRG00000016643
vicugna_pacos ENSVPAG00000000104
sus_scrofa ENSSSCG00000013632
myotis_lucifugus ENSMLUG00000030313
pteropus_vampyrus ENSPVAG00000012158
ursus_maritimus ENSUMAG00000024984
ursus_americanus ENSUAMG00000022350
ailuropoda_melanoleuca ENSAMEG00000011044
neovison_vison ENSNVIG00000000851
mustela_putorius_furo ENSMPUG00000005817
canis_lupus_familiaris ENSCAFG00000017628
canis_lupus_dingo ENSCAFG00020024508
panthera_pardus ENSPPRG00000006099
panthera_tigris_altaica ENSPTIG00000020952
felis_catus ENSFCAG00000018213
equus_caballus ENSECAG00000019977
cebus_capucinus ENSCCAG00000027821
callithrix_jacchus ENSCJAG00000006309
saimiri_boliviensis_boliviensis ENSSBOG00000035163
aotus_nancymaae ENSANAG00000030631
callithrix_jacchus ENSCJAG00000047949
cebus_capucinus ENSCCAG00000024845
aotus_nancymaae ENSANAG00000024311
pan_troglodytes ENSPTRG00000033817
pan_paniscus ENSPPAG00000042367
gorilla_gorilla ENSGGOG00000037632
homo_sapiens ENSG00000214212
nomascus_leucogenys ENSNLEG00000031325
rhinopithecus_roxellana ENSRROG00000031319
rhinopithecus_bieti ENSRBIG00000018298
piliocolobus_tephrosceles ENSPTEG00000034735
colobus_angolensis_palliatus ENSCANG00000012594
papio_anubis ENSPANG00000007431
chlorocebus_sabaeus ENSCSAG00000013475
macaca_fascicularis ENSMFAG00000003956
macaca_mulatta ENSMMUG00000018981
macaca_nemestrina ENSMNEG00000043713
cercocebus_atys ENSCATG00000034346
mandrillus_leucophaeus ENSMLEG00000013141
theropithecus_gelada ENSTGEG00000025667
equus_asinus_asinus ENSEASG00005007557
loxodonta_africana ENSLAFG00000030795
procavia_capensis ENSPCAG00000000936
ornithorhynchus_anatinus ENSOANG00000009834
apteryx_haastii ENSAHAG00000009954
dromaius_novaehollandiae ENSDNVG00000015481
gopherus_agassizii ENSGAGG00000016904
pogona_vitticeps ENSPVIG00000004854
