anolis_carolinensis ENSACAG00000002599
pogona_vitticeps ENSPVIG00000008173
notechis_scutatus ENSNSUG00000003403
salvator_merianae ENSSMRG00000005953
sphenodon_punctatus ENSSPUG00000018256
gopherus_agassizii ENSGAGG00000013150
chrysemys_picta_bellii ENSCPBG00000027182
pelodiscus_sinensis ENSPSIG00000001564
anser_brachyrhynchus ENSABRG00000008047
anas_platyrhynchos_platyrhynchos ENSAPLG00000001677
meleagris_gallopavo ENSMGAG00000008602
gallus_gallus ENSGALG00000052026
coturnix_japonica ENSCJPG00005010632
numida_meleagris ENSNMEG00000018865
calidris_pugnax ENSCPUG00000009817
calidris_pygmaea ENSCPGG00000005379
melopsittacus_undulatus ENSMUNG00000010830
taeniopygia_guttata ENSTGUG00000004820
lonchura_striata_domestica ENSLSDG00000004963
serinus_canaria ENSSCAG00000012283
zonotrichia_albicollis ENSZALG00000004630
junco_hyemalis ENSJHYG00000009306
ficedula_albicollis ENSFALG00000014275
cyanistes_caeruleus ENSCCEG00000011932
parus_major ENSPMJG00000010470
lepidothrix_coronata ENSLCOG00000004175
manacus_vitellinus ENSMVIG00005015002
apteryx_rowi ENSARWG00000014861
apteryx_haastii ENSAHAG00000011498
apteryx_owenii ENSAOWG00000001747
nothoprocta_perdicaria ENSNPEG00000016202
dromaius_novaehollandiae ENSDNVG00000014091
salvator_merianae ENSSMRG00000006457
sarcophilus_harrisii ENSSHAG00000005133
