castor_canadensis ENSCCNG00000009366
dipodomys_ordii ENSDORG00000025784
mus_spretus MGP_SPRETEiJ_G0027659
mus_spicilegus ENSMSIG00000031162
mus_musculus ENSMUSG00000094035
mus_caroli MGP_CAROLIEiJ_G0026679
mus_pahari MGP_PahariEiJ_G0029010
rattus_norvegicus ENSRNOG00000033503
meriones_unguiculatus ENSMUGG00000024910
cricetulus_griseus ENSCGRG00001015619
cricetulus_griseus ENSCGRG00015022732
cricetulus_griseus ENSCGRG00000012350
mesocricetus_auratus ENSMAUG00000008583
peromyscus_maniculatus ENSPEMG00000007270
jaculus_jaculus ENSJJAG00000011209
ictidomys_tridecemlineatus ENSSTOG00000033745
marmota_marmota ENSMMMG00000019246
urocitellus_parryii ENSUPAG00010020685
chinchilla_lanigera ENSCLAG00000008631
octodon_degus ENSODEG00000014605
cavia_aperea ENSCAPG00000005674
cavia_porcellus ENSCPOG00000034722
vulpes_vulpes ENSVVUG00000030077
