phascolarctos_cinereus ENSPCIG00000028548
notamacropus_eugenii ENSMEUG00000000523
monodelphis_domestica ENSMODG00000003612
sarcophilus_harrisii ENSSHAG00000009783
capra_hircus ENSCHIG00000011738
ovis_aries ENSOARG00000009701
bos_mutus ENSBMUG00000025595
bos_taurus ENSBTAG00000002472
bison_bison_bison ENSBBBG00000003489
sus_scrofa ENSSSCG00000003460
myotis_lucifugus ENSMLUG00000009690
ursus_maritimus ENSUMAG00000021709
ursus_americanus ENSUAMG00000017743
ailuropoda_melanoleuca ENSAMEG00000011912
mustela_putorius_furo ENSMPUG00000016342
neovison_vison ENSNVIG00000011449
canis_lupus_dingo ENSCAFG00020004802
canis_lupus_familiaris ENSCAFG00000016279
vulpes_vulpes ENSVVUG00000028939
panthera_pardus ENSPPRG00000009345
panthera_tigris_altaica ENSPTIG00000011356
felis_catus ENSFCAG00000026776
erinaceus_europaeus ENSEEUG00000009925
sorex_araneus ENSSARG00000012611
tursiops_truncatus ENSTTRG00000015767
vicugna_pacos ENSVPAG00000011663
equus_asinus_asinus ENSEASG00005015937
equus_caballus ENSECAG00000017291
ochotona_princeps ENSOPRG00000009441
choloepus_hoffmanni ENSCHOG00000007527
cavia_aperea ENSCAPG00000000544
cavia_porcellus ENSCPOG00000012051
chinchilla_lanigera ENSCLAG00000003082
heterocephalus_glaber_male ENSHGLG00100014905
heterocephalus_glaber_female ENSHGLG00000019310
fukomys_damarensis ENSFDAG00000001083
urocitellus_parryii ENSUPAG00010018242
spermophilus_dauricus ENSSDAG00000014179
marmota_marmota_marmota ENSMMMG00000021730
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027733
mus_musculus ENSMUSG00000028914
mus_spicilegus ENSMSIG00000014653
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026754
mus_pahari MGP_PahariEiJ_G0029085
rattus_norvegicus ENSRNOG00000012944
meriones_unguiculatus ENSMUGG00000015208
microtus_ochrogaster ENSMOCG00000020323
peromyscus_maniculatus_bairdii ENSPEMG00000022246
cricetulus_griseus_crigri-picr ENSCGRG00015001767
cricetulus_griseus_crigri ENSCGRG00000013524
cricetulus_griseus_chok1gshd ENSCGRG00001012293
mesocricetus_auratus ENSMAUG00000014326
nannospalax_galili ENSNGAG00000003405
castor_canadensis ENSCCNG00000009549
oryctolagus_cuniculus ENSOCUG00000016047
rhinopithecus_bieti ENSRBIG00000030398
colobus_angolensis_palliatus ENSCANG00000027769
mandrillus_leucophaeus ENSMLEG00000042064
cercocebus_atys ENSCATG00000018118
theropithecus_gelada ENSTGEG00000022959
macaca_mulatta ENSMMUG00000018163
papio_anubis ENSPANG00000001073
chlorocebus_sabaeus ENSCSAG00000000833
homo_sapiens ENSG00000132906
pongo_abelii ENSPPYG00000001844
macaca_fascicularis ENSMFAG00000044632
macaca_nemestrina ENSMNEG00000032453
rhinopithecus_roxellana ENSRROG00000041647
piliocolobus_tephrosceles ENSPTEG00000033587
pan_paniscus ENSPPAG00000043312
pan_troglodytes ENSPTRG00000000200
gorilla_gorilla ENSGGOG00000001961
nomascus_leucogenys ENSNLEG00000007614
callithrix_jacchus ENSCJAG00000008732
cebus_capucinus ENSCCAG00000020237
aotus_nancymaae ENSANAG00000034956
saimiri_boliviensis_boliviensis ENSSBOG00000009264
carlito_syrichta ENSTSYG00000002810
prolemur_simus ENSPSMG00000013007
propithecus_coquereli ENSPCOG00000027379
microcebus_murinus ENSMICG00000003854
otolemur_garnettii ENSOGAG00000009809
tupaia_belangeri ENSTBEG00000012564
pteropus_vampyrus ENSPVAG00000005080
echinops_telfairi ENSETEG00000003201
procavia_capensis ENSPCAG00000017007
loxodonta_africana ENSLAFG00000015764
dasypus_novemcinctus ENSDNOG00000041340
ornithorhynchus_anatinus ENSOANG00000009836
anolis_carolinensis ENSACAG00000015969
notechis_scutatus ENSNSUG00000018657
pogona_vitticeps ENSPVIG00000018005
salvator_merianae ENSSMRG00000008003
chelonoidis_abingdonii ENSCABG00000020326
gopherus_agassizii ENSGAGG00000007345
chrysemys_picta_bellii ENSCPBG00000023640
pelodiscus_sinensis ENSPSIG00000004920
meleagris_gallopavo ENSMGAG00000005586
coturnix_japonica ENSCJPG00005000611
gallus_gallus ENSGALG00000001366
numida_meleagris ENSNMEG00000016097
anas_platyrhynchos_platyrhynchos ENSAPLG00000008851
anser_brachyrhynchus ENSABRG00000020813
lepidothrix_coronata ENSLCOG00000008343
manacus_vitellinus ENSMVIG00005002898
