anser_brachyrhynchus ENSABRG00000012463
coturnix_japonica ENSCJPG00005016315
melopsittacus_undulatus ENSMUNG00000011435
calidris_pugnax ENSCPUG00000014882
lonchura_striata_domestica ENSLSDG00000005240
lepidothrix_coronata ENSLCOG00000002089
parus_major ENSPMJG00000009136
taeniopygia_guttata ENSTGUG00000003016
ficedula_albicollis ENSFALG00000001822
cyanistes_caeruleus ENSCCEG00000004525
apteryx_haastii ENSAHAG00000001443
apteryx_rowi ENSARWG00000015971
dromaius_novaehollandiae ENSDNVG00000017193
zonotrichia_albicollis ENSZALG00000013923
junco_hyemalis ENSJHYG00000014996
manacus_vitellinus ENSMVIG00005008209
calidris_pygmaea ENSCPGG00000009645
gallus_gallus ENSGALG00000006061
apteryx_owenii ENSAOWG00000003480
chelonoidis_abingdonii ENSCABG00000009599
gopherus_agassizii ENSGAGG00000000121
chrysemys_picta_bellii ENSCPBG00000025986
sphenodon_punctatus ENSSPUG00000000304
phascolarctos_cinereus ENSPCIG00000014556
monodelphis_domestica ENSMODG00000015308
sarcophilus_harrisii ENSSHAG00000013253
ornithorhynchus_anatinus ENSOANG00000011699
lepisosteus_oculatus ENSLOCG00000015061
mandrillus_leucophaeus ENSMLEG00000007177
macaca_mulatta ENSMMUG00000047433
dipodomys_ordii ENSDORG00000008239
vicugna_pacos ENSVPAG00000010698
latimeria_chalumnae ENSLACG00000004918
tetraodon_nigroviridis ENSTNIG00000001895
tetraodon_nigroviridis ENSTNIG00000001842
poecilia_reticulata ENSPREG00000008551
periophthalmus_magnuspinnatus ENSPMGG00000017451
amphiprion_ocellaris ENSAOCG00000024443
oryzias_latipes_asm223469v1 ENSORLG00015015335
seriola_lalandi_dorsalis ENSSLDG00000014472
seriola_dumerili ENSSDUG00000017824
cynoglossus_semilaevis ENSCSEG00000015746
monopterus_albus ENSMALG00000015576
mola_mola ENSMMOG00000018992
poecilia_reticulata ENSPREG00000002808
gambusia_affinis ENSGAFG00000013176
chrysemys_picta_bellii ENSCPBG00000018802
periophthalmus_magnuspinnatus ENSPMGG00000009305
scleropages_formosus ENSSFOG00015003703
calidris_pugnax ENSCPUG00000014883
spermophilus_dauricus ENSSDAG00000012842
oryzias_melastigma ENSOMEG00000013917
notechis_scutatus ENSNSUG00000017188
pogona_vitticeps ENSPVIG00000024096
salvator_merianae ENSSMRG00000008892
mustela_putorius_furo ENSMPUG00000002176
neovison_vison ENSNVIG00000002641
canis_lupus_dingo ENSCAFG00020000728
canis_lupus_familiaris ENSCAFG00000018830
vulpes_vulpes ENSVVUG00000013904
ailuropoda_melanoleuca ENSAMEG00000011250
equus_asinus_asinus ENSEASG00005000309
equus_caballus ENSECAG00000020317
prolemur_simus ENSPSMG00000011159
microcebus_murinus ENSMICG00000037775
propithecus_coquereli ENSPCOG00000015696
piliocolobus_tephrosceles ENSPTEG00000032654
colobus_angolensis_palliatus ENSCANG00000040241
rhinopithecus_roxellana ENSRROG00000030190
macaca_fascicularis ENSMFAG00000032245
macaca_mulatta ENSMMUG00000048745
macaca_nemestrina ENSMNEG00000044299
theropithecus_gelada ENSTGEG00000023952
papio_anubis ENSPANG00000003562
mandrillus_leucophaeus ENSMLEG00000033266
cercocebus_atys ENSCATG00000029933
chlorocebus_sabaeus ENSCSAG00000007825
pan_troglodytes ENSPTRG00000052815
pan_troglodytes ENSPTRG00000045178
pan_paniscus ENSPPAG00000038206
homo_sapiens ENSG00000123728
gorilla_gorilla ENSGGOG00000021967
pongo_abelii ENSPPYG00000020725
saimiri_boliviensis_boliviensis ENSSBOG00000020056
cebus_capucinus ENSCCAG00000028760
aotus_nancymaae ENSANAG00000033585
sus_scrofa ENSSSCG00000026301
vicugna_pacos ENSVPAG00000004742
capra_hircus ENSCHIG00000021486
ovis_aries ENSOARG00000012473
bos_mutus ENSBMUG00000010488
bos_taurus ENSBTAG00000004131
bison_bison_bison ENSBBBG00000023607
tursiops_truncatus ENSTTRG00000006449
otolemur_garnettii ENSOGAG00000003141
castor_canadensis ENSCCNG00000020047
dipodomys_ordii ENSDORG00000029231
mus_musculus ENSMUSG00000050029
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034218
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033060
mus_pahari MGP_PahariEiJ_G0031605
rattus_norvegicus ENSRNOG00000002529
meriones_unguiculatus ENSMUGG00000025418
cricetulus_griseus_chok1gshd ENSCGRG00001019800
cricetulus_griseus_crigri ENSCGRG00000009911
mesocricetus_auratus ENSMAUG00000001207
peromyscus_maniculatus_bairdii ENSPEMG00000025879
microtus_ochrogaster ENSMOCG00000007198
nannospalax_galili ENSNGAG00000017485
jaculus_jaculus ENSJJAG00000014198
heterocephalus_glaber_female ENSHGLG00000019933
heterocephalus_glaber_male ENSHGLG00100020008
fukomys_damarensis ENSFDAG00000018441
heterocephalus_glaber_male ENSHGLG00100004237
chinchilla_lanigera ENSCLAG00000001300
octodon_degus ENSODEG00000011886
cavia_porcellus ENSCPOG00000035693
marmota_marmota_marmota ENSMMMG00000003534
urocitellus_parryii ENSUPAG00010011988
spermophilus_dauricus ENSSDAG00000012565
ictidomys_tridecemlineatus ENSSTOG00000024658
oryctolagus_cuniculus ENSOCUG00000010321
panthera_tigris_altaica ENSPTIG00000020253
panthera_pardus ENSPPRG00000010637
felis_catus ENSFCAG00000025399
pteropus_vampyrus ENSPVAG00000008600
ursus_maritimus ENSUMAG00000012018
ursus_maritimus ENSUMAG00000012023
ursus_americanus ENSUAMG00000013743
sorex_araneus ENSSARG00000009002
rhinopithecus_bieti ENSRBIG00000029237
nomascus_leucogenys ENSNLEG00000033595
heterocephalus_glaber_female ENSHGLG00000005899
callithrix_jacchus ENSCJAG00000041323
cricetulus_griseus_crigri-picr ENSCGRG00015019716
procavia_capensis ENSPCAG00000009910
loxodonta_africana ENSLAFG00000003329
tupaia_belangeri ENSTBEG00000006473
erinaceus_europaeus ENSEEUG00000001115
echinops_telfairi ENSETEG00000019782
carlito_syrichta ENSTSYG00000026223
myotis_lucifugus ENSMLUG00000001480
dasypus_novemcinctus ENSDNOG00000042390
serinus_canaria ENSSCAG00000017365
crocodylus_porosus ENSCPRG00005007906
pelodiscus_sinensis ENSPSIG00000004845
notamacropus_eugenii ENSMEUG00000013894
xenopus_tropicalis ENSXETG00000005415
seriola_dumerili ENSSDUG00000017997
seriola_lalandi_dorsalis ENSSLDG00000016876
cynoglossus_semilaevis ENSCSEG00000005653
xiphophorus_maculatus ENSXMAG00000022360
gambusia_affinis ENSGAFG00000019838
poecilia_mexicana ENSPMEG00000009465
cyprinodon_variegatus ENSCVAG00000014196
amphiprion_percula ENSAPEG00000009059
amphiprion_ocellaris ENSAOCG00000004795
stegastes_partitus ENSSPAG00000006918
cyprinodon_variegatus ENSCVAG00000018563
fundulus_heteroclitus ENSFHEG00000015109
poecilia_formosa ENSPFOG00000008698
poecilia_latipinna ENSPLAG00000009493
kryptolebias_marmoratus ENSKMAG00000003573
acanthochromis_polyacanthus ENSAPOG00000005239
labrus_bergylta ENSLBEG00000007095
gasterosteus_aculeatus ENSGACG00000017018
hippocampus_comes ENSHCOG00000000689
anabas_testudineus ENSATEG00000014898
