scophthalmus_maximus ENSSMAG00000013076
cynoglossus_semilaevis ENSCSEG00000006916
hippocampus_comes ENSHCOG00000013822
periophthalmus_magnuspinnatus ENSPMGG00000003357
xiphophorus_maculatus ENSXMAG00000015742
xiphophorus_couchianus ENSXCOG00000001371
gambusia_affinis ENSGAFG00000018691
poecilia_formosa ENSPFOG00000017579
poecilia_mexicana ENSPMEG00000003207
poecilia_reticulata ENSPREG00000013664
poecilia_latipinna ENSPLAG00000006978
fundulus_heteroclitus ENSFHEG00000001365
cyprinodon_variegatus ENSCVAG00000000652
kryptolebias_marmoratus ENSKMAG00000013349
oryzias_latipes_asm223469v1 ENSORLG00015001148
oryzias_latipes ENSORLG00020005048
oryzias_latipes ENSORLG00000008632
oryzias_melastigma ENSOMEG00000023679
astatotilapia_calliptera ENSACLG00000007940
maylandia_zebra ENSMZEG00005014817
pundamilia_nyererei ENSPNYG00000004791
haplochromis_burtoni ENSHBUG00000016161
neolamprologus_brichardi ENSNBRG00000011056
oreochromis_niloticus ENSONIG00000000997
amphilophus_citrinellus ENSACIG00000016547
mola_mola ENSMMOG00000011209
takifugu_rubripes ENSTRUG00000011871
gasterosteus_aculeatus ENSGACG00000011304
mastacembelus_armatus ENSMAMG00000000267
anabas_testudineus ENSATEG00000004129
monopterus_albus ENSMALG00000021066
seriola_lalandi_dorsalis ENSSLDG00000021579
seriola_dumerili ENSSDUG00000009420
amphiprion_ocellaris ENSAOCG00000019025
amphiprion_percula ENSAPEG00000010022
stegastes_partitus ENSSPAG00000000378
acanthochromis_polyacanthus ENSAPOG00000021105
labrus_bergylta ENSLBEG00000007778
gadus_morhua ENSGMOG00000009145
esox_lucius ENSELUG00000021316
astyanax_mexicanus ENSAMXG00000002154
pygocentrus_nattereri ENSPNAG00000015523
ictalurus_punctatus ENSIPUG00000023711
danio_rerio ENSDARG00000019364
paramormyrops_kingsleyae ENSPKIG00000009827
scleropages_formosus ENSSFOG00015020452
lepisosteus_oculatus ENSLOCG00000014003
heterocephalus_glaber_female ENSHGLG00000001972
heterocephalus_glaber_male ENSHGLG00100007780
fukomys_damarensis ENSFDAG00000012923
octodon_degus ENSODEG00000006323
chinchilla_lanigera ENSCLAG00000010075
cavia_porcellus ENSCPOG00000004648
cavia_aperea ENSCAPG00000001588
urocitellus_parryii ENSUPAG00010000502
ictidomys_tridecemlineatus ENSSTOG00000004226
marmota_marmota_marmota ENSMMMG00000005828
spermophilus_dauricus ENSSDAG00000011244
castor_canadensis ENSCCNG00000014362
dipodomys_ordii ENSDORG00000000347
mus_musculus ENSMUSG00000021028
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018610
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017765
mus_pahari MGP_PahariEiJ_G0029521
rattus_norvegicus ENSRNOG00000008610
meriones_unguiculatus ENSMUGG00000017709
peromyscus_maniculatus_bairdii ENSPEMG00000019510
microtus_ochrogaster ENSMOCG00000010103
cricetulus_griseus_crigri-picr ENSCGRG00015010904
cricetulus_griseus_crigri ENSCGRG00000000899
cricetulus_griseus_chok1gshd ENSCGRG00001020947
mesocricetus_auratus ENSMAUG00000017106
nannospalax_galili ENSNGAG00000009264
jaculus_jaculus ENSJJAG00000013436
oryctolagus_cuniculus ENSOCUG00000017091
ochotona_princeps ENSOPRG00000003249
microcebus_murinus ENSMICG00000013161
prolemur_simus ENSPSMG00000007183
propithecus_coquereli ENSPCOG00000016195
otolemur_garnettii ENSOGAG00000013109
pan_paniscus ENSPPAG00000036495
pan_troglodytes ENSPTRG00000006273
homo_sapiens ENSG00000151332
gorilla_gorilla ENSGGOG00000006321
pongo_abelii ENSPPYG00000005748
nomascus_leucogenys ENSNLEG00000003876
rhinopithecus_bieti ENSRBIG00000033809
rhinopithecus_roxellana ENSRROG00000034814
piliocolobus_tephrosceles ENSPTEG00000008426
colobus_angolensis_palliatus ENSCANG00000024894
mandrillus_leucophaeus ENSMLEG00000034699
cercocebus_atys ENSCATG00000034328
chlorocebus_sabaeus ENSCSAG00000015484
papio_anubis ENSPANG00000020627
theropithecus_gelada ENSTGEG00000003358
macaca_fascicularis ENSMFAG00000043899
macaca_mulatta ENSMMUG00000004856
macaca_nemestrina ENSMNEG00000031724
cebus_capucinus ENSCCAG00000036247
saimiri_boliviensis_boliviensis ENSSBOG00000026011
callithrix_jacchus ENSCJAG00000006938
aotus_nancymaae ENSANAG00000027296
carlito_syrichta ENSTSYG00000004198
tupaia_belangeri ENSTBEG00000010695
pteropus_vampyrus ENSPVAG00000001023
myotis_lucifugus ENSMLUG00000011617
equus_caballus ENSECAG00000022491
equus_asinus_asinus ENSEASG00005007561
sorex_araneus ENSSARG00000012255
erinaceus_europaeus ENSEEUG00000006950
capra_hircus ENSCHIG00000020536
ovis_aries ENSOARG00000007986
bos_taurus ENSBTAG00000009941
bos_mutus ENSBMUG00000002976
bison_bison_bison ENSBBBG00000009469
vicugna_pacos ENSVPAG00000010443
sus_scrofa ENSSSCG00000001946
tursiops_truncatus ENSTTRG00000002918
ursus_americanus ENSUAMG00000025633
ursus_maritimus ENSUMAG00000008487
ailuropoda_melanoleuca ENSAMEG00000013537
mustela_putorius_furo ENSMPUG00000016265
neovison_vison ENSNVIG00000005488
canis_lupus_dingo ENSCAFG00020022316
canis_lupus_familiaris ENSCAFG00000013678
vulpes_vulpes ENSVVUG00000020649
